,489 HK,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,MSIL IN,,TTMT IN,,6902 JP,,7202 jp,,5108 jp,,volvb ss,,bmw gr,,000270 KS,,dai gr,,f,,005380 KS
6/14/2011,2.8701,6/21/2011,3.1447,6/21/2011,0.9449,6/21/2011,1.0701,6/21/2011,0.3574,6/21/2011,3.1746,6/9/2011,-0.7231,6/9/2011,-0.7195,6/21/2011,1.38,6/21/2011,1.497,6/21/2011,0.6257,6/8/2011,-2.2181,6/3/2011,0.1491,6/14/2011,3.3898,6/3/2011,0.3052,6/8/2011,-1.7921,6/14/2011,4.1943
6/15/2011,0.7342,6/22/2011,0.9756,6/22/2011,1.092,6/22/2011,0.7514,6/22/2011,1.1276,6/22/2011,1.3675,6/10/2011,0.9547,6/10/2011,-0.1518,6/22/2011,2.897,6/22/2011,3.8348,6/22/2011,2.035,6/9/2011,1.5123,6/6/2011,0.215,6/15/2011,-0.8197,6/6/2011,-1.2169,6/9/2011,0.7299,6/15/2011,-0.6356
6/16/2011,-1.4577,6/23/2011,1.3285,6/23/2011,0.3086,6/23/2011,0.4746,6/23/2011,3.1103,6/23/2011,1.0118,6/13/2011,-0.1386,6/13/2011,-0.9121,6/23/2011,-0.4749,6/23/2011,3.4091,6/23/2011,-1.8837,6/10/2011,-4.0968,6/7/2011,-0.2641,6/16/2011,-2.8926,6/7/2011,0.1168,6/10/2011,-3.2609,6/16/2011,-2.7719
6/17/2011,-2.6627,6/24/2011,0.5959,6/24/2011,1.0769,6/24/2011,1.2146,6/24/2011,0.683,6/24/2011,2.8381,6/14/2011,-0.2041,6/14/2011,-2.6032,6/24/2011,-0.1704,6/24/2011,1.3736,6/24/2011,0.6776,6/13/2011,-1.3592,6/8/2011,0.0496,6/17/2011,-2.1277,6/8/2011,0.1379,6/13/2011,-1.573,6/17/2011,-1.0965
6/20/2011,1.0638,6/27/2011,0.1185,6/27/2011,-2.2831,6/27/2011,0.6667,6/27/2011,0.1696,6/27/2011,0.3247,6/15/2011,-1.0184,6/15/2011,1.0315,6/27/2011,-1.3998,6/27/2011,0.813,6/27/2011,0.5609,6/14/2011,3.937,6/9/2011,3.9034,6/20/2011,-1.1594,6/9/2011,1.1758,6/14/2011,2.207,6/20/2011,0.8869
6/21/2011,3.4586,6/28/2011,-2.3669,6/28/2011,0.1558,6/28/2011,0.6623,6/28/2011,1.1851,6/28/2011,0.4854,6/16/2011,-1.3926,6/16/2011,-1.0562,6/28/2011,0.6579,6/28/2011,1.6129,6/28/2011,-0.2231,6/15/2011,-2.9356,6/10/2011,-0.8755,6/21/2011,0.2933,6/10/2011,-2.7432,6/15/2011,-2.0849,6/21/2011,1.0989
6/22/2011,2.1802,6/29/2011,2.6667,6/29/2011,1.7107,6/29/2011,1.8092,6/29/2011,1.5059,6/29/2011,0,6/17/2011,-2.3593,6/17/2011,-0.2745,6/29/2011,2.8552,6/29/2011,1.3228,6/29/2011,1.7328,6/16/2011,-0.0976,6/13/2011,-0.0482,6/22/2011,1.462,6/13/2011,0.2368,6/16/2011,-2.4335,6/22/2011,0.6522
6/23/2011,-0.4267,6/30/2011,-0.5903,6/30/2011,-0.6116,6/30/2011,-0.3231,6/30/2011,-0.8242,6/30/2011,0.161,6/20/2011,-0.3648,6/20/2011,-5.092,6/30/2011,-0.2676,6/30/2011,-1.0444,6/30/2011,1.4286,6/17/2011,0.6836,6/14/2011,1.4621,6/23/2011,-2.7378,6/14/2011,1.321,6/17/2011,-0.4677,6/23/2011,-3.2397
6/24/2011,5.4286,7/1/2011,0.9501,7/1/2011,2.6154,7/1/2011,0.8104,7/1/2011,0.8864,7/1/2011,0.9646,6/21/2011,-1.3741,6/21/2011,0.5585,7/1/2011,-0.6707,7/1/2011,0.7916,7/1/2011,0.9209,6/20/2011,-1.5519,6/15/2011,-1.8527,6/24/2011,4,6/15/2011,-1.8338,6/20/2011,1.3312,6/24/2011,3.5714
6/27/2011,0.9485,7/4/2011,1.0588,7/4/2011,1.4993,7/4/2011,3.537,7/4/2011,0.4942,7/4/2011,1.9108,6/22/2011,-1.9261,6/22/2011,-0.032,7/4/2011,-1.553,7/4/2011,1.0471,7/4/2011,2.8449,6/21/2011,3.9409,6/16/2011,1.5812,6/27/2011,0.2849,6/16/2011,1.123,6/21/2011,2.9366,6/27/2011,0.8621
6/28/2011,0,7/5/2011,-0.1164,7/5/2011,0.1477,7/5/2011,-0.7764,7/5/2011,-0.1639,7/5/2011,-2.1875,6/23/2011,-2.0886,6/23/2011,0.9723,7/5/2011,0.2401,7/5/2011,-0.7772,7/5/2011,0.3132,6/22/2011,-1.2322,6/17/2011,1.493,6/28/2011,-0.9943,6/17/2011,1.2493,6/22/2011,0.3003,6/28/2011,-1.7094
6/29/2011,-0.9396,7/6/2011,2.2145,7/6/2011,1.0324,7/6/2011,1.5649,7/6/2011,2.0252,7/6/2011,0.3195,6/24/2011,1.8466,6/24/2011,2.2698,7/6/2011,0.5474,7/6/2011,1.5666,7/6/2011,2.8616,6/23/2011,-2.0154,6/20/2011,0.266,6/29/2011,2.726,6/20/2011,0.3058,6/23/2011,0.8234,6/29/2011,3.4783
6/30/2011,-0.4065,7/7/2011,-1.5964,7/7/2011,-0.7299,7/7/2011,-0.9245,7/7/2011,-1.3948,7/7/2011,-0.4777,6/27/2011,2.9609,6/27/2011,1.1692,7/7/2011,-0.8506,7/7/2011,-0.7712,7/7/2011,-0.6576,6/27/2011,3.2321,6/21/2011,0.5619,6/30/2011,0.9777,6/21/2011,1.6717,6/24/2011,-1.7075,6/30/2011,-0.4202
7/4/2011,6.9388,7/8/2011,0.8111,7/8/2011,1.3235,7/8/2011,1.3997,7/8/2011,1.7954,7/8/2011,2.4,6/28/2011,0.4424,6/28/2011,0.7108,7/8/2011,0.3089,7/8/2011,0.5181,7/8/2011,-0.5092,6/28/2011,1.1385,6/22/2011,1.5831,7/1/2011,2.3513,6/22/2011,1.1375,6/27/2011,1.6616,7/1/2011,1.4768
7/5/2011,1.6539,7/11/2011,0.1149,7/11/2011,-0.7257,7/11/2011,-0.3067,7/11/2011,-0.6414,7/11/2011,-0.1563,6/29/2011,1.6496,6/29/2011,1.2643,7/11/2011,1.8816,7/11/2011,-0.7732,7/11/2011,0.0512,6/29/2011,2.5328,6/23/2011,-0.1528,7/4/2011,1.2162,6/23/2011,-0.2556,6/28/2011,-0.9658,7/4/2011,1.6632
7/6/2011,-2.2528,7/12/2011,-2.1814,7/12/2011,-1.9006,7/12/2011,-2.4615,7/12/2011,-1.3986,7/12/2011,-0.939,6/30/2011,-1.4487,6/30/2011,-0.2958,7/12/2011,-2.6192,7/12/2011,0.5195,7/12/2011,-1.8926,6/30/2011,1.0979,6/24/2011,2.5555,7/5/2011,0.6676,6/24/2011,0.6253,6/29/2011,0.6752,7/5/2011,-0.2045
7/7/2011,-2.5608,7/13/2011,-1.4085,7/13/2011,0.2981,7/13/2011,0.1577,7/13/2011,-0.7092,7/13/2011,-1.5798,7/1/2011,-1.4441,7/1/2011,0.0503,7/13/2011,-0.7586,7/13/2011,-1.0336,7/13/2011,0.7299,7/1/2011,-0.543,6/27/2011,1.4026,7/6/2011,0.7958,6/27/2011,0,6/30/2011,2.7571,7/6/2011,1.0246
7/8/2011,1.5769,7/14/2011,0.7143,7/14/2011,-0.7429,7/14/2011,1.8898,7/14/2011,-0.3297,7/14/2011,0.8026,7/4/2011,1.2816,7/4/2011,1.704,7/14/2011,0.3822,7/14/2011,0.7833,7/14/2011,0.4141,7/4/2011,1.1829,6/28/2011,0.103,7/7/2011,0.7895,6/28/2011,2.9747,7/1/2011,1.6679,7/7/2011,0.6085
7/11/2011,-3.7516,7/15/2011,0.2364,7/15/2011,-0.2994,7/15/2011,-0.7728,7/15/2011,0.7166,7/15/2011,0.4777,7/5/2011,0.7385,7/5/2011,0.425,7/15/2011,-0.6577,7/15/2011,0.7772,7/15/2011,0.0515,7/5/2011,0.2698,6/29/2011,1.4111,7/8/2011,0.3916,6/29/2011,1.3059,7/5/2011,0.5706,7/8/2011,-0.2016
7/12/2011,-2.6882,7/19/2011,-1.533,7/19/2011,-0.7508,7/19/2011,-2.0249,7/19/2011,-0.6568,7/19/2011,-0.317,7/6/2011,0.2186,7/6/2011,1.9243,7/19/2011,-0.3484,7/19/2011,-0.7712,7/19/2011,0.0515,7/6/2011,-1.7937,6/30/2011,-1.2755,7/11/2011,-2.7308,6/30/2011,1.0937,7/6/2011,-0.9929,7/11/2011,-3.4343
7/13/2011,4.2818,7/20/2011,0.3593,7/20/2011,0.6051,7/20/2011,1.2719,7/20/2011,0.7163,7/20/2011,0.6359,7/7/2011,1.1806,7/7/2011,1.9266,7/20/2011,-0.5944,7/20/2011,0.7772,7/20/2011,1.5963,7/7/2011,2.1918,7/1/2011,0.8662,7/12/2011,-4.0107,7/1/2011,0.4637,7/7/2011,1.1461,7/12/2011,-3.1381
7/14/2011,-0.6623,7/21/2011,1.074,7/21/2011,-0.4511,7/21/2011,-0.6279,7/21/2011,0.547,7/21/2011,-0.158,7/8/2011,0.1311,7/8/2011,-0.1374,7/21/2011,-0.3517,7/21/2011,0.5141,7/21/2011,-0.2534,7/8/2011,-1.2511,7/4/2011,0.1456,7/13/2011,3.3426,7/4/2011,-0.5769,7/8/2011,-1.6997,7/13/2011,2.8078
7/15/2011,0.2667,7/22/2011,1.6529,7/22/2011,0.7553,7/22/2011,2.2117,7/22/2011,1.741,7/22/2011,0.1582,7/11/2011,-1.6973,7/11/2011,-0.1091,7/22/2011,0.6354,7/22/2011,0.2558,7/22/2011,1.0163,7/11/2011,-2.8054,7/5/2011,0.2471,7/14/2011,1.3477,7/5/2011,2.205,7/11/2011,-4.0346,7/14/2011,0.2101
7/18/2011,-0.3989,7/25/2011,-1.1614,7/25/2011,-1.3493,7/25/2011,-1.5456,7/25/2011,-0.9091,7/25/2011,-0.4739,7/12/2011,-1.4345,7/12/2011,-2.6547,7/25/2011,-1.8239,7/25/2011,-0.2551,7/25/2011,-0.9557,7/12/2011,0.3724,7/6/2011,-0.7395,7/15/2011,0,7/6/2011,0.1703,7/12/2011,-1.5015,7/15/2011,0.6289
7/19/2011,-0.9346,7/26/2011,1.5276,7/26/2011,0.152,7/26/2011,0.471,7/26/2011,0.5397,7/26/2011,0.6349,7/13/2011,1.5121,7/13/2011,2.0295,7/26/2011,-1.0361,7/26/2011,0.7673,7/26/2011,-0.711,7/13/2011,2.2263,7/7/2011,0.6427,7/18/2011,-0.133,7/7/2011,-0.2078,7/13/2011,1.1433,7/18/2011,-1.4583
7/20/2011,1.8868,7/27/2011,-1.8519,7/27/2011,-1.214,7/27/2011,-1.7188,7/27/2011,-1.2346,7/27/2011,-0.4732,7/14/2011,0.807,7/14/2011,2.1421,7/27/2011,0.1083,7/27/2011,-0.5076,7/27/2011,-0.8696,7/14/2011,-2.7223,7/8/2011,-0.7257,7/19/2011,0.6658,7/8/2011,-0.4354,7/14/2011,-1.3564,7/19/2011,-1.4799
7/21/2011,1.1905,7/28/2011,-2.1226,7/28/2011,-2.1505,7/28/2011,-1.9078,7/28/2011,-1.7935,7/28/2011,-1.4263,7/15/2011,0.2853,7/15/2011,-3.2815,7/28/2011,-0.0721,7/28/2011,-1.0204,7/28/2011,0.1032,7/15/2011,-2.1455,7/11/2011,-0.1023,7/20/2011,1.0582,7/11/2011,-2.8903,7/15/2011,0,7/20/2011,1.073
7/22/2011,4.4444,7/29/2011,-0.9639,7/29/2011,-0.9419,7/29/2011,-0.1621,7/29/2011,-0.8854,7/29/2011,-0.3215,7/18/2011,-0.2378,7/18/2011,-1.7666,7/29/2011,-0.6135,7/29/2011,-1.0309,7/29/2011,-1.3402,7/18/2011,-4.0991,7/12/2011,-1.1123,7/21/2011,-1.8325,7/12/2011,1.3707,7/18/2011,-1.4515,7/21/2011,-1.0616
7/25/2011,-3.1289,8/1/2011,1.3382,8/1/2011,0.4754,8/1/2011,1.461,8/1/2011,0.1117,8/1/2011,0.3226,7/19/2011,-1.0002,7/19/2011,-3.04,8/1/2011,2.9049,8/1/2011,1.3021,8/1/2011,0.1045,7/19/2011,2.9821,7/13/2011,1.9683,7/22/2011,3.0667,7/13/2011,2.2407,7/19/2011,1.4729,7/22/2011,1.5021
7/26/2011,-1.938,8/2/2011,-1.5606,8/2/2011,-0.3155,8/2/2011,-0.48,8/2/2011,-1.0039,8/2/2011,1.2862,7/20/2011,-0.0258,7/20/2011,-1.5346,8/2/2011,-0.247,8/2/2011,-1.0283,8/2/2011,-1.618,7/20/2011,0,7/14/2011,2.5399,7/25/2011,1.2937,7/14/2011,-0.1134,7/20/2011,-0.0764,7/25/2011,-1.0571
7/27/2011,1.054,8/3/2011,-2.8049,8/3/2011,-1.2658,8/3/2011,-3.2154,8/3/2011,-2.0282,8/3/2011,-4.9206,7/21/2011,-0.5633,7/21/2011,0.8412,8/3/2011,-2.1224,8/3/2011,-1.039,8/3/2011,-0.6366,7/21/2011,-1.5444,7/15/2011,2.2788,7/26/2011,0.3831,7/15/2011,0.9079,7/21/2011,1.5291,7/26/2011,1.7094
7/28/2011,1.6949,8/4/2011,-0.5019,8/4/2011,0.641,8/4/2011,-1.1296,8/4/2011,0.23,8/4/2011,0.1669,7/22/2011,0.4714,7/22/2011,2.042,8/4/2011,-0.0723,8/4/2011,-1.5748,8/4/2011,-0.3737,7/22/2011,3.6275,7/18/2011,-1.633,7/27/2011,1.0178,7/18/2011,-3.8051,7/22/2011,0.2259,7/27/2011,2.1008
7/29/2011,-1.1538,8/5/2011,-3.0265,8/5/2011,-3.1847,8/5/2011,-3.0242,8/5/2011,-3.5571,8/5/2011,-3.1667,7/25/2011,1.6916,7/25/2011,0.9479,8/5/2011,-4.4485,8/5/2011,-1.8667,8/5/2011,-5.4126,7/25/2011,-0.9461,7/19/2011,0.5487,7/28/2011,-2.3929,7/19/2011,1.8706,7/25/2011,-1.0518,7/28/2011,-1.6461
8/1/2011,2.0752,8/8/2011,-2.7308,8/8/2011,-1.5461,8/8/2011,-3.0146,8/8/2011,-1.7847,8/8/2011,-3.7866,7/26/2011,-0.364,7/26/2011,-3.3138,8/8/2011,-1.3248,8/8/2011,-3.5326,8/8/2011,1.3031,7/26/2011,-1.4327,7/20/2011,0.2798,7/29/2011,-0.129,7/20/2011,-0.0956,7/26/2011,-1.7464,7/29/2011,-1.6736
8/2/2011,-3.0496,8/9/2011,-2.0053,8/9/2011,-1.871,8/9/2011,-2.751,8/9/2011,-0.9691,8/9/2011,-2.8623,7/27/2011,2.7444,7/27/2011,-1.5775,8/9/2011,-1.6878,8/9/2011,-2.2535,8/9/2011,-3.132,7/27/2011,-1.938,7/21/2011,0.8093,8/1/2011,4.522,7/21/2011,0.2489,7/27/2011,-4.4049,8/1/2011,0.2128
8/3/2011,-3.6697,8/10/2011,0.2729,8/10/2011,-0.9193,8/10/2011,-2.2043,8/10/2011,1.2232,8/10/2011,-0.1842,7/28/2011,-1.9309,7/28/2011,-0.7309,8/10/2011,-0.2731,8/10/2011,-0.2882,8/10/2011,-0.7506,7/28/2011,-0.2964,7/22/2011,-1.8408,8/2/2011,-3.9555,7/22/2011,-0.6494,7/28/2011,-0.4042,8/2/2011,-4.8832
8/4/2011,-4.2177,8/11/2011,-3.5374,8/11/2011,-2.0275,8/11/2011,-3.4936,8/11/2011,-1.3897,8/11/2011,-2.952,7/29/2011,1.7497,7/29/2011,-0.2735,8/11/2011,-2.5039,8/11/2011,0.578,8/11/2011,-1.2798,7/29/2011,0.9911,7/25/2011,3.8212,8/3/2011,-2.574,7/25/2011,2.0761,7/29/2011,-0.8929,8/3/2011,-4.4643
8/5/2011,-3.5511,8/12/2011,-2.2567,8/12/2011,-1.1224,8/12/2011,-1.2456,8/12/2011,-1.7157,8/12/2011,-3.0418,8/1/2011,0.2445,8/1/2011,1.4134,8/12/2011,-1.8459,8/12/2011,-0.2874,8/12/2011,-3.6535,8/1/2011,-4.318,7/26/2011,-1.9965,8/4/2011,-3.0383,7/26/2011,-2.2599,8/1/2011,1.1466,8/4/2011,-2.3364
8/8/2011,-2.9455,8/15/2011,3.3189,8/15/2011,2.9088,8/15/2011,3.4292,8/15/2011,1.4339,8/15/2011,2.7451,8/2/2011,0.2149,8/2/2011,-0.5304,8/15/2011,2.4121,8/15/2011,2.0173,8/15/2011,2.6911,8/2/2011,-5.3846,7/27/2011,-2.1203,8/5/2011,-0.8174,7/27/2011,-1.8304,8/2/2011,-4.0486,8/5/2011,-2.3923
8/9/2011,-6.8285,8/16/2011,0.5587,8/16/2011,-0.0689,8/16/2011,-0.2668,8/16/2011,-0.4302,8/16/2011,0,8/3/2011,0.0083,8/3/2011,-2.9538,8/16/2011,1.2375,8/16/2011,0.2825,8/16/2011,2.0846,8/3/2011,-4.0108,7/28/2011,-0.9061,8/8/2011,-3.8462,7/28/2011,-1.4524,8/3/2011,-1.6878,8/8/2011,-2.2059
8/10/2011,6.0261,8/17/2011,-1.5278,8/17/2011,-1.5178,8/17/2011,-2.4838,8/17/2011,-1.4198,8/17/2011,-0.1908,8/4/2011,-0.9899,8/4/2011,-1.5299,8/17/2011,-1.8927,8/17/2011,-1.4085,8/17/2011,0.2334,8/4/2011,-8.0181,7/29/2011,-0.3715,8/9/2011,-1.4286,7/29/2011,0.0398,8/4/2011,-6.7811,8/9/2011,-2.7569
8/11/2011,0.3072,8/18/2011,-3.6671,8/18/2011,-1.6813,8/18/2011,-2.5862,8/18/2011,-2.5047,8/18/2011,-4.5889,8/5/2011,-0.6915,8/5/2011,-2.6643,8/18/2011,-3.135,8/18/2011,-2.5714,8/18/2011,-1.2806,8/5/2011,0.4911,8/1/2011,-2.4236,8/10/2011,1.4493,8/1/2011,-1.3936,8/5/2011,-0.1842,8/10/2011,-0.7732
8/12/2011,-2.6034,8/19/2011,-4.3924,8/19/2011,0.3563,8/19/2011,-3.3387,8/19/2011,-2.2479,8/19/2011,-4.008,8/8/2011,-0.021,8/8/2011,-6.9582,8/19/2011,-3.278,8/19/2011,-6.1584,8/19/2011,-3.184,8/8/2011,-6.4142,8/2/2011,-3.4098,8/11/2011,0.4286,8/2/2011,-4.26,8/8/2011,-8.3948,8/11/2011,2.3377
8/15/2011,2.2013,8/22/2011,-4.1348,8/22/2011,-4.1534,8/22/2011,-2.5385,8/22/2011,-1.6426,8/22/2011,-4.5929,8/9/2011,1.695,8/9/2011,-4.0655,8/22/2011,-2.5311,8/22/2011,-4.0625,8/22/2011,-3.3496,8/9/2011,6.8538,8/3/2011,0.1065,8/12/2011,-5.2632,8/3/2011,-3.6272,8/9/2011,9.8691,8/12/2011,-4.5685
8/16/2011,0.4615,8/23/2011,3.0351,8/23/2011,2.3333,8/23/2011,0.9821,8/23/2011,2.2044,8/23/2011,1.5317,8/10/2011,5.4169,8/10/2011,6.3157,8/23/2011,0.8803,8/23/2011,2.9316,8/23/2011,2.4575,8/10/2011,-6.4753,8/4/2011,-7.2807,8/16/2011,4.6547,8/4/2011,-3.3042,8/10/2011,-4.583,8/16/2011,7.9787
8/17/2011,0.9188,8/24/2011,-2.4806,8/24/2011,-1.6287,8/24/2011,-1.945,8/24/2011,-1.8954,8/24/2011,-6.0345,8/11/2011,-2.3442,8/11/2011,0.5686,8/24/2011,-2.5742,8/24/2011,-4.1139,8/24/2011,-0.6765,8/11/2011,4.8988,8/5/2011,1.1148,8/17/2011,0.1435,8/5/2011,-5.6574,8/11/2011,5.0913,8/17/2011,-1.2315
8/18/2011,1.5175,8/25/2011,6.9952,8/25/2011,1.6924,8/25/2011,5.3471,8/25/2011,2.2652,8/25/2011,7.3394,8/12/2011,-0.1042,8/12/2011,-5.7715,8/25/2011,5.9561,8/25/2011,4.9505,8/25/2011,1.4241,8/12/2011,1.6189,8/8/2011,-11.0246,8/18/2011,-3.1519,8/8/2011,-6.0926,8/12/2011,1.0969,8/18/2011,-4.4888
8/19/2011,-6.1286,8/26/2011,0.1486,8/26/2011,0.1447,8/26/2011,0.0819,8/26/2011,0.9121,8/26/2011,1.2821,8/16/2011,-1.705,8/16/2011,0.1938,8/26/2011,0.4227,8/26/2011,2.2013,8/26/2011,2.8694,8/15/2011,1.9608,8/9/2011,8.7099,8/19/2011,-7.5444,8/9/2011,-0.3576,8/15/2011,2.6221,8/19/2011,-10.9661
8/22/2011,-3.8217,8/29/2011,0,8/29/2011,-1.9147,8/29/2011,-1.227,8/29/2011,1.6785,8/29/2011,-1.0549,8/17/2011,-3.1916,8/17/2011,-2.832,8/29/2011,0.6734,8/29/2011,0.6154,8/29/2011,-1.0089,8/16/2011,-0.5409,8/10/2011,-6.9728,8/22/2011,-5.6,8/10/2011,-4.6398,8/16/2011,-1.1454,8/22/2011,-5.2786
8/23/2011,1.9868,8/30/2011,0.7418,8/30/2011,0.221,8/30/2011,0.9524,8/30/2011,-1.1429,8/30/2011,2.3454,8/18/2011,-2.2428,8/18/2011,-3.441,8/30/2011,1.0033,8/30/2011,3.3639,8/30/2011,1.4988,8/17/2011,-1.4502,8/11/2011,4.1441,8/23/2011,9.322,8/11/2011,1.2366,8/17/2011,-0.9804,8/23/2011,10.2167
8/24/2011,-3.7338,8/31/2011,2.651,8/31/2011,0.4778,8/31/2011,1.4766,8/31/2011,0.4496,8/31/2011,-0.8333,8/19/2011,-0.0302,8/19/2011,-5.2789,8/31/2011,0.4553,8/31/2011,0.8876,8/31/2011,0.1181,8/18/2011,-9.4421,8/12/2011,3.0623,8/24/2011,-0.7752,8/12/2011,3.9565,8/18/2011,-6.5707,8/24/2011,1.4045
8/25/2011,2.3609,9/1/2011,2.5825,9/1/2011,0.7315,9/1/2011,3.3549,9/1/2011,1.7903,9/1/2011,3.1513,8/22/2011,0.893,8/22/2011,3.4604,9/1/2011,2.5958,9/1/2011,5.2786,9/1/2011,1.4749,8/19/2011,-3.0467,8/15/2011,-0.0671,8/25/2011,1.875,8/15/2011,-1.3538,8/19/2011,-3.7572,8/25/2011,4.4321
8/26/2011,-6.0956,9/2/2011,-1.6783,9/2/2011,-1.5614,9/2/2011,-1.9554,9/2/2011,-0.8166,9/2/2011,-2.8513,8/23/2011,-0.9578,8/23/2011,-1.2754,9/2/2011,-0.8032,9/2/2011,-2.507,9/2/2011,-0.8721,8/22/2011,-0.6285,8/16/2011,-1.915,8/26/2011,2.7607,8/16/2011,-2.4081,8/22/2011,0.2002,8/26/2011,2.122
8/29/2011,5.4386,9/5/2011,-3.6984,9/5/2011,-2.619,9/5/2011,-4.7068,9/5/2011,-2.9766,9/5/2011,-4.4025,8/24/2011,-3.7731,8/24/2011,-3.6902,9/5/2011,-3.6842,9/5/2011,-4.2857,9/5/2011,-2.8152,8/23/2011,0.7027,8/17/2011,0.411,8/29/2011,1.9403,8/17/2011,1.9899,8/23/2011,2.997,8/29/2011,1.2987
8/30/2011,5.8236,9/6/2011,-3.2496,9/6/2011,-1.5152,9/6/2011,-2.0929,9/6/2011,-3.329,9/6/2011,-3.7281,8/25/2011,-0.332,8/25/2011,1.9265,9/6/2011,-4.4977,9/6/2011,-5.0746,9/6/2011,-3.7417,8/24/2011,2.582,8/18/2011,-7.8629,8/30/2011,0.8785,8/18/2011,-6.3476,8/24/2011,1.3579,8/30/2011,0.7692
8/31/2011,-2.3585,9/7/2011,2.5954,9/7/2011,3.0769,9/7/2011,1.5819,9/7/2011,3.2411,9/7/2011,3.8724,8/26/2011,-2.4667,8/26/2011,-2.2051,9/7/2011,3.9613,9/7/2011,0.9434,9/7/2011,2.884,8/25/2011,-2.7891,8/19/2011,-3.8689,8/31/2011,2.4673,8/19/2011,-2.9167,8/25/2011,-1.6268,8/31/2011,3.3079
9/1/2011,3.2206,9/8/2011,0.1488,9/8/2011,0.7463,9/8/2011,-0.1684,9/8/2011,0.981,9/8/2011,0.4386,8/29/2011,-0.3692,8/29/2011,4.6027,9/8/2011,0.8891,9/8/2011,-1.2461,9/8/2011,3.4735,8/26/2011,1.5395,8/22/2011,-3.9091,9/1/2011,-1.5581,8/22/2011,-1.8026,8/26/2011,1.1673,9/1/2011,-0.2463
9/2/2011,-1.7161,9/9/2011,-0.8915,9/9/2011,-0.7407,9/9/2011,-1.054,9/9/2011,-1.1658,9/9/2011,-3.0568,8/30/2011,1.1256,8/30/2011,1.5945,9/9/2011,-1.3428,9/9/2011,-1.2618,9/9/2011,1.0012,8/29/2011,1.8608,8/23/2011,4.0882,9/2/2011,-0.5755,8/23/2011,0.9033,8/29/2011,5.0962,9/2/2011,-1.2346
9/5/2011,-4.6032,9/12/2011,-2.9985,9/12/2011,-2.0522,9/12/2011,-3.7495,9/12/2011,-2.7523,9/12/2011,-3.1532,9/2/2011,-1.1543,9/2/2011,1.6772,9/12/2011,-2.6797,9/12/2011,-2.8754,9/12/2011,-3.0321,8/30/2011,0.6766,8/24/2011,3.8121,9/5/2011,-4.4863,8/24/2011,4.4759,8/30/2011,-0.5489,9/5/2011,-5.25
9/6/2011,-4.1597,9/13/2011,1.5456,9/13/2011,0.9143,9/13/2011,1.328,9/13/2011,3.6388,9/13/2011,2.7907,9/5/2011,0.6071,9/5/2011,-0.2054,9/13/2011,2.3164,9/13/2011,0.9868,9/13/2011,0.1804,8/31/2011,5.9812,8/25/2011,-0.4822,9/6/2011,1.8182,8/25/2011,-0.9121,8/31/2011,2.2999,9/6/2011,1.3193
9/7/2011,4.8611,9/14/2011,-1.3699,9/14/2011,-0.5663,9/14/2011,0.3058,9/14/2011,0.1951,9/14/2011,-0.2262,9/6/2011,1.6075,9/6/2011,1.6729,9/14/2011,-1.1106,9/14/2011,-0.6515,9/14/2011,1.0204,9/1/2011,0.6341,8/26/2011,2.4972,9/7/2011,3.2738,8/26/2011,0.0279,9/1/2011,-2.4281,9/7/2011,3.6458
9/8/2011,1.4901,9/15/2011,2.7778,9/15/2011,2.126,9/15/2011,4.007,9/15/2011,0.7787,9/15/2011,-0.2268,9/7/2011,2.1261,9/7/2011,0.4309,9/15/2011,2.2462,9/15/2011,1.3115,9/15/2011,2.0796,9/2/2011,-4.7889,8/29/2011,-0.5455,9/8/2011,0.4323,8/29/2011,1.5895,9/2/2011,-3.9631,9/8/2011,1.2563
9/9/2011,1.3051,9/16/2011,3.4535,9/16/2011,1.6357,9/16/2011,2.5126,9/16/2011,3.6703,9/16/2011,5.2273,9/8/2011,0.4883,9/8/2011,2.802,9/16/2011,3.929,9/16/2011,4.8544,9/16/2011,2.0373,9/5/2011,-6.0887,8/30/2011,-0.8227,9/9/2011,-1.7217,8/30/2011,-0.5215,9/6/2011,-1.9194,9/9/2011,-1.9851
9/12/2011,-2.5765,9/20/2011,-3.4833,9/20/2011,-1.7922,9/20/2011,-3.1046,9/20/2011,3.0435,9/20/2011,-3.0238,9/9/2011,-2.5179,9/9/2011,-3.2568,9/20/2011,-0.9756,9/20/2011,-2.4691,9/20/2011,-0.7416,9/6/2011,-0.5638,8/31/2011,3.7972,9/14/2011,-3.7956,8/31/2011,4.3046,9/7/2011,3.3268,9/14/2011,-3.2911
9/14/2011,-0.1653,9/21/2011,-0.4511,9/21/2011,-0.4842,9/21/2011,-0.2108,9/21/2011,-0.4822,9/21/2011,-0.6682,9/12/2011,-3.1856,9/12/2011,-4.3339,9/21/2011,3.202,9/21/2011,2.8481,9/21/2011,-1.4368,9/7/2011,5.4571,9/1/2011,0.0178,9/15/2011,2.4279,9/1/2011,-3.2143,9/8/2011,-2.0833,9/15/2011,3.9267
