,4063 JP Equity,,5401 JP Equity,,5411 JP Equity,,6988 JP Equity,,8015 JP Equity,,3407 JP Equity,,5201 JP Equity,,4188 JP Equity,,5713 JP Equity,,4005 JP Equity,,3405 JP Equity,,4185 JP Equity,,5486 JP Equity,,5711 JP Equity,,3861 JP Equity,,5406 JP Equity,,5233 JP Equity,,4182 JP Equity,,4613 JP Equity,,5901 JP Equity,,4217 JP Equity,,4612 JP Equity,,4202 JP Equity,,5714 JP Equity,,4088 JP Equity,,4091 JP Equity,,4205 JP Equity,,4183 JP Equity,,4021 JP Equity,,4272 JP Equity,,4118 JP Equity,,5471 JP Equity,,4631 JP Equity,,5463 JP Equity,,1911 JP Equity,,4042 JP Equity,,5631 JP Equity,,5444 JP Equity,,3401 JP Equity,,4114 JP Equity,,4004 JP Equity,,4208 JP Equity,,8012 JP Equity,,4061 JP Equity,,3863 JP Equity,,4634 JP Equity,,7947 JP Equity,,7966 JP Equity,,5232 JP Equity,,3941 JP Equity,,4206 JP Equity,,5706 JP Equity,,5803 JP Equity,,4095 JP Equity,,4043 JP Equity,,4045 JP Equity,,4401 JP Equity,,4403 JP Equity,,4201 JP Equity,,4186 JP Equity,,4203 JP Equity
1/21/2010,57.7306,1/21/2010,4.1031,1/21/2010,38.1,1/21/2010,42.1367,1/21/2010,16.4676,1/21/2010,5.3749,1/21/2010,10.6724,1/21/2010,4.5012,1/21/2010,15.4169,1/21/2010,4.7224,1/21/2010,12.4088,1/21/2010,21.2342,1/21/2010,10.6503,1/21/2010,2.8091,1/21/2010,4.4017,1/21/2010,1.9465,1/21/2010,1.2608,1/21/2010,5.7288,1/21/2010,8.549,1/21/2010,15.2289,1/21/2010,21.931,1/21/2010,6.6689,1/21/2010,6.3592,1/21/2010,6.0938,1/21/2010,12.0659,1/21/2010,10.5729,1/21/2010,5.0984,1/21/2010,3.0303,1/21/2010,14.7866,1/21/2010,9.1904,1/21/2010,6.9785,1/21/2010,3.9372,1/21/2010,1.7916,1/21/2010,19.2657,1/21/2010,8.2062,1/21/2010,2.8755,1/21/2010,13.4815,1/21/2010,33.8421,1/21/2010,3.2847,1/21/2010,9.2015,1/21/2010,2.1345,1/21/2010,2.8644,1/21/2010,12.0438,1/21/2010,4.4127,,,1/21/2010,4.0035,1/21/2010,48.2747,1/21/2010,20.2721,1/21/2010,1.67,1/21/2010,6.2376,1/21/2010,10.7498,1/21/2010,2.9197,1/21/2010,5.7509,1/21/2010,12.9064,1/21/2010,5.79518,1/21/2010,3.85977,1/21/2010,9.89825,1/21/2010,4.46804,1/21/2010,7.53152,1/21/2010,18.9228,1/21/2010,5.49657
1/22/2010,54.9444,1/22/2010,4.0444,1/22/2010,37.1111,1/22/2010,41.5556,1/22/2010,16.0778,1/22/2010,5.3111,1/22/2010,10.4444,1/22/2010,4.4667,1/22/2010,14.9444,1/22/2010,4.6889,1/22/2010,12.3,1/22/2010,21.0889,1/22/2010,10.6333,1/22/2010,2.7222,1/22/2010,4.3444,1/22/2010,1.9222,1/22/2010,1.2333,1/22/2010,5.7111,1/22/2010,8.4778,1/22/2010,14.7,1/22/2010,22.1,1/22/2010,6.5556,1/22/2010,6.3444,1/22/2010,5.9111,1/22/2010,11.8667,1/22/2010,10.5889,1/22/2010,4.9667,1/22/2010,2.9111,1/22/2010,14.3889,1/22/2010,8.8889,1/22/2010,6.9889,1/22/2010,3.8222,1/22/2010,1.7778,1/22/2010,19.1444,1/22/2010,7.9778,1/22/2010,2.8333,1/22/2010,13.1333,1/22/2010,33.0667,1/22/2010,3.2667,1/22/2010,9.1556,1/22/2010,2.0889,1/22/2010,2.8444,1/22/2010,11.9111,1/22/2010,4.3667,,,1/22/2010,3.9778,1/22/2010,49.7222,1/22/2010,20.1444,1/22/2010,1.6444,1/22/2010,6.1444,1/22/2010,10.5556,1/22/2010,2.8333,1/22/2010,5.6556,1/22/2010,12.5778,1/22/2010,5.71111,1/22/2010,3.77778,1/22/2010,9.85556,1/22/2010,4.42222,1/22/2010,7.44444,1/22/2010,19.03333,1/22/2010,5.54444
1/25/2010,53.801,1/25/2010,4.0226,1/25/2010,36.957,1/25/2010,40.6693,1/25/2010,15.8023,1/25/2010,5.1751,1/25/2010,10.6494,1/25/2010,4.2775,1/25/2010,14.7606,1/25/2010,4.6321,1/25/2010,12.1897,1/25/2010,19.9911,1/25/2010,10.3391,1/25/2010,2.6817,1/25/2010,4.2997,1/25/2010,1.9504,1/25/2010,1.219,1/25/2010,5.5297,1/25/2010,8.3777,1/25/2010,14.3063,1/25/2010,21.4096,1/25/2010,6.5049,1/25/2010,6.1946,1/25/2010,5.7957,1/25/2010,11.824,1/25/2010,10.4832,1/25/2010,4.8648,1/25/2010,2.7815,1/25/2010,14.0071,1/25/2010,8.7544,1/25/2010,6.8927,1/25/2010,3.7788,1/25/2010,1.8174,1/25/2010,18.8054,1/25/2010,7.7349,1/25/2010,2.7815,1/25/2010,12.9211,1/25/2010,32.8125,1/25/2010,3.2026,1/25/2010,9.2753,1/25/2010,2.0501,1/25/2010,2.7815,1/25/2010,11.9238,1/25/2010,4.2886,,,1/25/2010,3.9561,1/25/2010,48.5372,1/25/2010,19.5922,1/25/2010,1.5847,1/25/2010,6.2168,1/25/2010,10.4499,1/25/2010,2.7815,1/25/2010,5.6405,1/25/2010,12.5554,1/25/2010,5.66268,1/25/2010,3.77881,1/25/2010,9.71853,1/25/2010,4.35505,1/25/2010,7.25842,1/25/2010,18.1516,1/25/2010,5.47429
1/26/2010,53.8702,1/26/2010,3.9594,1/26/2010,36.4711,1/26/2010,39.371,1/26/2010,15.8934,1/26/2010,5.1528,1/26/2010,10.3837,1/26/2010,4.3386,1/26/2010,14.3319,1/26/2010,4.5171,1/26/2010,12.1905,1/26/2010,19.9197,1/26/2010,10.2275,1/26/2010,2.6545,1/26/2010,4.2717,1/26/2010,1.9518,1/26/2010,1.1822,1/26/2010,5.3759,1/26/2010,8.2199,1/26/2010,14.3208,1/26/2010,21.4588,1/26/2010,6.3797,1/26/2010,6.1677,1/26/2010,5.8108,1/26/2010,11.6775,1/26/2010,10.3279,1/26/2010,4.7736,1/26/2010,2.7326,1/26/2010,13.8746,1/26/2010,8.6884,1/26/2010,6.8146,1/26/2010,3.7252,1/26/2010,1.818,1/26/2010,19.0944,1/26/2010,7.7738,1/26/2010,2.7437,1/26/2010,12.6701,1/26/2010,31.7533,1/26/2010,3.1675,1/26/2010,9.1457,1/26/2010,2.041,1/26/2010,2.6879,1/26/2010,11.6886,1/26/2010,4.2271,,,1/26/2010,4.0486,1/26/2010,48.2378,1/26/2010,19.4067,1/26/2010,1.5503,1/26/2010,6.1008,1/26/2010,10.261,1/26/2010,2.7326,1/26/2010,5.6547,1/26/2010,12.3466,1/26/2010,5.55432,1/26/2010,3.73634,1/26/2010,9.82601,1/26/2010,4.24939,1/26/2010,7.205,1/26/2010,17.92327,1/26/2010,5.44278
1/27/2010,53.8909,1/27/2010,3.8797,1/27/2010,35.8341,1/27/2010,38.7411,1/27/2010,15.5859,1/27/2010,5.0872,1/27/2010,10.1185,1/27/2010,4.2822,1/27/2010,14.3225,1/27/2010,4.4946,1/27/2010,12.064,1/27/2010,19.8457,1/27/2010,9.9844,1/27/2010,2.6386,1/27/2010,4.3046,1/27/2010,1.9007,1/27/2010,1.1404,1/27/2010,5.3779,1/27/2010,8.1172,1/27/2010,14.2442,1/27/2010,20.9638,1/27/2010,6.25,1/27/2010,6.1158,1/27/2010,5.7692,1/27/2010,11.6615,1/27/2010,10.1073,1/27/2010,4.6623,1/27/2010,2.7393,1/27/2010,13.8529,1/27/2010,8.6874,1/27/2010,6.6525,1/27/2010,3.6114,1/27/2010,1.7889,1/27/2010,18.3475,1/27/2010,7.7259,1/27/2010,2.6275,1/27/2010,12.3435,1/27/2010,30.8587,1/27/2010,3.1194,1/27/2010,9.0005,1/27/2010,2.0125,1/27/2010,2.6722,1/27/2010,11.6726,1/27/2010,4.1033,,,1/27/2010,4.0698,1/27/2010,47.5738,1/27/2010,19.4991,1/27/2010,1.5206,1/27/2010,6.1047,1/27/2010,10.275,1/27/2010,2.6945,1/27/2010,5.4562,1/27/2010,12.1869,1/27/2010,5.45617,1/27/2010,3.75671,1/27/2010,9.69365,1/27/2010,4.18157,1/27/2010,7.11091,1/27/2010,17.66547,1/27/2010,5.40027
1/28/2010,53.3824,1/28/2010,3.7223,1/28/2010,35.1053,1/28/2010,39.2288,1/28/2010,15.803,1/28/2010,5.0819,1/28/2010,10.3533,1/28/2010,4.2907,1/28/2010,14.0421,1/28/2010,4.5358,1/28/2010,12.0695,1/28/2010,19.8596,1/28/2010,9.9967,1/28/2010,2.6524,1/28/2010,4.3241,1/28/2010,1.85,1/28/2010,1.1702,1/28/2010,5.3048,1/28/2010,8.1132,1/28/2010,14.4433,1/28/2010,20.974,1/28/2010,6.2744,1/28/2010,6.1406,1/28/2010,5.6949,1/28/2010,11.6461,1/28/2010,10.019,1/28/2010,4.6696,1/28/2010,2.7527,1/28/2010,13.9195,1/28/2010,8.6259,1/28/2010,6.6199,1/28/2010,3.5217,1/28/2010,1.8166,1/28/2010,18.5557,1/28/2010,7.7566,1/28/2010,2.6301,1/28/2010,12.6491,1/28/2010,31.2493,1/28/2010,3.1651,1/28/2010,8.9379,1/28/2010,2.0729,1/28/2010,2.7081,1/28/2010,11.7352,1/28/2010,4.1681,,,1/28/2010,4.0455,1/28/2010,48.8131,1/28/2010,19.5587,1/28/2010,1.5157,1/28/2010,6.0961,1/28/2010,10.4313,1/28/2010,2.697,1/28/2010,5.4608,1/28/2010,12.3482,1/28/2010,5.42739,1/28/2010,3.71113,1/28/2010,9.69575,1/28/2010,4.13463,1/28/2010,7.11022,1/28/2010,17.93157,1/28/2010,5.42739
1/29/2010,52.2768,1/29/2010,3.6362,1/29/2010,34.9249,1/29/2010,38.4063,1/29/2010,15.2741,1/29/2010,4.9735,1/29/2010,10.0133,1/29/2010,4.1667,1/29/2010,13.9478,1/29/2010,4.4982,1/29/2010,11.649,1/29/2010,19.706,1/29/2010,9.6817,1/29/2010,2.5973,1/29/2010,4.1998,1/29/2010,1.7905,1/29/2010,1.1273,1/29/2010,5.3161,1/29/2010,8.1123,1/29/2010,14.0252,1/29/2010,21.4081,1/29/2010,6.2224,1/29/2010,6.0124,1/29/2010,5.5703,1/29/2010,11.4169,1/29/2010,9.8585,1/29/2010,4.9293,1/29/2010,2.6746,1/29/2010,13.1742,1/29/2010,8.3444,1/29/2010,6.4545,1/29/2010,3.6472,1/29/2010,1.7794,1/29/2010,18.1035,1/29/2010,7.3165,1/29/2010,2.5641,1/29/2010,12.29,1/29/2010,31.565,1/29/2010,3.0283,1/29/2010,8.8749,1/29/2010,2.0447,1/29/2010,2.5862,1/29/2010,11.6269,1/29/2010,4.0672,,,1/29/2010,4.1335,1/29/2010,48.0769,1/29/2010,19.1976,1/29/2010,1.4589,1/29/2010,5.924,1/29/2010,10.3448,1/29/2010,2.6415,1/29/2010,5.3714,1/29/2010,12.6658,1/29/2010,5.29399,1/29/2010,3.8351,1/29/2010,9.62644,1/29/2010,4.07825,1/29/2010,7.10654,1/29/2010,17.37401,1/29/2010,5.41556
2/1/2010,51.5322,2/1/2010,3.6045,2/1/2010,35.1631,2/1/2010,38.0291,2/1/2010,14.9691,2/1/2010,4.9603,2/1/2010,9.7663,2/1/2010,4.0675,2/1/2010,13.944,2/1/2010,4.3761,2/1/2010,11.4198,2/1/2010,19.1468,2/1/2010,9.4797,2/1/2010,2.5683,2/1/2010,4.2328,2/1/2010,1.7527,2/1/2010,1.1023,2/1/2010,5.291,2/1/2010,7.9365,2/1/2010,14.0763,2/1/2010,21.1089,2/1/2010,6.0957,2/1/2010,5.8091,2/1/2010,5.4233,2/1/2010,11.1883,2/1/2010,9.612,2/1/2010,5.0706,2/1/2010,2.5573,2/1/2010,13.437,2/1/2010,8.3113,2/1/2010,6.3933,2/1/2010,3.4392,2/1/2010,1.7086,2/1/2010,18.3091,2/1/2010,7.3303,2/1/2010,2.5022,2/1/2010,12.1362,2/1/2010,31.724,2/1/2010,2.9541,2/1/2010,8.7632,2/1/2010,1.9952,2/1/2010,2.5463,2/1/2010,11.3646,2/1/2010,4.0344,,,2/1/2010,3.9352,2/1/2010,47.1781,2/1/2010,18.761,2/1/2010,1.455,2/1/2010,5.9414,2/1/2010,10.1521,2/1/2010,2.5904,2/1/2010,5.2249,2/1/2010,12.3788,2/1/2010,5.24691,2/1/2010,3.73677,2/1/2010,9.29233,2/1/2010,3.96825,2/1/2010,7.27513,2/1/2010,16.7769,2/1/2010,5.35714
2/2/2010,53.3186,2/2/2010,3.6947,2/2/2010,36.2832,2/2/2010,38.7721,2/2/2010,15.3982,2/2/2010,5.0332,2/2/2010,10.0664,2/2/2010,4.1593,2/2/2010,14.2146,2/2/2010,4.5133,2/2/2010,11.958,2/2/2010,19.646,2/2/2010,9.6681,2/2/2010,2.6659,2/2/2010,4.3252,2/2/2010,1.8363,2/2/2010,1.1173,2/2/2010,5.3872,2/2/2010,8.1858,2/2/2010,14.458,2/2/2010,20.8186,2/2/2010,6.3164,2/2/2010,6.0177,2/2/2010,5.6416,2/2/2010,11.3385,2/2/2010,9.7788,2/2/2010,5.2544,2/2/2010,2.5664,2/2/2010,14.0376,2/2/2010,8.4735,2/2/2010,6.5376,2/2/2010,3.5841,2/2/2010,1.7257,2/2/2010,18.6947,2/2/2010,7.4004,2/2/2010,2.5774,2/2/2010,12.5885,2/2/2010,32.5774,2/2/2010,3.0089,2/2/2010,8.9712,2/2/2010,2.0022,2/2/2010,2.5996,2/2/2010,11.4049,2/2/2010,4.1925,,,2/2/2010,3.9381,2/2/2010,47.5664,2/2/2010,19.2699,2/2/2010,1.4823,2/2/2010,6.2279,2/2/2010,10.2766,2/2/2010,2.7323,2/2/2010,5.365,2/2/2010,12.7876,2/2/2010,5.22124,2/2/2010,3.78319,2/2/2010,9.72345,2/2/2010,4.32522,2/2/2010,7.43363,2/2/2010,17.1792,2/2/2010,5.45354
2/3/2010,53.9399,2/3/2010,3.6545,2/3/2010,35.6124,2/3/2010,37.5329,2/3/2010,15.3644,2/3/2010,5.0373,2/3/2010,10.0746,2/3/2010,4.1923,2/3/2010,14.0364,2/3/2010,4.6313,2/3/2010,11.8306,2/3/2010,19.6225,2/3/2010,9.8442,2/3/2010,2.6888,2/3/2010,4.4118,2/3/2010,1.8767,2/3/2010,1.1414,2/3/2010,5.5751,2/3/2010,8.1651,2/3/2010,14.5852,2/3/2010,21.115,2/3/2010,6.2226,2/3/2010,6.025,2/3/2010,5.586,2/3/2010,11.4135,2/3/2010,9.8661,2/3/2010,5.2678,2/3/2010,2.6229,2/3/2010,13.9596,2/3/2010,8.4833,2/3/2010,6.5408,2/3/2010,3.6216,2/3/2010,1.7669,2/3/2010,19.2384,2/3/2010,7.4517,2/3/2010,2.4473,2/3/2010,12.4671,2/3/2010,32.0237,2/3/2010,3.0619,2/3/2010,8.9991,2/3/2010,2.0083,2/3/2010,2.6778,2/3/2010,11.4794,2/3/2010,4.1923,,,2/3/2010,4.0386,2/3/2010,46.971,2/3/2010,19.1067,2/3/2010,1.5035,2/3/2010,6.3213,2/3/2010,10.0198,2/3/2010,2.6888,2/3/2010,5.3556,2/3/2010,12.5439,2/3/2010,5.35558,2/3/2010,3.81914,2/3/2010,9.69052,2/3/2010,4.44469,2/3/2010,7.57243,2/3/2010,17.26295,2/3/2010,5.4324
2/4/2010,55.2127,2/4/2010,3.6584,2/4/2010,36.3596,2/4/2010,38.3795,2/4/2010,15.0039,2/4/2010,5.2632,2/4/2010,9.9989,2/4/2010,4.3878,2/4/2010,14.1174,2/4/2010,4.7245,2/4/2010,11.9515,2/4/2010,20.0651,2/4/2010,9.7857,2/4/2010,2.7045,2/4/2010,4.4776,2/4/2010,1.8404,2/4/2010,1.1671,2/4/2010,5.6559,2/4/2010,8.338,2/4/2010,15.1162,2/4/2010,21.4005,2/4/2010,6.3629,2/4/2010,6.1609,2/4/2010,5.6559,2/4/2010,11.5924,2/4/2010,10.0101,2/4/2010,5.3417,2/4/2010,2.6933,2/4/2010,14.2857,2/4/2010,8.6635,2/4/2010,6.7557,2/4/2010,3.6808,2/4/2010,1.7955,2/4/2010,19.7733,2/4/2010,7.6647,2/4/2010,2.4913,2/4/2010,12.58,2/4/2010,32.3982,2/4/2010,3.0973,2/4/2010,9.247,2/4/2010,2.0649,2/4/2010,2.6821,2/4/2010,11.7383,2/4/2010,4.3542,,,2/4/2010,4.1297,2/4/2010,48.1989,2/4/2010,19.302,2/4/2010,1.5374,2/4/2010,6.5537,2/4/2010,10.358,2/4/2010,2.7157,2/4/2010,5.4315,2/4/2010,12.8044,2/4/2010,5.54371,2/4/2010,3.88284,2/4/2010,9.84177,2/4/2010,4.53372,2/4/2010,7.83302,2/4/2010,19.08877,2/4/2010,5.53249
2/5/2010,53.4655,2/5/2010,3.583,2/5/2010,35.1584,2/5/2010,37.6218,2/5/2010,14.556,2/5/2010,5.0834,2/5/2010,10.0213,2/5/2010,4.322,2/5/2010,13.6155,2/5/2010,4.5348,2/5/2010,12.5854,2/5/2010,19.8298,2/5/2010,9.4838,2/5/2010,2.5753,2/5/2010,4.4116,2/5/2010,1.7915,2/5/2010,1.1421,2/5/2010,5.4417,2/5/2010,8.185,2/5/2010,14.6568,2/5/2010,20.7704,2/5/2010,6.2703,2/5/2010,6.3375,2/5/2010,5.5089,2/5/2010,11.4881,2/5/2010,9.8981,2/5/2010,5.117,2/5/2010,2.6201,2/5/2010,13.6267,2/5/2010,8.2969,2/5/2010,6.5726,2/5/2010,3.5382,2/5/2010,1.7579,2/5/2010,18.8333,2/5/2010,7.5579,2/5/2010,2.4969,2/5/2010,12.1375,2/5/2010,31.1163,2/5/2010,3.1016,2/5/2010,9.0248,2/5/2010,2.0043,2/5/2010,2.5753,2/5/2010,11.5889,2/5/2010,4.2213,,,2/5/2010,4.1877,2/5/2010,46.8593,2/5/2010,19.046,2/5/2010,1.478,2/5/2010,6.4271,2/5/2010,10.0549,2/5/2010,2.6089,2/5/2010,5.2178,2/5/2010,12.4958,2/5/2010,5.31855,2/5/2010,3.81816,2/5/2010,9.45023,2/5/2010,4.27724,2/5/2010,7.21084,2/5/2010,18.79969,2/5/2010,5.28496
2/8/2010,53.4975,2/8/2010,3.5926,2/8/2010,34.9189,2/8/2010,37.549,2/8/2010,14.3481,2/8/2010,5.1147,2/8/2010,9.681,2/8/2010,4.3313,2/8/2010,13.5087,2/8/2010,4.4992,2/8/2010,12.4902,2/8/2010,19.6642,2/8/2010,9.3229,2/8/2010,2.6637,2/8/2010,4.3761,2/8/2010,1.7907,2/8/2010,1.1304,2/8/2010,5.3721,2/8/2010,8.0582,2/8/2010,15.2994,2/8/2010,20.347,2/8/2010,6.1108,2/8/2010,6.3346,2/8/2010,5.4952,2/8/2010,11.3822,2/8/2010,9.7482,2/8/2010,5.0028,2/8/2010,2.6637,2/8/2010,13.5199,2/8/2010,8.2261,2/8/2010,6.5249,2/8/2010,3.7381,2/8/2010,1.8355,2/8/2010,19.5188,2/8/2010,7.5881,2/8/2010,2.5406,2/8/2010,12.0761,2/8/2010,30.8786,2/8/2010,3.0554,2/8/2010,9.0655,2/8/2010,1.9922,2/8/2010,2.563,2/8/2010,11.4717,2/8/2010,4.197,,,2/8/2010,4.2529,2/8/2010,45.0476,2/8/2010,18.8249,2/8/2010,1.4773,2/8/2010,6.3458,2/8/2010,10.1511,2/8/2010,2.5518,2/8/2010,5.2266,2/8/2010,12.0873,2/8/2010,5.36094,2/8/2010,3.73811,2/8/2010,9.56911,2/8/2010,4.26413,2/8/2010,6.86066,2/8/2010,18.55624,2/8/2010,5.23783
2/9/2010,53.1665,2/9/2010,3.5631,2/9/2010,34.5694,2/9/2010,37.4176,2/9/2010,14.1517,2/9/2010,5.0821,2/9/2010,9.6169,2/9/2010,4.2332,2/9/2010,13.4815,2/9/2010,4.3673,2/9/2010,12.3869,2/9/2010,19.3455,2/9/2010,9.2818,2/9/2010,2.502,2/9/2010,4.3114,2/9/2010,1.7648,2/9/2010,1.1169,2/9/2010,5.272,2/9/2010,8.0085,2/9/2010,15.3133,2/9/2010,20.172,2/9/2010,6.065,2/9/2010,6.3554,2/9/2010,5.2496,2/9/2010,11.3035,2/9/2010,9.6057,2/9/2010,4.9592,2/9/2010,2.6472,2/9/2010,13.3475,2/9/2010,8.1649,2/9/2010,6.1432,2/9/2010,3.6636,2/9/2010,1.8876,2/9/2010,19.1109,2/9/2010,7.4724,2/9/2010,2.502,2/9/2010,11.5715,2/9/2010,30.5484,2/9/2010,2.9934,2/9/2010,8.902,2/9/2010,1.9435,2/9/2010,2.502,2/9/2010,11.3035,2/9/2010,4.155,,,2/9/2010,4.3561,2/9/2010,45.5713,2/9/2010,18.7088,2/9/2010,1.4855,2/9/2010,6.2549,2/9/2010,10.0972,2/9/2010,2.5578,2/9/2010,5.1491,2/9/2010,12.3087,2/9/2010,5.30548,2/9/2010,3.70825,2/9/2010,9.46052,2/9/2010,4.12152,2/9/2010,6.8357,2/9/2010,18.2397,2/9/2010,5.14911
2/10/2010,53.6786,2/10/2010,3.5897,2/10/2010,34.5077,2/10/2010,37.6195,2/10/2010,14.0809,2/10/2010,5.0678,2/10/2010,9.8355,2/10/2010,4.2343,2/10/2010,13.403,2/10/2010,4.4566,2/10/2010,12.2805,2/10/2010,19.7155,2/10/2010,9.4021,2/10/2010,2.4783,2/10/2010,4.2565,2/10/2010,1.756,2/10/2010,1.1114,2/10/2010,5.3123,2/10/2010,7.9796,2/10/2010,15.0145,2/10/2010,20.4045,2/10/2010,6.168,2/10/2010,6.557,2/10/2010,5.4568,2/10/2010,11.5581,2/10/2010,9.7022,2/10/2010,5.0456,2/10/2010,2.7228,2/10/2010,13.6141,2/10/2010,8.0796,2/10/2010,5.9902,2/10/2010,3.6119,2/10/2010,1.9004,2/10/2010,19.2043,2/10/2010,7.4572,2/10/2010,2.545,2/10/2010,11.3359,2/10/2010,30.7291,2/10/2010,2.9673,2/10/2010,8.9576,2/10/2010,1.9671,2/10/2010,2.5228,2/10/2010,11.5581,2/10/2010,4.1565,,,2/10/2010,4.2009,2/10/2010,45.9547,2/10/2010,18.4819,2/10/2010,1.5115,2/10/2010,6.1569,2/10/2010,9.9133,2/10/2010,2.545,2/10/2010,5.0678,2/10/2010,11.9027,2/10/2010,5.34563,2/10/2010,3.68971,2/10/2010,9.34652,2/10/2010,4.12314,2/10/2010,6.73483,2/10/2010,18.004,2/10/2010,5.19004
2/12/2010,54.5303,2/12/2010,3.5909,2/12/2010,35.1862,2/12/2010,38.2991,2/12/2010,14.5525,2/12/2010,5.1251,2/12/2010,10.517,2/12/2010,4.1579,2/12/2010,13.9967,2/12/2010,4.4469,2/12/2010,12.1512,2/12/2010,19.6776,2/12/2010,9.4275,2/12/2010,2.5681,2/12/2010,4.269,2/12/2010,1.7677,2/12/2010,1.2007,2/12/2010,5.2696,2/12/2010,8.0267,2/12/2010,15.1418,2/12/2010,20.2446,2/12/2010,6.3369,2/12/2010,6.4925,2/12/2010,5.6254,2/12/2010,12.04,2/12/2010,10.1501,2/12/2010,5.214,2/12/2010,2.7015,2/12/2010,13.7187,2/12/2010,8.1712,2/12/2010,5.97,2/12/2010,3.6909,2/12/2010,1.9122,2/12/2010,19.6443,2/12/2010,7.6821,2/12/2010,2.468,2/12/2010,11.2285,2/12/2010,30.9172,2/12/2010,2.9794,2/12/2010,8.9494,2/12/2010,2.0234,2/12/2010,2.5014,2/12/2010,11.5509,2/12/2010,4.1579,,,2/12/2010,4.2023,2/12/2010,46.9705,2/12/2010,18.3769,2/12/2010,1.5787,2/12/2010,6.2257,2/12/2010,10.0389,2/12/2010,2.5792,2/12/2010,5.1918,2/12/2010,12.2179,2/12/2010,5.19177,2/12/2010,3.79099,2/12/2010,9.29405,2/12/2010,4.08004,2/12/2010,6.83713,2/12/2010,18.08783,2/12/2010,5.11395
2/15/2010,53.9069,2/15/2010,3.5234,2/15/2010,34.4004,2/15/2010,37.7904,2/15/2010,14.1492,2/15/2010,5.035,2/15/2010,10.3812,2/15/2010,4.1569,2/15/2010,13.6268,2/15/2010,4.4126,2/15/2010,12.0707,2/15/2010,19.5621,2/15/2010,9.5587,2/15/2010,2.5008,2/15/2010,4.2459,2/15/2010,1.745,2/15/2010,1.1893,2/15/2010,5.1128,2/15/2010,8.2472,2/15/2010,15.2718,2/15/2010,20.0622,2/15/2010,6.3688,2/15/2010,6.4688,2/15/2010,5.5908,2/15/2010,11.9595,2/15/2010,9.6143,2/15/2010,5.1017,2/15/2010,2.6676,2/15/2010,13.6157,2/15/2010,8.1583,2/15/2010,6.0465,2/15/2010,3.7679,2/15/2010,1.9118,2/15/2010,19.2398,2/15/2010,7.5581,2/15/2010,2.4453,2/15/2010,11.3149,2/15/2010,30.2879,2/15/2010,2.9343,2/15/2010,8.8585,2/15/2010,1.9784,2/15/2010,2.4675,2/15/2010,11.4594,2/15/2010,4.1014,,,2/15/2010,4.1458,2/15/2010,46.9045,2/15/2010,18.7618,2/15/2010,1.4894,2/15/2010,6.1576,2/15/2010,10.0478,2/15/2010,2.5898,2/15/2010,5.1573,2/15/2010,12.4486,2/15/2010,5.16839,2/15/2010,3.679,2/15/2010,9.20307,2/15/2010,4.01245,2/15/2010,6.76892,2/15/2010,18.07269,2/15/2010,5.09059
2/16/2010,53.6902,2/16/2010,3.5239,2/16/2010,34.2974,2/16/2010,37.4003,2/16/2010,14.1622,2/16/2010,5.02,2/16/2010,10.4167,2/16/2010,4.1556,2/16/2010,13.8298,2/16/2010,4.3883,2/16/2010,12.2008,2/16/2010,19.5811,2/16/2010,9.6299,2/16/2010,2.449,2/16/2010,4.2221,2/16/2010,1.7398,2/16/2010,1.2301,2/16/2010,5.0421,2/16/2010,8.3112,2/16/2010,15.348,2/16/2010,19.9025,2/16/2010,6.3165,2/16/2010,6.5935,2/16/2010,5.5186,2/16/2010,11.8129,2/16/2010,9.4304,2/16/2010,5.1086,2/16/2010,2.6707,2/16/2010,13.5417,2/16/2010,8.2114,2/16/2010,5.9286,2/16/2010,3.7456,2/16/2010,1.906,2/16/2010,18.9827,2/16/2010,7.6574,2/16/2010,2.3825,2/16/2010,11.2589,2/16/2010,29.7983,2/16/2010,2.8701,2/16/2010,8.7101,2/16/2010,1.9947,2/16/2010,2.4379,2/16/2010,11.3364,2/16/2010,4.0337,,,2/16/2010,4.1999,2/16/2010,48.094,2/16/2010,18.4176,2/16/2010,1.496,2/16/2010,6.1835,2/16/2010,10.0288,2/16/2010,2.5709,2/16/2010,5.1973,2/16/2010,12.4889,2/16/2010,5.09752,2/16/2010,3.65691,2/16/2010,9.0758,2/16/2010,3.92287,2/16/2010,6.59353,2/16/2010,17.98537,2/16/2010,4.97562
