,902 HK Equity,,991 HK Equity,,916 HK Equity,,2688 HK Equity,,1798 HK Equity,,1600 HK Equity,,1265 HK Equity,,1733 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2009,0.7303,8/26/2009,0.5806,3/29/2011,1.0588,8/26/2009,1.5844,4/13/2012,0.1688,3/2/2012,0.2745,8/26/2009,0.1497,2/1/2012,0.2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2009,0.7212,8/27/2009,0.5612,3/30/2011,1.0612,8/27/2009,1.5610,4/16/2012,0.1676,3/5/2012,0.2744,8/27/2009,0.1522,2/2/2012,0.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2009,0.7135,8/28/2009,0.5535,3/31/2011,1.0750,8/28/2009,1.5972,4/17/2012,0.1663,3/6/2012,0.2770,8/28/2009,0.1535,2/3/2012,0.2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2009,0.7006,8/31/2009,0.5316,4/1/2011,1.0889,8/31/2009,1.5947,4/18/2012,0.1662,3/7/2012,0.2718,8/31/2009,0.1523,2/6/2012,0.2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2009,0.7057,9/1/2009,0.5380,4/4/2011,1.0873,9/1/2009,1.6127,4/19/2012,0.1675,3/8/2012,0.2734,9/1/2009,0.1445,2/7/2012,0.2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2009,0.6915,9/2/2009,0.5277,4/6/2011,1.0344,9/2/2009,1.5765,4/20/2012,0.1623,3/9/2012,0.2824,9/2/2009,0.1445,2/8/2012,0.2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2009,0.7122,9/3/2009,0.5393,4/7/2011,1.0076,9/3/2009,1.5998,4/23/2012,0.1598,3/12/2012,0.2810,9/3/2009,0.1445,2/9/2012,0.2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2009,0.7277,9/4/2009,0.5600,4/8/2011,1.0391,9/4/2009,1.5999,4/24/2012,0.1650,3/13/2012,0.2835,9/4/2009,0.1484,2/10/2012,0.2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2009,0.7329,9/7/2009,0.5716,4/11/2011,1.0297,9/7/2009,1.5973,4/25/2012,0.1624,3/14/2012,0.2847,9/7/2009,0.1471,2/13/2012,0.2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2009,0.7380,9/8/2009,0.5690,4/12/2011,1.0459,9/8/2009,1.6387,4/26/2012,0.1611,3/15/2012,0.2899,9/8/2009,0.1445,2/14/2012,0.2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2009,0.7316,9/9/2009,0.5600,4/13/2011,1.0649,9/9/2009,1.6773,4/27/2012,0.1624,3/16/2012,0.2886,9/9/2009,0.1535,2/15/2012,0.2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2009,0.7380,9/10/2009,0.5638,4/14/2011,1.0573,9/10/2009,1.7934,4/30/2012,0.1598,3/19/2012,0.2821,9/10/2009,0.1523,2/16/2012,0.2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2009,0.7316,9/11/2009,0.5639,4/15/2011,1.0613,9/11/2009,1.7626,5/2/2012,0.1611,3/20/2012,0.2666,9/11/2009,0.1523,2/17/2012,0.2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2009,0.7110,9/14/2009,0.5484,4/18/2011,1.0390,9/14/2009,1.7987,5/3/2012,0.1611,3/21/2012,0.2563,9/14/2009,0.1497,2/20/2012,0.2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2009,0.7006,9/15/2009,0.5406,4/19/2011,1.0285,9/15/2009,1.7651,5/4/2012,0.1585,3/22/2012,0.2485,9/15/2009,0.1484,2/21/2012,0.2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2009,0.7252,9/16/2009,0.5690,4/20/2011,1.0423,9/16/2009,1.9071,5/7/2012,0.1559,3/23/2012,0.2536,9/16/2009,0.1548,2/22/2012,0.2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2009,0.7535,9/17/2009,0.5922,4/21/2011,1.0531,9/17/2009,2.0180,5/8/2012,0.1546,3/26/2012,0.2587,9/17/2009,0.1548,2/23/2012,0.2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2009,0.7380,9/18/2009,0.5742,4/26/2011,1.0603,9/18/2009,1.9870,5/9/2012,0.1520,3/27/2012,0.2666,9/18/2009,0.1548,2/24/2012,0.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2009,0.7212,9/21/2009,0.5613,4/27/2011,1.0284,9/21/2009,2.0386,5/10/2012,0.1507,3/28/2012,0.2666,9/21/2009,0.1548,2/27/2012,0.2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2009,0.7097,9/22/2009,0.5651,4/28/2011,1.0374,9/22/2009,2.0799,5/11/2012,0.1442,3/29/2012,0.2615,9/22/2009,0.1548,2/28/2012,0.2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2009,0.7058,9/23/2009,0.5625,4/29/2011,1.0274,9/23/2009,2.0386,5/14/2012,0.1442,3/30/2012,0.2653,9/23/2009,0.1548,2/29/2012,0.2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2009,0.6748,9/24/2009,0.5419,5/3/2011,1.0235,9/24/2009,1.9380,5/15/2012,0.1442,4/2/2012,0.2357,9/24/2009,0.1548,3/1/2012,0.2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2009,0.6671,9/25/2009,0.5368,5/4/2011,1.0130,9/25/2009,1.9406,5/16/2012,0.1378,4/3/2012,0.2408,9/25/2009,0.1548,3/2/2012,0.2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2009,0.6580,9/28/2009,0.5213,5/5/2011,1.0075,9/28/2009,1.9380,5/17/2012,0.1403,4/5/2012,0.2447,9/28/2009,0.1548,3/5/2012,0.2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2009,0.6671,9/29/2009,0.5329,5/6/2011,1.0101,9/29/2009,1.9664,5/18/2012,0.1378,4/10/2012,0.2395,9/29/2009,0.1548,3/6/2012,0.2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2009,0.6619,9/30/2009,0.5226,5/9/2011,1.0229,9/30/2009,1.9871,5/21/2012,0.1339,4/11/2012,0.2357,9/30/2009,0.1548,3/7/2012,0.2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2009,0.6529,10/2/2009,0.4993,5/11/2011,1.0487,10/2/2009,1.9896,5/22/2012,0.1365,4/12/2012,0.2318,10/2/2009,0.1548,3/8/2012,0.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2009,0.6555,10/5/2009,0.4955,5/12/2011,1.0512,10/5/2009,1.9741,5/23/2012,0.1327,4/13/2012,0.2307,10/5/2009,0.1548,3/9/2012,0.2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2009,0.6594,10/6/2009,0.5084,5/13/2011,1.0563,10/6/2009,1.9200,5/24/2012,0.1327,4/16/2012,0.2359,10/6/2009,0.2000,3/12/2012,0.2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2009,0.6684,10/7/2009,0.5226,5/16/2011,1.0440,10/7/2009,1.9122,5/25/2012,0.1340,4/17/2012,0.2371,10/7/2009,0.1806,3/13/2012,0.2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2009,0.6723,10/8/2009,0.5277,5/17/2011,1.0560,10/8/2009,2.0516,5/28/2012,0.1340,4/18/2012,0.2332,10/8/2009,0.1858,3/14/2012,0.2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2009,0.6658,10/9/2009,0.5264,5/18/2011,1.0649,10/9/2009,1.9742,5/29/2012,0.1365,4/19/2012,0.2396,10/9/2009,0.1910,3/15/2012,0.2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2009,0.6671,10/12/2009,0.5174,5/19/2011,1.0830,10/12/2009,2.0670,5/30/2012,0.1327,4/20/2012,0.2474,10/12/2009,0.1935,3/16/2012,0.2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2009,0.6697,10/13/2009,0.5226,5/20/2011,1.0624,10/13/2009,2.0671,5/31/2012,0.1353,4/23/2012,0.2512,10/13/2009,0.1987,3/19/2012,0.2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2009,0.6735,10/14/2009,0.5252,5/23/2011,1.0389,10/14/2009,2.1961,6/1/2012,0.1327,4/24/2012,0.2474,10/14/2009,0.2013,3/20/2012,0.2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2009,0.6555,10/15/2009,0.5200,5/24/2011,1.0441,10/15/2009,2.1393,6/4/2012,0.1263,4/25/2012,0.2500,10/15/2009,0.2026,3/21/2012,0.2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2009,0.6593,10/16/2009,0.5135,5/25/2011,1.0356,10/16/2009,2.2889,6/5/2012,0.1263,4/26/2012,0.2500,10/16/2009,0.2026,3/22/2012,0.2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2009,0.6632,10/19/2009,0.5187,5/26/2011,1.0455,10/19/2009,2.2993,6/6/2012,0.1263,4/27/2012,0.2500,10/19/2009,0.2077,3/23/2012,0.2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2009,0.6671,10/20/2009,0.5200,5/27/2011,1.0611,10/20/2009,2.3819,6/7/2012,0.1328,4/30/2012,0.2591,10/20/2009,0.2090,3/26/2012,0.2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2009,0.7174,10/21/2009,0.5406,5/30/2011,1.0515,10/21/2009,2.3045,6/8/2012,0.1353,5/2/2012,0.2578,10/21/2009,0.2129,3/27/2012,0.2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2009,0.7200,10/22/2009,0.5264,5/31/2011,1.0800,10/22/2009,2.2090,6/11/2012,0.1418,5/3/2012,0.2487,10/22/2009,0.2194,3/28/2012,0.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2009,0.7071,10/23/2009,0.5200,6/1/2011,1.0671,10/23/2009,2.2426,6/12/2012,0.1379,5/4/2012,0.2564,10/23/2009,0.2284,3/29/2012,0.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2009,0.6839,10/27/2009,0.5045,6/2/2011,1.0450,10/27/2009,2.1961,6/13/2012,0.1482,5/7/2012,0.2603,10/27/2009,0.2258,3/30/2012,0.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2009,0.6632,10/28/2009,0.4955,6/3/2011,1.0428,10/28/2009,2.2064,6/14/2012,0.1444,5/8/2012,0.2577,10/28/2009,0.2194,4/2/2012,0.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2009,0.6580,10/29/2009,0.4748,6/7/2011,1.0335,10/29/2009,2.1522,6/15/2012,0.1457,5/9/2012,0.2538,10/29/2009,0.2168,4/3/2012,0.2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2009,0.6568,10/30/2009,0.4852,6/8/2011,1.0101,10/30/2009,2.1574,6/18/2012,0.1443,5/10/2012,0.2447,10/30/2009,0.2271,4/5/2012,0.2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2009,0.6451,11/2/2009,0.4735,6/9/2011,1.0227,11/2/2009,2.1806,6/19/2012,0.1431,5/11/2012,0.2370,11/2/2009,0.2335,4/10/2012,0.2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2009,0.6451,11/3/2009,0.4710,6/10/2011,0.9918,11/3/2009,2.1780,6/20/2012,0.1431,5/14/2012,0.2382,11/3/2009,0.2284,4/11/2012,0.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2009,0.6684,11/4/2009,0.4800,6/13/2011,0.9710,11/4/2009,2.1522,6/21/2012,0.1418,5/15/2012,0.2433,11/4/2009,0.2271,4/12/2012,0.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2009,0.6594,11/5/2009,0.4800,6/14/2011,0.9648,11/5/2009,2.2297,6/22/2012,0.1405,5/16/2012,0.2575,11/5/2009,0.2297,4/13/2012,0.2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2009,0.6723,11/6/2009,0.4968,6/15/2011,0.9564,11/6/2009,2.3561,6/25/2012,0.1405,5/17/2012,0.2420,11/6/2009,0.2271,4/16/2012,0.2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2009,0.6839,11/9/2009,0.5071,6/16/2011,0.9516,11/9/2009,2.4103,6/26/2012,0.1366,5/18/2012,0.2447,11/9/2009,0.2258,4/17/2012,0.2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2009,0.6645,11/10/2009,0.4955,6/17/2011,0.9163,11/10/2009,2.4645,6/27/2012,0.1379,5/21/2012,0.2447,11/10/2009,0.2284,4/18/2012,0.2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2009,0.6619,11/11/2009,0.5019,6/20/2011,0.9368,11/11/2009,2.4258,6/28/2012,0.1392,5/22/2012,0.2447,11/11/2009,0.2348,4/19/2012,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2009,0.6542,11/12/2009,0.4929,6/21/2011,0.9256,11/12/2009,2.5677,6/29/2012,0.1392,5/23/2012,0.2447,11/12/2009,0.2284,4/20/2012,0.2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2009,0.6542,11/13/2009,0.4877,6/22/2011,0.9181,11/13/2009,2.4077,7/3/2012,0.1380,5/24/2012,0.2447,11/13/2009,0.2323,4/23/2012,0.2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2009,0.6594,11/16/2009,0.4890,6/23/2011,0.9152,11/16/2009,2.4284,7/4/2012,0.1393,5/25/2012,0.2448,11/16/2009,0.2323,4/24/2012,0.2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2009,0.6632,11/17/2009,0.4877,6/24/2011,0.9361,11/17/2009,2.4645,7/5/2012,0.1418,5/28/2012,0.2422,11/17/2009,0.2297,4/25/2012,0.2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2009,0.6606,11/18/2009,0.4839,6/27/2011,0.9143,11/18/2009,2.4516,7/6/2012,0.1367,5/29/2012,0.2473,11/18/2009,0.2284,4/26/2012,0.2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2009,0.6619,11/19/2009,0.4839,6/28/2011,0.9299,11/19/2009,2.4387,7/9/2012,0.1354,5/30/2012,0.2511,11/19/2009,0.2245,4/27/2012,0.2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2009,0.6529,11/20/2009,0.4787,6/29/2011,0.9585,11/20/2009,2.3741,7/10/2012,0.1354,5/31/2012,0.2512,11/20/2009,0.2232,4/30/2012,0.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2009,0.6464,11/23/2009,0.4723,6/30/2011,0.9677,11/23/2009,2.5032,7/11/2012,0.1354,6/1/2012,0.2500,11/23/2009,0.2168,5/2/2012,0.2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2009,0.6374,11/24/2009,0.4632,7/4/2011,0.9859,11/24/2009,2.5806,7/12/2012,0.1328,6/4/2012,0.2578,11/24/2009,0.2168,5/3/2012,0.2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2009,0.6413,11/25/2009,0.4684,7/5/2011,0.9769,11/25/2009,2.5445,7/13/2012,0.1315,6/5/2012,0.2475,11/25/2009,0.2168,5/4/2012,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2009,0.6387,11/26/2009,0.4581,7/6/2011,0.9779,11/26/2009,2.4490,7/16/2012,0.1276,6/6/2012,0.2449,11/26/2009,0.2129,5/7/2012,0.2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2009,0.6193,11/27/2009,0.4309,7/7/2011,0.9276,11/27/2009,2.3534,7/17/2012,0.1238,6/7/2012,0.2552,11/27/2009,0.2039,5/8/2012,0.2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2009,0.6245,11/30/2009,0.4400,7/8/2011,0.9238,11/30/2009,2.5213,7/18/2012,0.1135,6/8/2012,0.2552,11/30/2009,0.2219,5/9/2012,0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2009,0.6310,12/1/2009,0.4439,7/11/2011,0.9013,12/1/2009,2.5316,7/19/2012,0.1135,6/11/2012,0.2487,12/1/2009,0.2168,5/10/2012,0.1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2009,0.6284,12/2/2009,0.4452,7/12/2011,0.8788,12/2/2009,2.5651,7/20/2012,0.1147,6/12/2012,0.2526,12/2/2009,0.2142,5/11/2012,0.1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2009,0.6258,12/3/2009,0.4452,7/13/2011,0.8898,12/3/2009,2.5548,7/23/2012,0.1135,6/13/2012,0.2462,12/3/2009,0.2168,5/14/2012,0.1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2009,0.6155,12/4/2009,0.4452,7/14/2011,0.8732,12/4/2009,2.5755,7/24/2012,0.1096,6/14/2012,0.2500,12/4/2009,0.2039,5/15/2012,0.1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2009,0.6116,12/7/2009,0.4413,7/15/2011,0.8866,12/7/2009,2.6644,7/25/2012,0.1109,6/15/2012,0.2501,12/7/2009,0.2026,5/16/2012,0.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2009,0.5948,12/8/2009,0.4284,7/18/2011,0.8709,12/8/2009,2.4902,7/26/2012,0.1109,6/18/2012,0.2513,12/8/2009,0.2039,5/17/2012,0.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2009,0.5858,12/9/2009,0.4258,7/19/2011,0.8633,12/9/2009,2.4798,7/27/2012,0.1134,6/19/2012,0.2513,12/9/2009,0.2013,5/18/2012,0.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2009,0.5793,12/10/2009,0.4232,7/20/2011,0.8637,12/10/2009,2.4566,7/30/2012,0.1135,6/20/2012,0.2526,12/10/2009,0.2013,5/21/2012,0.1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2009,0.5767,12/11/2009,0.4245,7/21/2011,0.8612,12/11/2009,2.4411,7/31/2012,0.1148,6/21/2012,0.2565,12/11/2009,0.2039,5/22/2012,0.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2009,0.5754,12/14/2009,0.4322,7/22/2011,0.8677,12/14/2009,2.5466,8/1/2012,0.1122,6/22/2012,0.2513,12/14/2009,0.2000,5/23/2012,0.1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2009,0.5817,12/15/2009,0.4372,7/25/2011,0.8816,12/15/2009,2.5021,8/2/2012,0.1070,6/25/2012,0.2564,12/15/2009,0.1960,5/24/2012,0.1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2009,0.5637,12/16/2009,0.4257,7/26/2011,0.8832,12/16/2009,2.4688,8/3/2012,0.1032,6/26/2012,0.2526,12/16/2009,0.1935,5/25/2012,0.1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2009,0.5544,12/17/2009,0.4190,7/27/2011,0.8831,12/17/2009,2.4471,8/6/2012,0.1057,6/27/2012,0.2578,12/17/2009,0.1973,5/28/2012,0.1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2009,0.5595,12/18/2009,0.4138,7/28/2011,0.8791,12/18/2009,2.4002,8/7/2012,0.1057,6/28/2012,0.2578,12/18/2009,0.1856,5/29/2012,0.1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2009,0.5467,12/21/2009,0.4165,7/29/2011,0.8673,12/21/2009,2.4626,8/8/2012,0.1070,6/29/2012,0.2514,12/21/2009,0.1934,5/30/2012,0.1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2009,0.5468,12/22/2009,0.4204,8/1/2011,0.8767,12/22/2009,2.4504,8/9/2012,0.1096,7/3/2012,0.2540,12/22/2009,0.1883,5/31/2012,0.1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2009,0.5546,12/23/2009,0.4295,8/2/2011,0.8634,12/23/2009,2.5717,8/10/2012,0.1044,7/4/2012,0.2566,12/23/2009,0.1870,6/1/2012,0.1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2009,0.5660,12/24/2009,0.4332,8/3/2011,0.8436,12/24/2009,2.5320,8/13/2012,0.1031,7/5/2012,0.2566,12/24/2009,0.1908,6/4/2012,0.1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2009,0.5647,12/28/2009,0.4397,8/4/2011,0.8383,12/28/2009,2.5478,8/14/2012,0.1018,7/6/2012,0.2515,12/28/2009,0.1908,6/5/2012,0.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2009,0.5596,12/29/2009,0.4307,8/5/2011,0.8083,12/29/2009,2.5738,8/15/2012,0.1006,7/9/2012,0.2605,12/29/2009,0.1921,6/6/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2009,0.5571,12/30/2009,0.4243,8/8/2011,0.7686,12/30/2009,2.5559,8/16/2012,0.1006,7/10/2012,0.2605,12/30/2009,0.1921,6/7/2012,0.1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2009,0.5662,12/31/2009,0.4321,8/9/2011,0.7671,12/31/2009,2.5795,8/17/2012,0.1019,7/11/2012,0.2579,12/31/2009,0.1948,6/8/2012,0.1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2010,0.5673,1/4/2010,0.4307,8/10/2011,0.6725,1/4/2010,2.5788,8/20/2012,0.1031,7/12/2012,0.2630,1/4/2010,0.1986,6/11/2012,0.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2010,0.5840,1/5/2010,0.4409,8/11/2011,0.7007,1/5/2010,2.6750,8/21/2012,0.1019,7/13/2012,0.2759,1/5/2010,0.1921,6/12/2012,0.1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2010,0.5996,1/6/2010,0.4488,8/12/2011,0.6955,1/6/2010,2.8241,8/22/2012,0.1006,7/16/2012,0.2746,1/6/2010,0.2012,6/13/2012,0.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2010,0.6100,1/7/2010,0.4552,8/15/2011,0.7109,1/7/2010,2.8499,8/23/2012,0.1019,7/17/2012,0.2656,1/7/2010,0.1896,6/14/2012,0.1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
