,7751 JP Equity,,6758 JP Equity,,6971 JP Equity,,6502 JP Equity,,6752 JP Equity,,7974 JP Equity,,4901 JP Equity,,3765 JP Equity,,9613 JP Equity,,6594 JP Equity,,7731 JP Equity,,7752 JP Equity,,8035 JP Equity,,6702 JP Equity,,4307 JP Equity,,6701 JP Equity,,6753 JP Equity,,4716 JP Equity,,6762 JP Equity,,6963 JP Equity,,4704 JP Equity,,4902 JP Equity,,7832 JP Equity,,4768 JP Equity,,6857 JP Equity,,6448 JP Equity,,8036 JP Equity,,9766 JP Equity,,3436 JP Equity,,4684 JP Equity,,6724 JP Equity,,6952 JP Equity,,4739 JP Equity,,5214 JP Equity,,4062 JP Equity,,9719 JP Equity,,6592 JP Equity,,6723 JP Equity,,6976 JP Equity,,6727 JP Equity,,6925 JP Equity,,3668 JP Equity,,6588 JP Equity,,6457 JP Equity,,6967 JP Equity,,6479 JP Equity,,6703 JP Equity,,3774 JP Equity,,6770 JP Equity,,7735 JP Equity,,3105 JP Equity,,9684 JP Equity,,4733 JP Equity,,6256 JP Equity,,6756 JP Equity,,1973 JP Equity,,7732 JP Equity,,9697 JP Equity,,2327 JP Equity,,3626 JP Equity
5/19/2008,53.7748,5/19/2008,49.5646,5/19/2008,98.3638,5/19/2008,8.3724,5/19/2008,22.8686,5/19/2008,584.6331,5/19/2008,37.1256,5/19/2008,34.9249,5/19/2008,4162.2811,5/19/2008,76.2606,5/19/2008,30.8105,5/19/2008,17.4720,5/19/2008,64.3958,5/19/2008,7.6069,5/19/2008,23.6341,5/19/2008,5.0713,5/19/2008,17.6730,5/19/2008,44.6847,5/19/2008,68.8929,5/19/2008,63.5346,5/19/2008,35.4990,5/19/2008,17.4050,5/19/2008,12.9079,5/19/2008,70.9980,5/19/2008,27.5093,5/19/2008,13.7595,5/19/2008,21.3855,5/19/2008,37.8911,5/19/2008,26.6960,5/19/2008,175.6770,5/19/2008,24.4474,5/19/2008,13.6159,5/19/2008,33.3939,5/19/2008,18.7829,5/19/2008,46.0243,5/19/2008,18.9934,5/19/2008,53.8704,5/19/2008,22.5816,5/19/2008,12.1711,5/19/2008,6.2673,5/19/2008,17.4912,12/27/2012,11.9098,5/19/2008,6.8032,5/19/2008,23.3471,5/19/2008,14.5441,5/19/2008,6.1143,5/19/2008,2.1051,5/19/2008,17.0319,5/19/2008,10.8889,5/19/2008,5.0043,5/19/2008,12.0180,5/19/2008,31.2889,5/19/2008,49.2776,5/19/2008,827.6720,5/19/2008,9.5302,5/19/2008,13.4437,5/19/2008,10.0565,5/19/2008,30.9061,5/19/2008,22.4380,5/19/2008,20.5244
5/20/2008,54.5753,5/20/2008,49.7541,5/20/2008,96.7120,5/20/2008,8.6202,5/20/2008,23.0932,5/20/2008,591.0713,5/20/2008,37.1228,5/20/2008,34.1336,5/20/2008,4126.8923,5/20/2008,74.7276,5/20/2008,31.2410,5/20/2008,17.8864,5/20/2008,64.4104,5/20/2008,7.9452,5/20/2008,23.7682,5/20/2008,5.1008,5/20/2008,18.3589,5/20/2008,45.1258,5/20/2008,67.8816,5/20/2008,65.2782,5/20/2008,35.0979,5/20/2008,17.3272,5/20/2008,12.8146,5/20/2008,72.7027,5/20/2008,26.4680,5/20/2008,13.9234,5/20/2008,21.1166,5/20/2008,38.5691,5/20/2008,26.8537,5/20/2008,175.0072,5/20/2008,24.8771,5/20/2008,13.6631,5/20/2008,34.5193,5/20/2008,18.8892,5/20/2008,44.6437,5/20/2008,18.9760,5/20/2008,54.9610,5/20/2008,22.8522,5/20/2008,12.1493,5/20/2008,6.1228,5/20/2008,17.7225,12/28/2012,11.8727,5/20/2008,6.9135,5/20/2008,22.8040,5/20/2008,14.4827,5/20/2008,6.2096,5/20/2008,2.1406,5/20/2008,17.3079,5/20/2008,10.9440,5/20/2008,4.9079,5/20/2008,12.0432,5/20/2008,31.9159,5/20/2008,49.2720,5/20/2008,842.7346,5/20/2008,9.3723,5/20/2008,13.8174,5/20/2008,10.4040,5/20/2008,31.6267,5/20/2008,22.3701,5/20/2008,20.0559
5/21/2008,52.8046,5/21/2008,48.5493,5/21/2008,95.4546,5/21/2008,8.4333,5/21/2008,22.4371,5/21/2008,578.3366,5/21/2008,36.1702,5/21/2008,35.0097,5/21/2008,4090.9091,5/21/2008,74.2747,5/21/2008,31.1412,5/21/2008,17.4178,5/21/2008,64.4101,5/21/2008,8.0658,5/21/2008,23.8878,5/21/2008,4.9710,5/21/2008,17.7853,5/21/2008,45.2611,5/21/2008,67.4081,5/21/2008,63.7331,5/21/2008,35.5899,5/21/2008,16.8375,5/21/2008,12.8723,5/21/2008,72.1470,5/21/2008,25.8221,5/21/2008,13.4526,5/21/2008,21.5184,5/21/2008,39.0716,5/21/2008,26.3540,5/21/2008,172.5339,5/21/2008,24.0329,5/21/2008,13.6847,5/21/2008,34.4294,5/21/2008,18.2302,5/21/2008,42.2631,5/21/2008,18.9555,5/21/2008,53.8685,5/21/2008,22.1470,5/21/2008,12.0116,5/21/2008,6.1170,5/21/2008,17.8917,1/4/2013,11.5062,5/21/2008,6.8472,5/21/2008,22.1954,5/21/2008,13.9072,5/21/2008,6.1025,5/21/2008,2.1373,5/21/2008,16.6344,5/21/2008,10.9865,5/21/2008,4.7292,5/21/2008,11.8182,5/21/2008,31.5281,5/21/2008,48.9362,5/21/2008,812.3791,5/21/2008,9.2747,5/21/2008,13.9458,5/21/2008,10.0774,5/21/2008,32.9787,5/21/2008,22.1954,5/21/2008,20.0677
5/22/2008,52.3837,5/22/2008,48.3468,5/22/2008,93.8101,5/22/2008,8.4198,5/22/2008,22.4914,5/22/2008,569.9731,5/22/2008,36.2361,5/22/2008,34.4098,5/22/2008,4152.2491,5/22/2008,73.5294,5/22/2008,30.4691,5/22/2008,17.8297,5/22/2008,64.2061,5/22/2008,8.0930,5/22/2008,23.7409,5/22/2008,5.1326,5/22/2008,17.5606,5/22/2008,45.2711,5/22/2008,66.2245,5/22/2008,64.2061,5/22/2008,35.7555,5/22/2008,16.8012,5/22/2008,13.0719,5/22/2008,71.8954,5/22/2008,25.6152,5/22/2008,13.5909,5/22/2008,21.7224,5/22/2008,39.4079,5/22/2008,26.5283,5/22/2008,177.5279,5/22/2008,24.0773,5/22/2008,13.5044,5/22/2008,34.2176,5/22/2008,18.2622,5/22/2008,43.5410,5/22/2008,18.5506,5/22/2008,53.5371,5/22/2008,22.1069,5/22/2008,11.8897,5/22/2008,6.1995,5/22/2008,18.3391,1/7/2013,12.1551,5/22/2008,6.9204,5/22/2008,21.9147,5/22/2008,14.5521,5/22/2008,6.1323,5/22/2008,2.1434,5/22/2008,18.0700,5/22/2008,10.8516,5/22/2008,4.7001,5/22/2008,12.1684,5/22/2008,33.0642,5/22/2008,47.9623,5/22/2008,823.7217,5/22/2008,9.4579,5/22/2008,13.7928,5/22/2008,10.1115,5/22/2008,34.7943,5/22/2008,22.5875,5/22/2008,20.7613
5/23/2008,52.7797,5/23/2008,48.8988,5/23/2008,96.3423,5/23/2008,8.4506,5/23/2008,22.8971,5/23/2008,568.5457,5/23/2008,36.6741,5/23/2008,33.1813,5/23/2008,4171.9220,5/23/2008,73.7363,5/23/2008,30.8528,5/23/2008,17.8714,5/23/2008,65.3925,5/23/2008,8.1498,5/23/2008,24.6920,5/23/2008,5.2780,5/23/2008,17.9296,5/23/2008,45.7941,5/23/2008,67.2359,5/23/2008,64.9073,5/23/2008,36.5771,5/23/2008,17.6773,5/23/2008,13.2822,5/23/2008,72.8631,5/23/2008,25.7107,5/23/2008,13.9032,5/23/2008,21.3932,5/23/2008,37.9354,5/23/2008,25.7592,5/23/2008,181.0420,5/23/2008,24.2069,5/23/2008,13.3696,5/23/2008,34.4426,5/23/2008,19.2588,5/23/2008,43.2716,5/23/2008,19.0647,5/23/2008,53.3618,5/23/2008,22.1694,5/23/2008,12.1180,5/23/2008,6.3064,5/23/2008,18.5602,1/8/2013,13.7338,5/23/2008,7.0535,5/23/2008,22.2664,5/23/2008,14.3786,5/23/2008,6.2773,5/23/2008,2.1054,5/23/2008,18.0460,5/23/2008,11.0119,5/23/2008,4.6861,5/23/2008,12.6128,5/23/2008,31.2409,5/23/2008,48.9958,5/23/2008,814.9801,5/23/2008,9.4305,5/23/2008,13.9226,5/23/2008,10.3037,5/23/2008,34.5396,5/23/2008,23.0911,5/23/2008,22.0724
5/26/2008,50.9277,5/26/2008,48.2219,5/26/2008,93.9312,5/26/2008,8.2431,5/26/2008,22.5164,5/26/2008,571.1249,5/26/2008,36.3355,5/26/2008,33.7263,5/26/2008,4136.0649,5/26/2008,71.6080,5/26/2008,30.4407,5/26/2008,17.2594,5/26/2008,63.6838,5/26/2008,7.8856,5/26/2008,24.7874,5/26/2008,5.1314,5/26/2008,17.3174,5/26/2008,45.8060,5/26/2008,65.6165,5/26/2008,63.1040,5/26/2008,36.0456,5/26/2008,17.4623,5/26/2008,12.9784,5/26/2008,71.0282,5/26/2008,24.7391,5/26/2008,13.1040,5/26/2008,20.5837,5/26/2008,36.9154,5/26/2008,24.4975,5/26/2008,172.5937,5/26/2008,23.6278,5/26/2008,12.8914,5/26/2008,34.4028,5/26/2008,18.2451,5/26/2008,41.6506,5/26/2008,18.2064,5/26/2008,51.4109,5/26/2008,22.0816,5/26/2008,11.5868,5/26/2008,6.1606,5/26/2008,17.9938,1/9/2013,12.8724,5/26/2008,6.8322,5/26/2008,23.0963,5/26/2008,13.8867,5/26/2008,6.1171,5/26/2008,1.9907,5/26/2008,17.4913,5/26/2008,10.7267,5/26/2008,4.5806,5/26/2008,12.3406,5/26/2008,30.1508,5/26/2008,48.2219,5/26/2008,794.3564,5/26/2008,9.0549,5/26/2008,14.7758,5/26/2008,9.8666,5/26/2008,33.4364,5/26/2008,22.7580,5/26/2008,21.1635
5/27/2008,51.5949,5/27/2008,47.7517,5/27/2008,94.0623,5/27/2008,8.2629,5/27/2008,22.8190,5/27/2008,567.8324,5/27/2008,36.7986,5/27/2008,32.8593,5/27/2008,4083.3974,5/27/2008,71.3874,5/27/2008,30.9377,5/27/2008,17.3616,5/27/2008,64.0853,5/27/2008,7.8978,5/27/2008,24.9327,5/27/2008,5.1787,5/27/2008,17.3232,5/27/2008,44.5811,5/27/2008,65.5265,5/27/2008,63.5088,5/27/2008,35.6457,5/27/2008,17.4385,5/27/2008,13.2206,5/27/2008,71.0031,5/27/2008,24.8367,5/27/2008,13.3743,5/27/2008,20.8974,5/27/2008,36.4143,5/27/2008,24.4043,5/27/2008,170.7341,5/27/2008,23.8759,5/27/2008,12.8747,5/27/2008,34.3005,5/27/2008,18.1111,5/27/2008,41.8909,5/27/2008,17.9766,5/27/2008,51.8832,5/27/2008,22.0984,5/27/2008,11.8274,5/27/2008,6.0530,5/27/2008,18.2840,1/10/2013,12.5624,5/27/2008,6.7929,5/27/2008,24.1161,5/27/2008,13.7779,5/27/2008,6.0626,5/27/2008,2.0177,5/27/2008,17.4866,5/27/2008,10.3574,5/27/2008,4.6022,5/27/2008,12.4616,5/27/2008,30.3613,5/27/2008,47.5596,5/27/2008,789.7771,5/27/2008,9.1372,5/27/2008,14.7291,5/27/2008,9.8002,5/27/2008,34.0123,5/27/2008,22.4827,5/27/2008,20.6092
5/28/2008,50.9706,5/28/2008,46.8586,5/28/2008,92.6652,5/28/2008,8.5780,5/28/2008,22.2817,5/28/2008,552.7398,5/28/2008,35.4786,5/28/2008,30.2190,5/28/2008,4006.8853,5/28/2008,71.0529,5/28/2008,30.1234,5/28/2008,17.3185,5/28/2008,65.4107,5/28/2008,7.8990,5/28/2008,24.8159,5/28/2008,5.1544,5/28/2008,17.0699,5/28/2008,43.0334,5/28/2008,63.8807,5/28/2008,62.2550,5/28/2008,35.0005,5/28/2008,17.2707,5/28/2008,12.7666,5/28/2008,70.0966,5/28/2008,24.4334,5/28/2008,13.2256,5/28/2008,21.5167,5/28/2008,36.2437,5/28/2008,24.4334,5/28/2008,167.8302,5/28/2008,22.9990,5/28/2008,12.6136,5/28/2008,34.7136,5/28/2008,18.4470,5/28/2008,40.6426,5/28/2008,18.0740,5/28/2008,50.1100,5/28/2008,22.6642,5/28/2008,11.3608,5/28/2008,5.9530,5/28/2008,17.7298,1/11/2013,11.9574,5/28/2008,6.7993,5/28/2008,24.2421,5/28/2008,14.2010,5/28/2008,5.8812,5/28/2008,2.0847,5/28/2008,17.5002,5/28/2008,10.4141,5/28/2008,4.4850,5/28/2008,12.3267,5/28/2008,29.3583,5/28/2008,45.6154,5/28/2008,765.0378,5/28/2008,8.8744,5/28/2008,14.2010,5/28/2008,9.6108,5/28/2008,33.5660,5/28/2008,21.8514,5/28/2008,20.3691
5/29/2008,52.4423,5/29/2008,48.0879,5/29/2008,95.4184,5/29/2008,8.6804,5/29/2008,22.9080,5/29/2008,552.8209,5/29/2008,36.3499,5/29/2008,31.6168,5/29/2008,4042.0295,5/29/2008,72.2264,5/29/2008,31.3328,5/29/2008,17.7206,5/29/2008,67.3987,5/29/2008,7.9326,5/29/2008,24.9905,5/29/2008,5.2726,5/29/2008,17.1053,5/29/2008,43.2601,5/29/2008,66.7361,5/29/2008,63.7069,5/29/2008,35.2139,5/29/2008,18.0613,5/29/2008,12.7698,5/29/2008,70.2386,5/29/2008,25.7005,5/29/2008,13.5555,5/29/2008,21.5354,5/29/2008,36.2552,5/29/2008,25.6058,5/29/2008,169.8220,5/29/2008,23.7126,5/29/2008,12.7793,5/29/2008,35.2139,5/29/2008,19.1689,5/29/2008,40.8936,5/29/2008,17.9478,5/29/2008,51.3063,5/29/2008,23.0973,5/29/2008,11.9273,5/29/2008,6.1293,5/29/2008,18.0803,1/15/2013,12.2490,5/29/2008,6.8440,5/29/2008,23.3340,5/29/2008,14.4074,5/29/2008,5.9258,5/29/2008,1.8554,5/29/2008,17.9856,5/29/2008,10.7346,5/29/2008,4.6100,5/29/2008,12.7887,5/29/2008,29.5343,5/29/2008,45.2480,5/29/2008,752.5559,5/29/2008,9.2768,5/29/2008,13.8963,5/29/2008,10.1003,5/29/2008,34.2673,5/29/2008,21.7247,5/29/2008,20.0208
5/30/2008,53.9234,5/30/2008,50.0379,5/30/2008,96.1903,5/30/2008,8.8040,5/30/2008,22.7445,5/30/2008,549.6588,5/30/2008,36.7703,5/30/2008,31.0842,5/30/2008,4141.3950,5/30/2008,74.3935,5/30/2008,31.8423,5/30/2008,18.3946,5/30/2008,68.3283,5/30/2008,8.0933,5/30/2008,24.7347,5/30/2008,5.3071,5/30/2008,17.4375,5/30/2008,43.2146,5/30/2008,68.5178,5/30/2008,65.4852,5/30/2008,34.9697,5/30/2008,18.6410,5/30/2008,13.0023,5/30/2008,71.7400,5/30/2008,26.1562,5/30/2008,14.4143,5/30/2008,22.7445,5/30/2008,36.4860,5/30/2008,25.5876,5/30/2008,175.1327,5/30/2008,24.4030,5/30/2008,13.1918,5/30/2008,36.5807,5/30/2008,19.4276,5/30/2008,42.0773,5/30/2008,18.3851,5/30/2008,53.6391,5/30/2008,23.4079,5/30/2008,12.2536,5/30/2008,6.1600,5/30/2008,18.5463,1/16/2013,12.3828,5/30/2008,7.0603,5/30/2008,23.4553,5/30/2008,14.7176,5/30/2008,6.0463,5/30/2008,1.7532,5/30/2008,18.0535,5/30/2008,10.9268,5/30/2008,4.6911,5/30/2008,12.9265,5/30/2008,30.6103,5/30/2008,45.5838,5/30/2008,753.4117,5/30/2008,9.4864,5/30/2008,14.2153,5/30/2008,10.2824,5/30/2008,33.1691,5/30/2008,22.4128,5/30/2008,19.5224
6/2/2008,55.5556,6/2/2008,52.9649,6/2/2008,97.1023,6/2/2008,8.9522,6/2/2008,23.1242,6/2/2008,544.0415,6/2/2008,37.8046,6/2/2008,30.8002,6/2/2008,4135.4826,6/2/2008,76.7607,6/2/2008,32.0476,6/2/2008,18.8256,6/2/2008,70.3320,6/2/2008,8.2806,6/2/2008,26.1946,6/2/2008,5.4692,6/2/2008,17.6646,6/2/2008,43.2738,6/2/2008,69.9482,6/2/2008,67.9332,6/2/2008,35.5018,6/2/2008,18.8256,6/2/2008,12.7999,6/2/2008,73.3065,6/2/2008,26.3385,6/2/2008,14.6229,6/2/2008,22.9323,6/2/2008,36.2694,6/2/2008,25.1391,6/2/2008,177.5091,6/2/2008,25.1391,6/2/2008,13.6058,6/2/2008,36.2694,6/2/2008,19.7179,6/2/2008,43.7536,6/2/2008,18.5665,6/2/2008,53.6365,6/2/2008,24.7553,6/2/2008,12.6079,6/2/2008,6.2368,6/2/2008,18.8064,1/17/2013,11.9942,6/2/2008,7.1675,6/2/2008,23.5559,6/2/2008,15.3330,6/2/2008,6.1984,6/2/2008,1.7463,6/2/2008,17.8469,6/2/2008,11.1207,6/2/2008,4.9415,6/2/2008,13.5675,6/2/2008,30.2245,6/2/2008,47.6876,6/2/2008,785.8377,6/2/2008,9.8542,6/2/2008,14.3063,6/2/2008,10.2955,6/2/2008,33.1990,6/2/2008,22.6444,6/2/2008,19.6220
6/3/2008,53.7869,6/3/2008,50.9360,6/3/2008,94.3647,6/3/2008,8.9518,6/3/2008,23.1873,6/3/2008,539.7700,6/3/2008,36.8716,6/3/2008,30.3146,6/3/2008,4019.7662,6/3/2008,74.7886,6/3/2008,31.2649,6/3/2008,18.4548,6/3/2008,67.6613,6/3/2008,8.1061,6/3/2008,25.8006,6/3/2008,5.3407,6/3/2008,17.1719,6/3/2008,42.7635,6/3/2008,67.4713,6/3/2008,64.8104,6/3/2008,34.2108,6/3/2008,18.8634,6/3/2008,12.3634,6/3/2008,72.3178,6/3/2008,25.6106,6/3/2008,14.4160,6/3/2008,22.4271,6/3/2008,34.7810,6/3/2008,24.4227,6/3/2008,169.7235,6/3/2008,24.4702,6/3/2008,13.7413,6/3/2008,35.1611,6/3/2008,19.5762,6/3/2008,43.5237,6/3/2008,17.4855,6/3/2008,52.9317,6/3/2008,24.2802,6/3/2008,12.4774,6/3/2008,6.2482,6/3/2008,18.3693,1/18/2013,11.7739,6/3/2008,7.0132,6/3/2008,23.3774,6/3/2008,14.7487,6/3/2008,6.0059,6/3/2008,1.7391,6/3/2008,16.9628,6/3/2008,10.7859,6/3/2008,4.7800,6/3/2008,13.1046,6/3/2008,30.5046,6/3/2008,47.0398,6/3/2008,788.7485,6/3/2008,9.6360,6/3/2008,13.8174,6/3/2008,10.0447,6/3/2008,32.5002,6/3/2008,22.4271,6/3/2008,19.1485
6/4/2008,54.3478,6/4/2008,52.5362,6/4/2008,95.1564,6/4/2008,9.0103,6/4/2008,23.5984,6/4/2008,556.8269,6/4/2008,37.8528,6/4/2008,29.3669,6/4/2008,3995.0420,6/4/2008,76.8497,6/4/2008,32.4180,6/4/2008,18.4306,6/4/2008,67.4104,6/4/2008,8.0568,6/4/2008,25.1240,6/4/2008,5.4253,6/4/2008,17.1720,6/4/2008,43.0015,6/4/2008,70.2708,6/4/2008,65.4081,6/4/2008,34.1343,6/4/2008,19.2601,6/4/2008,12.5095,6/4/2008,71.8917,6/4/2008,25.6960,6/4/2008,15.1030,6/4/2008,23.1693,6/4/2008,34.6110,6/4/2008,24.4089,6/4/2008,173.5317,6/4/2008,25.0286,6/4/2008,12.9672,6/4/2008,36.1365,6/4/2008,20.4520,6/4/2008,44.7178,6/4/2008,17.7346,6/4/2008,53.4897,6/4/2008,24.4565,6/4/2008,12.2140,6/4/2008,6.3883,6/4/2008,18.6022,1/21/2013,11.8093,6/4/2008,7.0748,6/4/2008,24.3135,6/4/2008,14.8074,6/4/2008,6.0069,6/4/2008,1.7258,6/4/2008,17.0195,6/4/2008,10.8696,6/4/2008,4.7769,6/4/2008,13.6346,6/4/2008,30.5111,6/4/2008,47.7689,6/4/2008,839.0542,6/4/2008,9.8112,6/4/2008,13.8063,6/4/2008,10.4119,6/4/2008,32.5134,6/4/2008,22.3589,6/4/2008,18.8501
6/5/2008,53.2679,6/5/2008,51.1900,6/5/2008,92.1798,6/5/2008,8.8119,6/5/2008,23.6116,6/5/2008,545.9010,6/5/2008,37.8731,6/5/2008,27.2951,6/5/2008,3891.1976,6/5/2008,76.8795,6/5/2008,31.7340,6/5/2008,17.8882,6/5/2008,66.1126,6/5/2008,7.7824,6/5/2008,24.7450,6/5/2008,5.4118,6/5/2008,17.1137,6/5/2008,42.5009,6/5/2008,67.8126,6/5/2008,62.9014,6/5/2008,33.1507,6/5/2008,17.9826,6/5/2008,12.2497,6/5/2008,70.4571,6/5/2008,25.0283,6/5/2008,15.2153,6/5/2008,23.9422,6/5/2008,33.6230,6/5/2008,25.0756,6/5/2008,171.7983,6/5/2008,24.7922,6/5/2008,12.9958,6/5/2008,36.1730,6/5/2008,20.4005,6/5/2008,43.2565,6/5/2008,17.4821,6/5/2008,52.7012,6/5/2008,23.6589,6/5/2008,11.9758,6/5/2008,6.6113,6/5/2008,18.1243,1/22/2013,12.6311,6/5/2008,6.9040,6/5/2008,24.0367,6/5/2008,14.9603,6/5/2008,5.9124,6/5/2008,1.7000,6/5/2008,17.1421,6/5/2008,10.6252,6/5/2008,4.7884,6/5/2008,13.2697,6/5/2008,30.4118,6/5/2008,45.8066,6/5/2008,925.5761,6/5/2008,9.8224,6/5/2008,13.7136,6/5/2008,10.9652,6/5/2008,32.3952,6/5/2008,22.2422,6/5/2008,19.3615
6/6/2008,54.0797,6/6/2008,51.9924,6/6/2008,95.2562,6/6/2008,8.7761,6/6/2008,23.4345,6/6/2008,553.1309,6/6/2008,38.1404,6/6/2008,25.7116,6/6/2008,3927.8937,6/6/2008,76.5655,6/6/2008,32.7325,6/6/2008,18.1120,6/6/2008,67.7419,6/6/2008,7.8463,6/6/2008,24.2884,6/6/2008,5.4744,6/6/2008,16.8691,6/6/2008,42.5047,6/6/2008,68.5010,6/6/2008,64.9905,6/6/2008,34.1556,6/6/2008,18.2068,6/6/2008,12.5617,6/6/2008,70.0190,6/6/2008,25.9962,6/6/2008,15.3605,6/6/2008,24.5256,6/6/2008,35.1992,6/6/2008,24.9051,6/6/2008,175.3321,6/6/2008,25.2846,6/6/2008,13.0171,6/6/2008,35.3890,6/6/2008,20.3036,6/6/2008,45.0664,6/6/2008,17.5427,6/6/2008,52.5617,6/6/2008,23.6717,6/6/2008,12.2391,6/6/2008,6.5228,6/6/2008,18.3776,1/23/2013,12.4901,6/6/2008,6.8881,6/6/2008,24.9526,6/6/2008,15.4175,6/6/2008,6.0342,6/6/2008,1.6888,6/6/2008,17.0304,6/6/2008,10.8349,6/6/2008,4.7818,6/6/2008,13.4440,6/6/2008,30.9298,6/6/2008,45.1613,6/6/2008,1024.6679,6/6/2008,9.8767,6/6/2008,13.6053,6/6/2008,10.8065,6/6/2008,32.2581,6/6/2008,22.7704,6/6/2008,20.0664
6/9/2008,51.3328,6/9/2008,49.7316,6/9/2008,91.7397,6/9/2008,8.5617,6/9/2008,22.8407,6/9/2008,540.6424,6/9/2008,36.9219,6/9/2008,24.9600,6/9/2008,3880.5689,6/9/2008,75.8218,6/9/2008,32.0241,6/9/2008,17.3213,6/9/2008,64.0482,6/9/2008,7.6670,6/9/2008,24.2065,6/9/2008,5.2651,6/9/2008,16.4077,6/9/2008,42.1965,6/9/2008,65.4611,6/9/2008,63.2947,6/9/2008,33.7195,6/9/2008,17.5473,6/9/2008,12.4423,6/9/2008,69.8879,6/9/2008,24.8658,6/9/2008,14.6746,6/9/2008,23.4530,6/9/2008,34.6614,6/9/2008,24.0181,6/9/2008,171.7999,6/9/2008,25.2425,6/9/2008,12.8096,6/9/2008,34.0021,6/9/2008,19.4028,6/9/2008,44.2686,6/9/2008,17.3778,6/9/2008,51.3328,6/9/2008,22.8878,6/9/2008,11.8301,6/9/2008,6.4990,6/9/2008,17.8393,1/24/2013,13.1497,6/9/2008,6.6591,6/9/2008,25.0542,6/9/2008,14.6275,6/9/2008,5.9527,6/9/2008,1.6577,6/9/2008,18.1784,6/9/2008,10.4738,6/9/2008,4.6058,6/9/2008,13.1958,6/9/2008,30.1403,6/9/2008,43.7977,6/9/2008,951.3045,6/9/2008,9.5131,6/9/2008,13.3936,6/9/2008,10.6151,6/9/2008,31.4590,6/9/2008,22.2285,6/9/2008,19.1674
6/10/2008,50.7321,6/10/2008,48.9602,6/10/2008,89.9002,6/10/2008,8.4118,6/10/2008,22.5683,6/10/2008,521.3093,6/10/2008,36.3704,6/10/2008,23.1279,6/10/2008,3814.2311,6/10/2008,75.6318,6/10/2008,31.8008,6/10/2008,16.9356,6/10/2008,62.4825,6/10/2008,7.4513,6/10/2008,23.3144,6/10/2008,5.2784,6/10/2008,16.1056,6/10/2008,41.1266,6/10/2008,63.3218,6/10/2008,61.4567,6/10/2008,33.0132,6/10/2008,17.3645,6/10/2008,12.3193,6/10/2008,66.3993,6/10/2008,23.8739,6/10/2008,14.5015,6/10/2008,23.2211,6/10/2008,34.0390,6/10/2008,23.5941,6/10/2008,168.6095,6/10/2008,25.4593,6/10/2008,12.4685,6/10/2008,33.0132,6/10/2008,18.5582,6/10/2008,41.6861,6/10/2008,17.0381,6/10/2008,50.8253,6/10/2008,22.3818,6/10/2008,11.3774,6/10/2008,6.3881,6/10/2008,17.4858,1/25/2013,12.7445,6/10/2008,6.6679,6/10/2008,23.8739,6/10/2008,14.3896,6/10/2008,5.9312,6/10/2008,1.6134,6/10/2008,17.5324,6/10/2008,10.1837,6/10/2008,4.5510,6/10/2008,12.5991,6/10/2008,29.9357,6/10/2008,43.6445,6/10/2008,960.5521,6/10/2008,9.6895,6/10/2008,12.8136,6/10/2008,10.2024,6/10/2008,30.7750,6/10/2008,22.3818,6/10/2008,19.1178
6/11/2008,51.6177,6/11/2008,49.3735,6/11/2008,91.8272,6/11/2008,8.5188,6/11/2008,22.8165,6/11/2008,528.3337,6/11/2008,37.5912,6/11/2008,24.8738,6/11/2008,3852.6276,6/11/2008,75.6499,6/11/2008,33.3832,6/11/2008,17.7296,6/11/2008,62.7455,6/11/2008,7.7707,6/11/2008,23.3776,6/11/2008,5.3581,6/11/2008,16.0651,6/11/2008,41.2381,6/11/2008,65.2702,6/11/2008,61.9039,6/11/2008,33.5702,6/11/2008,18.1691,6/11/2008,12.4462,6/11/2008,66.6729,6/11/2008,24.2192,6/11/2008,14.6437,6/11/2008,23.6581,6/11/2008,35.0664,6/11/2008,23.6114,6/11/2008,167.9446,6/11/2008,25.6218,6/11/2008,12.4275,6/11/2008,33.2897,6/11/2008,19.2164,6/11/2008,41.7056,6/11/2008,17.2059,6/11/2008,49.6540,6/11/2008,22.4893,6/11/2008,11.4457,6/11/2008,6.4756,6/11/2008,17.8137,1/28/2013,12.9515,6/11/2008,6.6579,6/11/2008,24.1257,6/11/2008,14.6624,6/11/2008,6.1623,6/11/2008,1.6271,6/11/2008,17.7202,6/11/2008,10.3516,6/11/2008,4.4885,6/11/2008,12.9699,6/11/2008,29.4558,6/11/2008,43.7629,6/11/2008,921.0772,6/11/2008,9.6316,6/11/2008,12.8296,6/11/2008,10.1085,6/11/2008,30.4844,6/11/2008,22.3022,6/11/2008,20.3853
