,914 HK Equity,,2899 HK Equity,,358 HK Equity,,2600 HK Equity,,3993 HK Equity,,656 HK Equity,,3323 HK Equity,,2009 HK Equity,,3983 HK Equity,,1818 HK Equity,,2128 HK Equity,,691 HK Equity,,930 HK Equity,,2626 HK Equity,,246 HK Equity,,468 HK Equity,,189 HK Equity,,906 HK Equity,,743 HK Equity,,2233 HK Equity,,1053 HK Equity,,1768 HK Equity,,2198 HK Equity,,3868 HK Equity,,3833 HK Equity,,1091 HK Equity,,1938 HK Equity,,769 HK Equity,,1266 HK Equity,,609 HK Equity,,3330 HK Equity,,1090 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2009,1.4741,1/12/2009,0.3541,1/12/2009,0.7826,1/12/2009,0.5338,1/12/2009,0.4358,1/12/2009,0.3288,1/12/2009,0.5319,3/31/2010,1.0084,1/12/2009,0.4306,1/12/2009,0.3378,2/23/2011,0.7889,3/13/2009,0.3160,8/11/2010,0.3811,1/12/2009,0.1315,10/28/2009,1.2955,8/17/2011,0.3800,1/12/2009,0.0516,7/23/2010,0.8832,1/29/2009,0.4512,4/27/2011,0.4350,1/12/2009,0.2630,8/16/2011,0.4493,5/25/2011,0.3431,1/12/2009,0.1535,1/12/2009,0.2656,7/27/2011,0.2721,10/19/2010,0.4278,1/12/2009,0.1096,10/29/2012,0.1652,1/12/2009,0.0251,1/12/2009,0.2385,8/9/2011,0.2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2009,1.4612,1/13/2009,0.3421,1/13/2009,0.7272,1/13/2009,0.5015,1/13/2009,0.4152,1/13/2009,0.3288,1/13/2009,0.4964,4/1/2010,1.0263,1/13/2009,0.4152,1/13/2009,0.3255,2/24/2011,0.7555,3/16/2009,0.3496,8/12/2010,0.3927,1/13/2009,0.1264,10/29/2009,1.2374,8/18/2011,0.3848,1/13/2009,0.0509,7/26/2010,0.8795,1/30/2009,0.4500,4/28/2011,0.4222,1/13/2009,0.2682,8/17/2011,0.4429,5/26/2011,0.3545,1/13/2009,0.1443,1/13/2009,0.2566,7/28/2011,0.2669,10/20/2010,0.4419,1/13/2009,0.1044,10/30/2012,0.1677,1/13/2009,0.0251,1/13/2009,0.2179,8/10/2011,0.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2009,1.4912,1/14/2009,0.3584,1/14/2009,0.7606,1/14/2009,0.5054,1/14/2009,0.4190,1/14/2009,0.3532,1/14/2009,0.5060,4/7/2010,1.0359,1/14/2009,0.4229,1/14/2009,0.3416,2/25/2011,0.8198,3/17/2009,0.3547,8/13/2010,0.3847,1/14/2009,0.1289,10/30/2009,1.2697,8/19/2011,0.3386,1/14/2009,0.0509,7/27/2010,0.8754,2/2/2009,0.4385,4/29/2011,0.4120,1/14/2009,0.2772,8/18/2011,0.4323,5/27/2011,0.3481,1/14/2009,0.1498,1/14/2009,0.2591,7/29/2011,0.2656,10/21/2010,0.4417,1/14/2009,0.1057,10/31/2012,0.1665,1/14/2009,0.0251,1/14/2009,0.2256,8/11/2011,0.1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2009,1.4172,1/15/2009,0.3504,1/15/2009,0.7408,1/15/2009,0.4728,1/15/2009,0.4071,1/15/2009,0.3427,1/15/2009,0.4992,4/8/2010,1.0286,1/15/2009,0.4071,1/15/2009,0.3472,2/28/2011,0.8320,3/18/2009,0.3418,8/16/2010,0.3873,1/15/2009,0.1263,11/2/2009,1.2722,8/22/2011,0.3129,1/15/2009,0.0483,7/28/2010,0.8845,2/3/2009,0.4553,5/3/2011,0.4146,1/15/2009,0.2899,8/19/2011,0.4117,5/30/2011,0.3458,1/15/2009,0.1397,1/15/2009,0.2525,8/1/2011,0.2619,10/22/2010,0.4470,1/15/2009,0.0992,11/1/2012,0.1690,1/15/2009,0.0251,1/15/2009,0.2177,8/12/2011,0.1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2009,1.5076,1/16/2009,0.3556,1/16/2009,0.7267,1/16/2009,0.4729,1/16/2009,0.4020,1/16/2009,0.3363,1/16/2009,0.5289,4/9/2010,1.0275,1/16/2009,0.4252,1/16/2009,0.3698,3/1/2011,0.8486,3/19/2009,0.3419,8/17/2010,0.4041,1/16/2009,0.1276,11/3/2009,1.3316,8/23/2011,0.3014,1/16/2009,0.0490,7/29/2010,0.8885,2/4/2009,0.4707,5/4/2011,0.3990,1/16/2009,0.2822,8/22/2011,0.3577,5/31/2011,0.3716,1/16/2009,0.1497,1/16/2009,0.2603,8/2/2011,0.2733,10/25/2010,0.4744,1/16/2009,0.1018,11/2/2012,0.1781,1/16/2009,0.0226,1/16/2009,0.2268,8/15/2011,0.1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2009,1.5596,1/19/2009,0.3669,1/19/2009,0.7489,1/19/2009,0.5001,1/19/2009,0.4202,1/19/2009,0.3390,1/19/2009,0.5504,4/12/2010,0.9926,1/19/2009,0.4421,1/19/2009,0.3976,3/2/2011,0.8677,3/20/2009,0.3587,8/18/2010,0.4312,1/19/2009,0.1276,11/4/2009,1.3755,8/24/2011,0.3207,1/19/2009,0.0490,7/30/2010,0.9424,2/5/2009,0.4850,5/5/2011,0.4079,1/19/2009,0.2758,8/23/2011,0.3386,6/1/2011,0.3741,1/19/2009,0.1489,1/19/2009,0.2604,8/3/2011,0.2667,10/26/2010,0.4898,1/19/2009,0.1044,11/5/2012,0.1781,1/19/2009,0.0226,1/19/2009,0.2256,8/16/2011,0.1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2009,1.5466,1/20/2009,0.3540,1/20/2009,0.7230,1/20/2009,0.4717,1/20/2009,0.4163,1/20/2009,0.3390,1/20/2009,0.5510,4/13/2010,0.9845,1/20/2009,0.4498,1/20/2009,0.3867,3/3/2011,0.8730,3/23/2009,0.3768,8/19/2010,0.4324,1/20/2009,0.1237,11/5/2009,1.3651,8/25/2011,0.3335,1/20/2009,0.0496,8/2/2010,0.9582,2/6/2009,0.4875,5/6/2011,0.4143,1/20/2009,0.2681,8/24/2011,0.3143,6/2/2011,0.3650,1/20/2009,0.1461,1/20/2009,0.2552,8/4/2011,0.2666,10/27/2010,0.4730,1/20/2009,0.1005,11/6/2012,0.1716,1/20/2009,0.0219,1/20/2009,0.2152,8/17/2011,0.1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2009,1.4863,1/21/2009,0.3531,1/21/2009,0.6701,1/21/2009,0.4407,1/21/2009,0.3866,1/21/2009,0.3248,1/21/2009,0.5316,4/14/2010,1.0038,1/21/2009,0.4704,1/21/2009,0.4072,3/4/2011,0.8847,3/24/2009,0.3897,8/20/2010,0.4244,1/21/2009,0.1250,11/6/2009,1.3987,8/26/2011,0.3348,1/21/2009,0.0490,8/3/2010,0.9342,2/9/2009,0.4979,5/9/2011,0.4259,1/21/2009,0.2552,8/25/2011,0.3001,6/3/2011,0.3600,1/21/2009,0.1452,1/21/2009,0.2474,8/5/2011,0.2549,10/28/2010,0.4577,1/21/2009,0.0967,11/7/2012,0.1729,1/21/2009,0.0219,1/21/2009,0.2178,8/18/2011,0.1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2009,1.4929,1/22/2009,0.3420,1/22/2009,0.6418,1/22/2009,0.4253,1/22/2009,0.3854,1/22/2009,0.3196,1/22/2009,0.5284,4/15/2010,1.0089,1/22/2009,0.4782,1/22/2009,0.3976,3/7/2011,0.9067,3/25/2009,0.3794,8/23/2010,0.4116,1/22/2009,0.1250,11/9/2009,1.5226,8/29/2011,0.3567,1/22/2009,0.0483,8/4/2010,0.9326,2/10/2009,0.4825,5/11/2011,0.4311,1/22/2009,0.2384,8/26/2011,0.2912,6/7/2011,0.3496,1/22/2009,0.1415,1/22/2009,0.2423,8/8/2011,0.2472,10/29/2010,0.4709,1/22/2009,0.0980,11/8/2012,0.1703,1/22/2009,0.0219,1/22/2009,0.2139,8/19/2011,0.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2009,1.4892,1/23/2009,0.3241,1/23/2009,0.6344,1/23/2009,0.4126,1/23/2009,0.3610,1/23/2009,0.2940,1/23/2009,0.5222,4/16/2010,1.0088,1/23/2009,0.4874,1/23/2009,0.3932,3/8/2011,0.9078,3/26/2009,0.3703,8/24/2010,0.4115,1/23/2009,0.1264,11/10/2009,1.4658,8/30/2011,0.3618,1/23/2009,0.0464,8/5/2010,0.9261,2/11/2009,0.4580,5/12/2011,0.4169,1/23/2009,0.2282,8/29/2011,0.2912,6/8/2011,0.3393,1/23/2009,0.1379,1/23/2009,0.2321,8/9/2011,0.2369,11/1/2010,0.4747,1/23/2009,0.0928,11/9/2012,0.1664,1/23/2009,0.0219,1/23/2009,0.2127,8/22/2011,0.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2009,1.5643,1/29/2009,0.3326,1/29/2009,0.6730,1/29/2009,0.4409,1/29/2009,0.3816,1/29/2009,0.3056,1/29/2009,0.5447,4/19/2010,0.9779,1/29/2009,0.5221,1/29/2009,0.3816,3/9/2011,0.8913,3/27/2009,0.3729,8/25/2010,0.4115,1/29/2009,0.1238,11/11/2009,1.5200,8/31/2011,0.3968,1/29/2009,0.0477,8/6/2010,0.9082,2/12/2009,0.4476,5/13/2011,0.4181,1/29/2009,0.2501,8/30/2011,0.2990,6/9/2011,0.3353,1/29/2009,0.1434,1/29/2009,0.2424,8/10/2011,0.2293,11/2/2010,0.4722,1/29/2009,0.0903,11/12/2012,0.1664,1/29/2009,0.0219,1/29/2009,0.2256,8/23/2011,0.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2009,1.6313,1/30/2009,0.3585,1/30/2009,0.7015,1/30/2009,0.4642,1/30/2009,0.4139,1/30/2009,0.3327,1/30/2009,0.5577,4/20/2010,0.9699,1/30/2009,0.5352,1/30/2009,0.3972,3/10/2011,0.8782,3/30/2009,0.3613,8/26/2010,0.4165,1/30/2009,0.1238,11/12/2009,1.5303,9/1/2011,0.3957,1/30/2009,0.0477,8/9/2010,0.9019,2/13/2009,0.4437,5/16/2011,0.3922,1/30/2009,0.2644,8/31/2011,0.3069,6/10/2011,0.3314,1/30/2009,0.1480,1/30/2009,0.2502,8/11/2011,0.2220,11/3/2010,0.4774,1/30/2009,0.0916,11/13/2012,0.1664,1/30/2009,0.0219,1/30/2009,0.2334,8/24/2011,0.1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2009,1.5518,2/2/2009,0.3628,2/2/2009,0.6732,2/2/2009,0.4385,2/2/2009,0.3920,2/2/2009,0.3147,2/2/2009,0.5261,4/21/2010,0.9789,2/2/2009,0.5004,2/2/2009,0.4578,3/11/2011,0.8500,3/31/2009,0.3652,8/27/2010,0.4140,2/2/2009,0.1251,11/13/2009,1.4890,9/2/2011,0.3852,2/2/2009,0.0484,8/10/2010,0.8811,2/16/2009,0.4579,5/17/2011,0.3884,2/2/2009,0.2489,9/1/2011,0.3238,6/13/2011,0.3262,2/2/2009,0.1425,2/2/2009,0.2412,8/12/2011,0.2194,11/4/2010,0.4773,2/2/2009,0.0903,11/14/2012,0.1677,2/2/2009,0.0219,2/2/2009,0.2489,8/25/2011,0.1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2009,1.5521,2/3/2009,0.3560,2/3/2009,0.6862,2/3/2009,0.4450,2/3/2009,0.4011,2/3/2009,0.3160,2/3/2009,0.5211,4/22/2010,0.9907,2/3/2009,0.4708,2/3/2009,0.4553,3/14/2011,0.8882,4/1/2009,0.3858,8/30/2010,0.3895,2/3/2009,0.1238,11/16/2009,1.6129,9/5/2011,0.3658,2/3/2009,0.0497,8/11/2010,0.8652,2/17/2009,0.4514,5/18/2011,0.3884,2/3/2009,0.2567,9/2/2011,0.3338,6/14/2011,0.3263,2/3/2009,0.1435,2/3/2009,0.2477,8/15/2011,0.2169,11/5/2010,0.4684,2/3/2009,0.0929,11/15/2012,0.1651,2/3/2009,0.0219,2/3/2009,0.2502,8/26/2011,0.1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2009,1.6656,2/4/2009,0.3619,2/4/2009,0.7531,2/4/2009,0.4771,2/4/2009,0.4268,2/4/2009,0.3275,2/4/2009,0.5571,4/23/2010,0.9919,2/4/2009,0.4874,2/4/2009,0.4449,3/15/2011,0.8848,4/2/2009,0.3781,8/31/2010,0.3921,2/4/2009,0.1315,11/17/2009,1.6335,9/6/2011,0.3581,2/4/2009,0.0509,8/12/2010,0.8819,2/18/2009,0.4461,5/19/2011,0.3897,2/4/2009,0.2772,9/5/2011,0.3273,6/15/2011,0.3209,2/4/2009,0.1453,2/4/2009,0.2618,8/16/2011,0.2208,11/8/2010,0.4761,2/4/2009,0.0954,11/16/2012,0.1651,2/4/2009,0.0219,2/4/2009,0.2540,8/29/2011,0.2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2009,1.6983,2/5/2009,0.3784,2/5/2009,0.7868,2/5/2009,0.4992,2/5/2009,0.4334,2/5/2009,0.3354,2/5/2009,0.5592,4/26/2010,1.0085,2/5/2009,0.5185,2/5/2009,0.4514,3/16/2011,0.8925,4/3/2009,0.3768,9/1/2010,0.3859,2/5/2009,0.1303,11/18/2009,1.6310,9/7/2011,0.3593,2/5/2009,0.0529,8/13/2010,0.9019,2/19/2009,0.4500,5/20/2011,0.3936,2/5/2009,0.2825,9/6/2011,0.3144,6/16/2011,0.3142,2/5/2009,0.1444,2/5/2009,0.2644,8/17/2011,0.2195,11/9/2010,0.4735,2/5/2009,0.0955,11/19/2012,0.1664,2/5/2009,0.0239,2/5/2009,0.2580,8/30/2011,0.2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2009,1.6508,2/6/2009,0.3964,2/6/2009,0.8319,2/6/2009,0.5262,2/6/2009,0.4553,2/6/2009,0.3456,2/6/2009,0.5817,4/27/2010,0.9994,2/6/2009,0.5120,2/6/2009,0.5004,3/17/2011,0.8663,4/6/2009,0.3935,9/2/2010,0.3912,2/6/2009,0.1406,11/19/2009,1.6877,9/8/2011,0.3619,2/6/2009,0.0542,8/16/2010,0.9020,2/20/2009,0.4424,5/23/2011,0.3870,2/6/2009,0.2799,9/7/2011,0.3272,6/17/2011,0.3029,2/6/2009,0.1489,2/6/2009,0.2812,8/18/2011,0.2104,11/10/2010,0.4645,2/6/2009,0.0980,11/20/2012,0.1626,2/6/2009,0.0239,2/6/2009,0.2708,8/31/2011,0.2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2009,1.6404,2/9/2009,0.4059,2/9/2009,0.8849,2/9/2009,0.5624,2/9/2009,0.4734,2/9/2009,0.3483,2/9/2009,0.5644,4/28/2010,0.9913,2/9/2009,0.5353,2/9/2009,0.5044,3/18/2011,0.8846,4/7/2009,0.3935,9/3/2010,0.3886,2/9/2009,0.1380,11/20/2009,1.6929,9/9/2011,0.3631,2/9/2009,0.0548,8/17/2010,0.8880,2/23/2009,0.4386,5/24/2011,0.3973,2/9/2009,0.2877,9/8/2011,0.3221,6/20/2011,0.3118,2/9/2009,0.1490,2/9/2009,0.2799,8/19/2011,0.1988,11/11/2010,0.4709,2/9/2009,0.1032,11/21/2012,0.1639,2/9/2009,0.0252,2/9/2009,0.2825,9/1/2011,0.2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2009,1.6469,2/10/2009,0.3879,2/10/2009,0.8914,2/10/2009,0.5637,2/10/2009,0.4734,2/10/2009,0.3561,2/10/2009,0.5857,4/29/2010,0.9852,2/10/2009,0.5612,2/10/2009,0.5031,3/21/2011,0.8810,4/8/2009,0.3884,9/6/2010,0.4044,2/10/2009,0.1445,11/23/2009,1.8013,9/12/2011,0.3397,2/10/2009,0.0529,8/18/2010,0.8856,2/24/2009,0.4346,5/25/2011,0.3996,2/10/2009,0.2838,9/9/2011,0.3387,6/21/2011,0.3248,2/10/2009,0.1481,2/10/2009,0.2812,8/22/2011,0.1782,11/12/2010,0.4451,2/10/2009,0.1045,11/22/2012,0.1639,2/10/2009,0.0265,2/10/2009,0.2735,9/2/2011,0.2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2009,1.6320,2/11/2009,0.4171,2/11/2009,0.8566,2/11/2009,0.5677,2/11/2009,0.4619,2/11/2009,0.3406,2/11/2009,0.5760,4/30/2010,0.9944,2/11/2009,0.5483,2/11/2009,0.5386,3/22/2011,0.8788,4/9/2009,0.3884,9/7/2010,0.4081,2/11/2009,0.1471,11/24/2009,1.7909,9/14/2011,0.3357,2/11/2009,0.0535,8/19/2010,0.9061,2/25/2009,0.4281,5/26/2011,0.3943,2/11/2009,0.2761,9/12/2011,0.3141,6/22/2011,0.3287,2/11/2009,0.1462,2/11/2009,0.2722,8/23/2011,0.1744,11/15/2010,0.4296,2/11/2009,0.1019,11/23/2012,0.1639,2/11/2009,0.0277,2/11/2009,0.2800,9/5/2011,0.2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2009,1.5867,2/12/2009,0.4300,2/12/2009,0.8204,2/12/2009,0.5405,2/12/2009,0.4399,2/12/2009,0.3354,2/12/2009,0.5715,5/3/2010,0.9700,2/12/2009,0.5547,2/12/2009,0.5508,3/23/2011,0.8546,4/14/2009,0.3871,9/8/2010,0.3912,2/12/2009,0.1445,11/25/2009,1.8968,9/15/2011,0.3363,2/12/2009,0.0516,8/20/2010,0.8886,2/26/2009,0.4230,5/27/2011,0.3931,2/12/2009,0.2735,9/14/2011,0.3088,6/23/2011,0.3222,2/12/2009,0.1407,2/12/2009,0.2696,8/24/2011,0.1809,11/16/2010,0.4191,2/12/2009,0.1006,11/26/2012,0.1639,2/12/2009,0.0277,2/12/2009,0.3070,9/6/2011,0.1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2009,1.6359,2/13/2009,0.4179,2/13/2009,0.8513,2/13/2009,0.5585,2/13/2009,0.4476,2/13/2009,0.3508,2/13/2009,0.5785,5/4/2010,0.9672,2/13/2009,0.5495,2/13/2009,0.5482,3/24/2011,0.8687,4/15/2009,0.3845,9/9/2010,0.3952,2/13/2009,0.1496,11/26/2009,1.9303,9/16/2011,0.3554,2/13/2009,0.0522,8/23/2010,0.8605,2/27/2009,0.4229,5/30/2011,0.3856,2/13/2009,0.2734,9/15/2011,0.3286,6/24/2011,0.3429,2/13/2009,0.1444,2/13/2009,0.2760,8/25/2011,0.1834,11/17/2010,0.4035,2/13/2009,0.1032,11/27/2012,0.1639,2/13/2009,0.0271,2/13/2009,0.3070,9/7/2011,0.1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2009,1.6487,2/16/2009,0.3981,2/16/2009,0.8680,2/16/2009,0.5623,2/16/2009,0.4540,2/16/2009,0.3444,2/16/2009,0.6159,5/5/2010,0.9463,2/16/2009,0.5443,2/16/2009,0.5320,3/25/2011,0.8648,4/16/2009,0.3832,9/10/2010,0.3991,2/16/2009,0.1535,11/27/2009,1.7702,9/19/2011,0.3528,2/16/2009,0.0516,8/24/2010,0.8500,3/2/2009,0.4228,5/31/2011,0.3754,2/16/2009,0.2876,9/16/2011,0.3695,6/27/2011,0.3531,2/16/2009,0.1435,2/16/2009,0.2773,8/26/2011,0.1719,11/18/2010,0.4192,2/16/2009,0.1006,11/28/2012,0.1600,2/16/2009,0.0271,2/16/2009,0.2992,9/8/2011,0.1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2009,1.6077,2/17/2009,0.4213,2/17/2009,0.8021,2/17/2009,0.5236,2/17/2009,0.4282,2/17/2009,0.3327,2/17/2009,0.6093,5/6/2010,0.9224,2/17/2009,0.5249,2/17/2009,0.5526,3/28/2011,0.8500,4/17/2009,0.3845,9/13/2010,0.4043,2/17/2009,0.1341,11/30/2009,1.8297,9/20/2011,0.3363,2/17/2009,0.0509,8/25/2010,0.8435,3/3/2009,0.4202,6/1/2011,0.3883,2/17/2009,0.2786,9/19/2011,0.3348,6/28/2011,0.3506,2/17/2009,0.1407,2/17/2009,0.2605,8/29/2011,0.1719,11/19/2010,0.4217,2/17/2009,0.0967,11/29/2012,0.1587,2/17/2009,0.0271,2/17/2009,0.3121,9/9/2011,0.1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2009,1.5903,2/18/2009,0.4255,2/18/2009,0.8020,2/18/2009,0.5248,2/18/2009,0.4255,2/18/2009,0.3301,2/18/2009,0.6002,5/7/2010,0.9124,2/18/2009,0.5158,2/18/2009,0.5738,3/29/2011,0.8586,4/20/2009,0.4103,9/14/2010,0.4146,2/18/2009,0.1431,12/1/2009,1.9122,9/21/2011,0.3402,2/18/2009,0.0509,8/26/2010,0.8434,3/4/2009,0.4382,6/2/2011,0.3728,2/18/2009,0.2785,9/20/2011,0.3363,6/29/2011,0.3572,2/18/2009,0.1425,2/18/2009,0.2695,8/30/2011,0.1719,11/22/2010,0.4062,2/18/2009,0.0993,11/30/2012,0.1613,2/18/2009,0.0264,2/18/2009,0.3456,9/12/2011,0.1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2009,1.6333,2/19/2009,0.4272,2/19/2009,0.7956,2/19/2009,0.5248,2/19/2009,0.4320,2/19/2009,0.3417,2/19/2009,0.6022,5/10/2010,0.9202,2/19/2009,0.5403,2/19/2009,0.6035,3/30/2011,0.8595,4/21/2009,0.4181,9/15/2010,0.4223,2/19/2009,0.1406,12/2/2009,1.9432,9/22/2011,0.3154,2/19/2009,0.0490,8/27/2010,0.8202,3/5/2009,0.4512,6/3/2011,0.3665,2/19/2009,0.2798,9/21/2011,0.3364,6/30/2011,0.3560,2/19/2009,0.1425,2/19/2009,0.2695,8/31/2011,0.1759,11/23/2010,0.3880,2/19/2009,0.0993,12/3/2012,0.1626,2/19/2009,0.0264,2/19/2009,0.3791,9/14/2011,0.1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2009,1.5842,2/20/2009,0.4041,2/20/2009,0.7700,2/20/2009,0.5004,2/20/2009,0.4179,2/20/2009,0.3212,2/20/2009,0.5675,5/11/2010,0.9487,2/20/2009,0.5056,2/20/2009,0.5933,3/31/2011,0.8603,4/22/2009,0.4490,9/16/2010,0.4236,2/20/2009,0.1367,12/3/2009,1.8993,9/23/2011,0.2948,2/20/2009,0.0490,8/30/2010,0.8291,3/6/2009,0.4500,6/7/2011,0.3702,2/20/2009,0.2696,9/22/2011,0.3128,7/4/2011,0.3702,2/20/2009,0.1389,2/20/2009,0.2618,9/1/2011,0.1863,11/24/2010,0.3867,2/20/2009,0.0967,12/4/2012,0.1600,2/20/2009,0.0264,2/20/2009,0.3586,9/15/2011,0.1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2009,1.6295,2/23/2009,0.4222,2/23/2009,0.7881,2/23/2009,0.5030,2/23/2009,0.4282,2/23/2009,0.3225,2/23/2009,0.5804,5/12/2010,0.9445,2/23/2009,0.4992,2/23/2009,0.5927,4/1/2011,0.9359,4/23/2009,0.5187,9/17/2010,0.4379,2/23/2009,0.1406,12/4/2009,1.8890,9/26/2011,0.2679,2/23/2009,0.0510,8/31/2010,0.8138,3/9/2009,0.4487,6/8/2011,0.3611,2/23/2009,0.2580,9/23/2011,0.2987,7/5/2011,0.3663,2/23/2009,0.1416,2/23/2009,0.2696,9/2/2011,0.1875,11/25/2010,0.4124,2/23/2009,0.0967,12/5/2012,0.1613,2/23/2009,0.0264,2/23/2009,0.3560,9/16/2011,0.1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2009,1.5950,2/24/2009,0.4162,2/24/2009,0.7545,2/24/2009,0.4746,2/24/2009,0.4011,2/24/2009,0.3095,2/24/2009,0.5675,5/13/2010,0.9535,2/24/2009,0.4837,2/24/2009,0.5868,4/4/2011,0.9457,4/24/2009,0.5019,9/20/2010,0.4521,2/24/2009,0.1341,12/7/2009,1.8296,9/27/2011,0.2822,2/24/2009,0.0484,9/1/2010,0.8142,3/10/2009,0.4577,6/9/2011,0.3520,2/24/2009,0.2438,9/26/2011,0.2718,7/6/2011,0.3701,2/24/2009,0.1380,2/24/2009,0.2592,9/5/2011,0.1887,11/26/2010,0.3954,2/24/2009,0.0942,12/6/2012,0.1677,2/24/2009,0.0258,2/24/2009,0.3689,9/19/2011,0.1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2009,1.5862,2/25/2009,0.4084,2/25/2009,0.7750,2/25/2009,0.4926,2/25/2009,0.4062,2/25/2009,0.3108,2/25/2009,0.5790,5/14/2010,0.9404,2/25/2009,0.4759,2/25/2009,0.5687,4/6/2011,0.9392,4/27/2009,0.5071,9/21/2010,0.4471,2/25/2009,0.1354,12/8/2009,1.7470,9/28/2011,0.2990,2/25/2009,0.0490,9/2/2010,0.8340,3/11/2009,0.4474,6/10/2011,0.3481,2/25/2009,0.2424,9/27/2011,0.2924,7/7/2011,0.3803,2/25/2009,0.1389,2/25/2009,0.2605,9/6/2011,0.1912,11/29/2010,0.4043,2/25/2009,0.0954,12/7/2012,0.1652,2/25/2009,0.0239,2/25/2009,0.3546,9/20/2011,0.1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2009,1.5067,2/26/2009,0.3757,2/26/2009,0.7454,2/26/2009,0.4797,2/26/2009,0.3908,2/26/2009,0.3018,2/26/2009,0.5707,5/17/2010,0.9165,2/26/2009,0.4540,2/26/2009,0.5481,4/7/2011,0.9510,4/28/2009,0.5148,9/22/2010,0.4512,2/26/2009,0.1367,12/9/2009,1.6928,9/30/2011,0.2993,2/26/2009,0.0471,9/3/2010,0.8493,3/12/2009,0.4566,6/13/2011,0.3468,2/26/2009,0.2308,9/28/2011,0.3041,7/8/2011,0.3688,2/26/2009,0.1352,2/26/2009,0.2515,9/7/2011,0.1886,11/30/2010,0.4082,2/26/2009,0.0929,12/10/2012,0.1716,2/26/2009,0.0197,2/26/2009,0.3456,9/21/2011,0.1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2009,1.4098,2/27/2009,0.3585,2/27/2009,0.7350,2/27/2009,0.4771,2/27/2009,0.3765,2/27/2009,0.2940,2/27/2009,0.5802,5/18/2010,0.9299,2/27/2009,0.4719,2/27/2009,0.5325,4/8/2011,0.9631,4/29/2009,0.5290,9/24/2010,0.4525,2/27/2009,0.1354,12/10/2009,1.6463,10/3/2011,0.2799,2/27/2009,0.0471,9/6/2010,0.8474,3/13/2009,0.4773,6/14/2011,0.3559,2/27/2009,0.2179,9/30/2011,0.2761,7/11/2011,0.3621,2/27/2009,0.1316,2/27/2009,0.2463,9/8/2011,0.1822,12/1/2010,0.4095,2/27/2009,0.0941,12/11/2012,0.1703,2/27/2009,0.0232,2/27/2009,0.3327,9/22/2011,0.1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
