,2333 HK Equity,,1128 HK Equity,,1211 HK Equity,,489 HK Equity,,2282 HK Equity,,2238 HK Equity,,3333 HK Equity,,670 HK Equity,,1055 HK Equity,,2313 HK Equity,,3383 HK Equity,,3308 HK Equity,,2020 HK Equity,,1833 HK Equity,,881 HK Equity,,425 HK Equity,,3918 HK Equity,,1293 HK Equity,,921 HK Equity,,3669 HK Equity,,210 HK Equity,,3368 HK Equity,,1728 HK Equity,,3818 HK Equity,,2006 HK Equity,,848 HK Equity,,1028 HK Equity,,1628 HK Equity,,2331 HK Equity,,2698 HK Equity,,1966 HK Equity,,331 HK Equity,,1234 HK Equity,,1899 HK Equity,,2200 HK Equity,,811 HK Equity,,1146 HK Equity,,2355 HK Equity,,1698 HK Equity,,672 HK Equity,,2722 HK Equity,,1086 HK Equity,,946 HK Equity,,1968 HK Equity,,2083 HK Equity,,496 HK Equity,,3666 HK Equity,,873 HK Equity,,238 HK Equity,,837 HK Equity,,1863 HK Equity
9/9/2009,0.38604,2/10/2011,2.30558,9/9/2009,7.17,9/9/2009,1.10832,10/8/2012,1.70,1/4/2012,0.86255,3/8/2011,0.46,9/9/2009,0.30708,9/9/2009,0.33,9/9/2009,0.99477,9/9/2009,1.37,9/9/2009,1.4141,9/9/2009,1.35,9/9/2009,0.65802,8/1/2011,2.17,9/9/2009,0.87091,9/9/2009,0.14,4/25/2013,0.89508,9/9/2009,0.24,,,9/9/2009,0.68,9/9/2009,1.46055,4/20/2012,1.03,9/9/2009,0.69673,9/9/2009,0.27,9/9/2009,0.26192,1/29/2013,0.3712,3/3/2011,0.20238,9/9/2009,2.974,9/9/2009,0.72253,6/14/2011,0.25951,4/18/2011,0.27389,1/26/2011,1.30741,9/9/2009,0.37933,4/29/2013,0.38267,9/9/2009,0.3703,4/22/2013,0.18547,9/9/2009,0.75221,2/6/2012,0.30565,9/9/2009,0.34944,10/19/2009,0.17419,3/30/2012,0.35033,4/29/2011,0.26522,1/28/2011,0.66341,9/26/2012,0.14702,9/9/2009,0.15741,,,10/14/2011,0.43073,3/12/2012,0.31968,5/4/2011,0.52774,8/30/2011,0.32334
9/10/2009,0.37468,2/11/2011,2.38068,9/10/2009,7.33,9/10/2009,1.09024,10/9/2012,1.72,1/5/2012,0.89118,3/9/2011,0.46,9/10/2009,0.3161,9/10/2009,0.34,9/10/2009,0.98057,9/10/2009,1.37,9/10/2009,1.46053,9/10/2009,1.35,9/10/2009,0.65543,8/2/2011,2.13,9/10/2009,0.89025,9/10/2009,0.13,4/26/2013,0.89518,9/10/2009,0.25,,,9/10/2009,0.69,9/10/2009,1.5302,4/23/2012,1.03,9/10/2009,0.69285,9/10/2009,0.29,9/10/2009,0.25675,1/30/2013,0.3712,3/4/2011,0.20242,9/10/2009,3.06428,9/10/2009,0.71478,6/15/2011,0.25803,4/19/2011,0.27385,1/27/2011,1.31745,9/10/2009,0.39352,4/30/2013,0.38657,9/10/2009,0.37029,4/23/2013,0.17001,9/10/2009,0.77155,2/7/2012,0.30438,9/10/2009,0.35589,10/20/2009,0.17935,4/2/2012,0.34511,5/3/2011,0.26521,1/31/2011,0.6659,9/27/2012,0.15089,9/10/2009,0.15741,,,10/17/2011,0.44868,3/13/2012,0.31703,5/5/2011,0.52753,8/31/2011,0.32748
9/11/2009,0.37006,2/14/2011,2.50901,9/11/2009,7.60,9/11/2009,1.0787,10/10/2012,1.70,1/6/2012,0.84346,3/10/2011,0.45,9/11/2009,0.31483,9/11/2009,0.33,9/11/2009,0.96773,9/11/2009,1.34,9/11/2009,1.42708,9/11/2009,1.38,9/11/2009,0.65806,8/3/2011,2.05,9/11/2009,0.87354,9/11/2009,0.13,4/29/2013,0.89548,9/11/2009,0.25,,,9/11/2009,0.69,9/11/2009,1.47869,4/24/2012,1.03,9/11/2009,0.69806,9/11/2009,0.31,9/11/2009,0.25935,1/31/2013,0.36746,3/7/2011,0.20157,9/11/2009,3.13544,9/11/2009,0.7058,6/16/2011,0.25264,4/20/2011,0.27152,1/28/2011,1.31398,9/11/2009,0.44516,5/2/2013,0.38666,9/11/2009,0.36645,4/24/2013,0.16872,9/11/2009,0.76902,2/8/2012,0.30953,9/11/2009,0.35698,10/21/2009,0.17935,4/3/2012,0.36706,5/4/2011,0.26516,2/1/2011,0.66477,9/28/2012,0.15733,9/11/2009,0.15871,,,10/18/2011,0.42298,3/14/2012,0.33498,5/6/2011,0.52754,9/1/2011,0.31991
9/14/2009,0.35458,2/15/2011,2.57252,9/14/2009,8.01,9/14/2009,1.04644,10/11/2012,1.71,1/9/2012,0.85498,3/11/2011,0.44,9/14/2009,0.32258,9/14/2009,0.32,9/14/2009,0.92902,9/14/2009,1.33,9/14/2009,1.40643,9/14/2009,1.40,9/14/2009,0.67225,8/4/2011,2.03,9/14/2009,0.89031,9/14/2009,0.13,4/30/2013,0.87237,9/14/2009,0.25,,,9/14/2009,0.68,9/14/2009,1.49934,4/25/2012,1.03,9/14/2009,0.6787,9/14/2009,0.30,9/14/2009,0.25806,2/1/2013,0.36747,3/8/2011,0.20954,9/14/2009,3.09673,9/14/2009,0.68902,6/17/2011,0.25667,4/21/2011,0.27678,1/31/2011,1.31383,9/14/2009,0.42193,5/3/2013,0.38921,9/14/2009,0.36387,4/25/2013,0.16356,9/14/2009,0.77031,2/9/2012,0.32879,9/14/2009,0.34946,10/22/2009,0.18451,4/5/2012,0.36964,5/5/2011,0.26505,2/2/2011,0.6806,10/3/2012,0.15216,9/14/2009,0.15871,,,10/19/2011,0.42178,3/15/2012,0.33498,5/9/2011,0.52751,9/2/2011,0.3107
9/15/2009,0.35871,2/16/2011,2.61222,9/15/2009,8.59,9/15/2009,1.04515,10/12/2012,1.73,1/10/2012,0.91428,3/14/2011,0.44,9/15/2009,0.32129,9/15/2009,0.31,9/15/2009,0.91354,9/15/2009,1.31,9/15/2009,1.50708,9/15/2009,1.39,9/15/2009,0.6658,8/5/2011,1.95,9/15/2009,0.88773,9/15/2009,0.15,5/2/2013,0.82359,9/15/2009,0.25,,,9/15/2009,0.67,9/15/2009,1.46837,4/26/2012,1.02,9/15/2009,0.6787,9/15/2009,0.29,9/15/2009,0.25032,2/4/2013,0.36757,3/9/2011,0.21226,9/15/2009,3.09673,9/15/2009,0.68257,6/20/2011,0.25024,4/26/2011,0.27538,2/1/2011,1.25125,9/15/2009,0.40903,5/6/2013,0.41109,9/15/2009,0.36258,4/26/2013,0.15714,9/15/2009,0.74064,2/10/2012,0.31335,9/15/2009,0.34946,10/23/2009,0.1871,4/10/2012,0.36317,5/6/2011,0.26506,2/7/2011,0.67837,10/4/2012,0.15346,9/15/2009,0.16,,,10/20/2011,0.41261,3/16/2012,0.33107,5/11/2011,0.52756,9/5/2011,0.28881
9/16/2009,0.37161,2/17/2011,2.74157,9/16/2009,8.52,9/16/2009,1.05934,10/15/2012,1.71,1/11/2012,0.95025,3/15/2011,0.44,9/16/2009,0.32,9/16/2009,0.32,9/16/2009,0.92644,9/16/2009,1.33,9/16/2009,1.53288,9/16/2009,1.37,9/16/2009,0.65548,8/8/2011,1.90,9/16/2009,0.85547,9/16/2009,0.15,5/3/2013,0.81321,9/16/2009,0.25,,,9/16/2009,0.67,9/16/2009,1.49159,4/27/2012,0.99,9/16/2009,0.67612,9/16/2009,0.30,9/16/2009,0.25032,2/5/2013,0.36752,3/10/2011,0.20952,9/16/2009,3.07093,9/16/2009,0.68128,6/21/2011,0.25547,4/27/2011,0.27673,2/2/2011,1.25204,9/16/2009,0.43354,5/7/2013,0.40073,9/16/2009,0.36516,4/29/2013,0.1675,9/16/2009,0.73418,2/13/2012,0.31855,9/16/2009,0.34838,10/27/2009,0.18322,4/11/2012,0.36319,5/9/2011,0.26504,2/8/2011,0.67581,10/5/2012,0.15608,9/16/2009,0.15484,,,10/21/2011,0.41636,3/19/2012,0.30789,5/12/2011,0.53267,9/6/2011,0.29517
9/17/2009,0.37367,2/18/2011,2.6976,9/17/2009,8.11,9/17/2009,1.07352,10/16/2012,1.74,1/12/2012,0.93341,3/16/2011,0.45,9/17/2009,0.32773,9/17/2009,0.32,9/17/2009,0.92127,9/17/2009,1.34,9/17/2009,1.55609,9/17/2009,1.36,9/17/2009,0.64902,8/9/2011,1.90,9/17/2009,0.86965,9/17/2009,0.15,5/6/2013,0.83635,9/17/2009,0.25,,,9/17/2009,0.69,9/17/2009,1.52254,4/30/2012,0.99,9/17/2009,0.69418,9/17/2009,0.29,9/17/2009,0.25806,2/6/2013,0.36753,3/11/2011,0.20598,9/17/2009,3.19992,9/17/2009,0.68385,6/22/2011,0.25039,4/28/2011,0.27158,2/7/2011,1.21669,9/17/2009,0.41934,5/8/2013,0.40465,9/17/2009,0.36386,4/30/2013,0.16751,9/17/2009,0.74837,2/14/2012,0.30953,9/17/2009,0.35053,10/28/2009,0.17935,4/12/2012,0.36706,5/11/2011,0.26507,2/9/2011,0.65511,10/8/2012,0.1535,9/17/2009,0.16516,,,10/24/2011,0.44742,3/20/2012,0.30271,5/13/2011,0.5275,9/7/2011,0.29638
9/18/2009,0.37056,2/21/2011,2.7043,9/18/2009,8.17,9/18/2009,1.08509,10/17/2012,1.75,1/13/2012,0.95021,3/17/2011,0.44,9/18/2009,0.34062,9/18/2009,0.33,9/18/2009,0.91865,9/18/2009,1.31,9/18/2009,1.53022,9/18/2009,1.30,9/18/2009,0.65802,8/10/2011,1.89,9/18/2009,0.88639,9/18/2009,0.15,5/7/2013,0.8311,9/18/2009,0.25,,,9/18/2009,0.69,9/18/2009,1.54829,5/2/2012,0.97,9/18/2009,0.69931,9/18/2009,0.29,9/18/2009,0.26579,2/7/2013,0.3675,3/14/2011,0.20679,9/18/2009,3.16754,9/18/2009,0.69415,6/23/2011,0.25159,4/29/2011,0.26779,2/8/2011,1.20257,9/18/2009,0.41546,5/9/2013,0.40599,9/18/2009,0.39481,5/2/2013,0.17013,9/18/2009,0.76382,2/15/2012,0.31856,9/18/2009,0.35912,10/29/2009,0.17806,4/13/2012,0.36471,5/12/2011,0.26505,2/10/2011,0.62518,10/9/2012,0.15996,9/18/2009,0.16386,,,10/25/2011,0.45921,3/21/2012,0.30136,5/16/2011,0.53359,9/8/2011,0.30286
9/21/2009,0.35507,2/22/2011,2.7334,9/21/2009,8.71,9/21/2009,1.05927,10/18/2012,1.76,1/16/2012,0.92688,3/18/2011,0.47,9/21/2009,0.34449,9/21/2009,0.33,9/21/2009,0.9109,9/21/2009,1.29,9/21/2009,1.48892,9/21/2009,1.28,9/21/2009,0.66834,8/11/2011,1.82,9/21/2009,0.88896,9/21/2009,0.14,5/8/2013,0.84925,9/21/2009,0.26,,,9/21/2009,0.68,9/21/2009,1.5302,5/3/2012,0.97,9/21/2009,0.68511,9/21/2009,0.29,9/21/2009,0.26966,2/8/2013,0.36749,3/15/2011,0.20393,9/21/2009,3.18685,9/21/2009,0.66575,6/24/2011,0.25682,5/3/2011,0.26006,2/9/2011,1.15608,9/21/2009,0.4219,5/10/2013,0.4059,9/21/2009,0.38707,5/3/2013,0.17012,9/21/2009,0.76123,2/16/2012,0.31339,9/21/2009,0.34944,10/30/2009,0.17935,4/16/2012,0.35704,5/13/2011,0.26504,2/11/2011,0.64263,10/10/2012,0.16639,9/21/2009,0.16773,,,10/26/2011,0.45925,3/22/2012,0.31291,5/17/2011,0.51833,9/9/2011,0.29639
9/22/2009,0.3556,2/23/2011,2.60413,9/22/2009,8.87,9/22/2009,1.05157,10/19/2012,1.84,1/17/2012,0.97104,3/21/2011,0.49,9/22/2009,0.34192,9/22/2009,0.34,9/22/2009,0.89029,9/22/2009,1.30,9/22/2009,1.49156,9/22/2009,1.26,9/22/2009,0.66449,8/12/2011,1.90,9/22/2009,0.87997,9/22/2009,0.15,5/9/2013,0.83518,9/22/2009,0.25,,,9/22/2009,0.68,9/22/2009,1.53026,5/4/2012,0.96,9/22/2009,0.68126,9/22/2009,0.29,9/22/2009,0.27096,2/14/2013,0.37141,3/16/2011,0.20659,9/22/2009,3.18697,9/22/2009,0.65159,6/27/2011,0.2581,5/4/2011,0.25743,2/10/2011,1.12968,9/22/2009,0.41418,5/13/2013,0.40457,9/22/2009,0.3845,5/6/2013,0.17139,9/22/2009,0.75223,2/17/2012,0.31596,9/22/2009,0.34945,11/2/2009,0.18322,4/17/2012,0.34798,5/16/2011,0.26487,2/14/2011,0.66189,10/11/2012,0.17156,9/22/2009,0.17419,,,10/27/2011,0.48261,3/23/2012,0.30896,5/18/2011,0.52088,9/12/2011,0.27432
9/23/2009,0.35507,2/24/2011,2.55239,9/23/2009,9.20,9/23/2009,1.04379,10/22/2012,1.82,1/18/2012,0.97408,3/22/2011,0.50,9/23/2009,0.34062,9/23/2009,0.33,9/23/2009,0.88767,9/23/2009,1.27,9/23/2009,1.47601,9/23/2009,1.27,9/23/2009,0.66446,8/15/2011,1.86,9/23/2009,0.85671,9/23/2009,0.14,5/10/2013,0.83756,9/23/2009,0.25,,,9/23/2009,0.69,9/23/2009,1.5173,5/7/2012,0.95,9/23/2009,0.6593,9/23/2009,0.28,9/23/2009,0.2645,2/15/2013,0.3714,3/17/2011,0.20381,9/23/2009,3.10944,9/23/2009,0.65285,6/28/2011,0.26073,5/5/2011,0.25733,2/11/2011,1.18008,9/23/2009,0.41158,5/14/2013,0.39682,9/23/2009,0.37804,5/7/2013,0.16622,9/23/2009,0.75736,2/20/2012,0.29532,9/23/2009,0.35159,11/3/2009,0.18064,4/18/2012,0.34533,5/17/2011,0.26496,2/15/2011,0.65436,10/12/2012,0.17287,9/23/2009,0.16257,,,10/28/2011,0.47013,3/26/2012,0.31281,5/19/2011,0.51965,9/14/2011,0.26653
9/24/2009,0.35405,2/25/2011,2.61723,9/24/2009,8.77,9/24/2009,1.05157,10/24/2012,1.83,1/19/2012,0.99619,3/23/2011,0.50,9/24/2009,0.34192,9/24/2009,0.32,9/24/2009,0.8761,9/24/2009,1.22,9/24/2009,1.53026,9/24/2009,1.27,9/24/2009,0.65804,8/16/2011,1.75,9/24/2009,0.86319,9/24/2009,0.14,5/13/2013,0.83878,9/24/2009,0.24,,,9/24/2009,0.67,9/24/2009,1.51736,5/8/2012,0.91,9/24/2009,0.66062,9/24/2009,0.27,9/24/2009,0.25934,2/18/2013,0.36755,3/18/2011,0.20476,9/24/2009,3.02569,9/24/2009,0.63481,6/29/2011,0.25696,5/6/2011,0.25862,2/14/2011,1.26862,9/24/2009,0.40773,5/15/2013,0.40712,9/24/2009,0.37289,5/8/2013,0.16624,9/24/2009,0.7432,2/21/2012,0.3108,9/24/2009,0.34407,11/4/2009,0.18838,4/19/2012,0.34136,5/18/2011,0.26494,2/16/2011,0.65594,10/15/2012,0.16901,9/24/2009,0.16257,,,10/31/2011,0.47628,3/27/2012,0.31038,5/20/2011,0.51964,9/15/2011,0.26572
9/25/2009,0.3618,2/28/2011,2.70912,9/25/2009,8.63,9/25/2009,1.04642,10/25/2012,1.86,1/20/2012,1.00898,3/24/2011,0.52,9/25/2009,0.34709,9/25/2009,0.33,9/25/2009,0.92385,9/25/2009,1.23,9/25/2009,1.57931,9/25/2009,1.29,9/25/2009,0.65805,8/17/2011,1.81,9/25/2009,0.86578,9/25/2009,0.13,5/14/2013,0.81168,9/25/2009,0.24,,,9/25/2009,0.69,9/25/2009,1.49415,5/9/2012,0.93,9/25/2009,0.67353,9/25/2009,0.28,9/25/2009,0.26451,2/19/2013,0.36624,3/21/2011,0.20572,9/25/2009,3.08379,9/25/2009,0.63482,6/30/2011,0.25703,5/9/2011,0.26247,2/15/2011,1.29332,9/25/2009,0.42192,5/16/2013,0.40701,9/25/2009,0.37289,5/9/2013,0.17142,9/25/2009,0.74708,2/22/2012,0.3198,9/25/2009,0.34945,11/5/2009,0.1858,4/20/2012,0.32726,5/19/2011,0.26497,2/17/2011,0.65361,10/16/2012,0.16771,9/25/2009,0.19225,,,11/1/2011,0.46838,3/28/2012,0.29881,5/23/2011,0.52072,9/16/2011,0.27328
9/28/2009,0.35095,3/1/2011,2.77289,9/28/2009,7.98,9/28/2009,1.02575,10/26/2012,1.83,1/26/2012,1.03137,3/25/2011,0.53,9/28/2009,0.33289,9/28/2009,0.32,9/28/2009,0.95866,9/28/2009,1.17,9/28/2009,1.55089,9/28/2009,1.25,9/28/2009,0.64771,8/18/2011,1.74,9/28/2009,0.85028,9/28/2009,0.13,5/15/2013,0.81037,9/28/2009,0.23,,,9/28/2009,0.67,9/28/2009,1.46315,5/10/2012,0.90,9/28/2009,0.67738,9/28/2009,0.27,9/28/2009,0.2516,2/20/2013,0.36622,3/22/2011,0.21205,9/28/2009,2.98694,9/28/2009,0.62319,7/4/2011,0.25708,5/11/2011,0.25992,2/16/2011,1.27081,9/28/2009,0.40385,5/20/2013,0.4097,9/28/2009,0.36385,5/10/2013,0.16751,9/28/2009,0.73803,2/23/2012,0.33393,9/28/2009,0.34299,11/6/2009,0.19226,4/23/2012,0.33113,5/20/2011,0.26497,2/18/2011,0.65898,10/17/2012,0.17416,9/28/2009,0.19096,,,11/2/2011,0.46194,3/29/2012,0.29623,5/24/2011,0.51432,9/19/2011,0.25785
9/29/2009,0.35818,3/2/2011,2.75325,9/29/2009,8.20,9/29/2009,1.05804,10/29/2012,1.85,1/27/2012,1.04445,3/28/2011,0.52,9/29/2009,0.34064,9/29/2009,0.32,9/29/2009,1.04771,9/29/2009,1.20,9/29/2009,1.74963,9/29/2009,1.22,9/29/2009,0.65676,8/19/2011,1.58,9/29/2009,0.87224,9/29/2009,0.13,5/16/2013,0.79857,9/29/2009,0.24,,,9/29/2009,0.70,9/29/2009,1.49157,5/11/2012,0.87,9/29/2009,0.67611,9/29/2009,0.28,9/29/2009,0.26193,2/21/2013,0.3623,3/23/2011,0.21029,9/29/2009,3.02573,9/29/2009,0.64127,7/5/2011,0.25707,5/12/2011,0.25733,2/17/2011,1.27384,9/29/2009,0.3987,5/21/2013,0.40717,9/29/2009,0.37418,5/13/2013,0.16621,9/29/2009,0.7303,2/24/2012,0.34691,9/29/2009,0.34193,11/9/2009,0.19613,4/24/2012,0.32604,5/23/2011,0.26486,2/21/2011,0.6552,10/18/2012,0.1858,9/29/2009,0.19354,,,11/3/2011,0.47114,3/30/2012,0.29752,5/25/2011,0.51911,9/20/2011,0.25285
9/30/2009,0.36025,3/3/2011,2.6703,9/30/2009,8.24,9/30/2009,1.06321,10/30/2012,1.84,1/30/2012,1.03924,3/29/2011,0.51,9/30/2009,0.34193,9/30/2009,0.32,9/30/2009,1.00386,9/30/2009,1.18,9/30/2009,1.6774,9/30/2009,1.24,9/30/2009,0.6787,8/22/2011,1.60,9/30/2009,0.89805,9/30/2009,0.13,5/20/2013,0.79621,9/30/2009,0.23,,,9/30/2009,0.72,9/30/2009,1.48127,5/14/2012,0.82,9/30/2009,0.66709,9/30/2009,0.28,9/30/2009,0.2658,2/22/2013,0.36359,3/24/2011,0.20852,9/30/2009,3.07738,9/30/2009,0.61935,7/6/2011,0.25699,5/13/2011,0.25732,2/18/2011,1.33852,9/30/2009,0.4129,5/22/2013,0.40197,9/30/2009,0.36645,5/14/2013,0.16749,9/30/2009,0.74193,2/27/2012,0.33139,9/30/2009,0.34193,11/10/2009,0.19613,4/25/2012,0.32087,5/24/2011,0.26488,2/22/2011,0.63908,10/19/2012,0.18839,9/30/2009,0.19355,,,11/4/2011,0.48536,4/2/2012,0.28845,5/26/2011,0.5022,9/21/2011,0.25678
10/2/2009,0.34993,3/4/2011,2.69653,10/2/2009,7.86,10/2/2009,1.02191,10/31/2012,1.81,1/31/2012,1.08431,3/30/2011,0.54,10/2/2009,0.32515,10/2/2009,0.31,10/2/2009,0.9832,10/2/2009,1.15,10/2/2009,1.61028,10/2/2009,1.30,10/2/2009,0.67869,8/23/2011,1.64,10/2/2009,0.92256,10/2/2009,0.13,5/21/2013,0.79115,10/2/2009,0.23,,,10/2/2009,0.75,10/2/2009,1.52254,5/15/2012,0.81,10/2/2009,0.67224,10/2/2009,0.27,10/2/2009,0.25806,2/25/2013,0.36486,3/25/2011,0.2085,10/2/2009,3.01283,10/2/2009,0.5974,7/7/2011,0.25694,5/16/2011,0.25201,2/21/2011,1.31811,10/2/2009,0.40773,5/23/2013,0.39805,10/2/2009,0.3587,5/15/2013,0.16748,10/2/2009,0.7445,2/28/2012,0.33526,10/2/2009,0.3301,11/11/2009,0.20129,4/26/2012,0.31317,5/25/2011,0.26469,2/23/2011,0.6273,10/22/2012,0.19355,10/2/2009,0.18838,,,11/7/2011,0.48012,4/3/2012,0.29751,5/27/2011,0.50229,9/22/2011,0.24229
10/5/2009,0.34218,3/7/2011,2.62002,10/5/2009,7.85,10/5/2009,1.02833,11/1/2012,1.83,2/1/2012,1.06264,3/31/2011,0.55,10/5/2009,0.32256,10/5/2009,0.31,10/5/2009,0.97672,10/5/2009,1.15,10/5/2009,1.68507,10/5/2009,1.28,10/5/2009,0.649,8/24/2011,1.59,10/5/2009,0.95479,10/5/2009,0.13,5/22/2013,0.79235,10/5/2009,0.23,,,10/5/2009,0.77,10/5/2009,1.46573,5/16/2012,0.77,10/5/2009,0.67609,10/5/2009,0.26,10/5/2009,0.25547,2/26/2013,0.36092,3/28/2011,0.20923,10/5/2009,2.95469,10/5/2009,0.60513,7/8/2011,0.25698,5/17/2011,0.25724,2/22/2011,1.29098,10/5/2009,0.40514,5/24/2013,0.40573,10/5/2009,0.35869,5/16/2013,0.17131,10/5/2009,0.73287,2/29/2012,0.35071,10/5/2009,0.31719,11/12/2009,0.20387,4/27/2012,0.31317,5/26/2011,0.26459,2/24/2011,0.60539,10/24/2012,0.19225,10/5/2009,0.18967,,,11/8/2011,0.48912,4/5/2012,0.2988,5/30/2011,0.49233,9/23/2011,0.24098
10/6/2009,0.34529,3/8/2011,2.66425,10/6/2009,8.42,10/6/2009,1.06966,11/2/2012,1.85,2/2/2012,1.05085,4/1/2011,0.59,10/6/2009,0.32129,10/6/2009,0.31,10/6/2009,1.01934,10/6/2009,1.23,10/6/2009,1.76514,10/6/2009,1.32,10/6/2009,0.6516,8/25/2011,1.60,10/6/2009,0.99612,10/6/2009,0.13,5/23/2013,0.77291,10/6/2009,0.23,,,10/6/2009,0.74,10/6/2009,1.49675,5/17/2012,0.79,10/6/2009,0.6916,10/6/2009,0.27,10/6/2009,0.25419,2/27/2013,0.36223,3/29/2011,0.20944,10/6/2009,3.03867,10/6/2009,0.62838,7/11/2011,0.2555,5/18/2011,0.25851,2/23/2011,1.28539,10/6/2009,0.40387,5/27/2013,0.42505,10/6/2009,0.36258,5/20/2013,0.17393,10/6/2009,0.75483,3/1/2012,0.34944,10/6/2009,0.32903,11/13/2009,0.20774,4/30/2012,0.31064,5/27/2011,0.26464,2/25/2011,0.60042,10/25/2012,0.19225,10/6/2009,0.19742,,,11/9/2011,0.49412,4/10/2012,0.28848,5/31/2011,0.51045,9/26/2011,0.22948
10/7/2009,0.35767,3/9/2011,2.72263,10/7/2009,8.54,10/7/2009,1.11224,11/5/2012,1.82,2/3/2012,1.01753,4/4/2011,0.64,10/7/2009,0.32129,10/7/2009,0.32,10/7/2009,1.08773,10/7/2009,1.27,10/7/2009,1.79869,10/7/2009,1.36,10/7/2009,0.65548,8/26/2011,1.61,10/7/2009,1.01289,10/7/2009,0.12,5/24/2013,0.77926,10/7/2009,0.23,,,10/7/2009,0.74,10/7/2009,1.54063,5/18/2012,0.70,10/7/2009,0.70064,10/7/2009,0.27,10/7/2009,0.25806,2/28/2013,0.36366,3/30/2011,0.20876,10/7/2009,3.03222,10/7/2009,0.66193,7/12/2011,0.25402,5/19/2011,0.25854,2/24/2011,1.21848,10/7/2009,0.42451,5/28/2013,0.42118,10/7/2009,0.36903,5/21/2013,0.17781,10/7/2009,0.75741,3/2/2012,0.36861,10/7/2009,0.33548,11/16/2009,0.21032,5/2/2012,0.32097,5/30/2011,0.26481,2/28/2011,0.62143,10/26/2012,0.18967,10/7/2009,0.2,,,11/10/2011,0.47298,4/11/2012,0.28205,6/1/2011,0.51043,9/27/2011,0.24113
10/8/2009,0.36541,3/10/2011,2.76027,10/8/2009,8.80,10/8/2009,1.13289,11/6/2012,1.80,2/6/2012,1.03948,4/6/2011,0.64,10/8/2009,0.32387,10/8/2009,0.32,10/8/2009,1.12902,10/8/2009,1.30,10/8/2009,1.79353,10/8/2009,1.37,10/8/2009,0.68257,8/29/2011,1.62,10/8/2009,0.9845,10/8/2009,0.12,5/27/2013,0.77282,10/8/2009,0.24,,,10/8/2009,0.76,10/8/2009,1.63095,5/21/2012,0.65,10/8/2009,0.70064,10/8/2009,0.27,10/8/2009,0.25419,3/1/2013,0.36234,3/31/2011,0.20985,10/8/2009,3.03222,10/8/2009,0.66193,7/13/2011,0.25421,5/20/2011,0.27783,2/25/2011,1.22522,10/8/2009,0.43999,5/29/2013,0.42247,10/8/2009,0.36645,5/22/2013,0.17522,10/8/2009,0.76386,3/5/2012,0.34908,10/8/2009,0.33118,11/17/2009,0.20774,5/3/2012,0.32219,5/31/2011,0.26487,3/1/2011,0.62775,10/29/2012,0.19225,10/8/2009,0.19484,,,11/11/2011,0.47954,4/12/2012,0.28592,6/2/2011,0.48971,9/28/2011,0.24121
10/9/2009,0.36438,3/11/2011,2.69646,10/9/2009,9.08,10/9/2009,1.14579,11/7/2012,1.81,2/7/2012,1.05244,4/7/2011,0.65,10/9/2009,0.33161,10/9/2009,0.32,10/9/2009,1.13547,10/9/2009,1.28,10/9/2009,1.74191,10/9/2009,1.35,10/9/2009,0.70967,8/30/2011,1.68,10/9/2009,0.96773,10/9/2009,0.12,5/28/2013,0.76894,10/9/2009,0.24,,,10/9/2009,0.76,10/9/2009,1.70578,5/22/2012,0.67,10/9/2009,0.68773,10/9/2009,0.27,10/9/2009,0.26709,3/4/2013,0.35713,4/1/2011,0.20622,10/9/2009,2.98706,10/9/2009,0.66064,7/14/2011,0.25425,5/23/2011,0.27,2/28/2011,1.25698,10/9/2009,0.43225,5/30/2013,0.42376,10/9/2009,0.36903,5/23/2013,0.16489,10/9/2009,0.75741,3/6/2012,0.32591,10/9/2009,0.34086,11/18/2009,0.20387,5/4/2012,0.3221,6/1/2011,0.26486,3/2/2011,0.62895,10/30/2012,0.19097,10/9/2009,0.2,,,11/14/2011,0.4806,4/13/2012,0.28352,6/3/2011,0.4976,9/30/2011,0.23889
10/12/2009,0.36644,3/14/2011,2.66975,10/12/2009,9.30,10/12/2009,1.15997,11/8/2012,1.77,2/8/2012,1.08334,4/8/2011,0.63,10/12/2009,0.3187,10/12/2009,0.31,10/12/2009,1.08384,10/12/2009,1.25,10/12/2009,1.73673,10/12/2009,1.33,10/12/2009,0.69805,8/31/2011,1.69,10/12/2009,0.99868,10/12/2009,0.13,5/29/2013,0.74447,10/12/2009,0.24,,,10/12/2009,0.75,10/12/2009,1.72125,5/23/2012,0.63,10/12/2009,0.68127,10/12/2009,0.27,10/12/2009,0.27612,3/5/2013,0.36102,4/4/2011,0.21088,10/12/2009,3.07089,10/12/2009,0.6516,7/15/2011,0.25403,5/24/2011,0.27259,3/1/2011,1.32226,10/12/2009,0.44128,5/31/2013,0.41867,10/12/2009,0.37547,5/24/2013,0.16744,10/12/2009,0.74579,3/7/2012,0.32072,10/12/2009,0.32795,11/19/2009,0.20645,5/7/2012,0.32338,6/2/2011,0.26478,3/3/2011,0.6419,10/31/2012,0.19225,10/12/2009,0.20645,,,11/15/2011,0.47158,4/16/2012,0.28615,6/7/2011,0.50773,10/3/2011,0.23114
