,4502 JP Equity,,4503 JP Equity,,4578 JP Equity,,4523 JP Equity,,4568 JP Equity,,4519 JP Equity,,4543 JP Equity,,7741 JP Equity,,7733 JP Equity,,4528 JP Equity,,4507 JP Equity,,4508 JP Equity,,6869 JP Equity,,4151 JP Equity,,4530 JP Equity,,4506 JP Equity,,4536 JP Equity,,7459 JP Equity,,6965 JP Equity,,2784 JP Equity,,9987 JP Equity,,4974 JP Equity,,4544 JP Equity,,7701 JP Equity,,4555 JP Equity,,6849 JP Equity,,8086 JP Equity,,4569 JP Equity,,4527 JP Equity,,4534 JP Equity,,4521 JP Equity,,3360 JP Equity,,8129 JP Equity,,4516 JP Equity,,4547 JP Equity,,6376 JP Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2008,56.5037,5/20/2008,42.5224,12/30/2010,24.4678,5/20/2008,37.0263,5/20/2008,27.6251,5/20/2008,15.0419,5/20/2008,49.8505,5/20/2008,26.9502,5/20/2008,32.2052,5/20/2008,55.0574,5/20/2008,19.5738,5/20/2008,12.0914,5/20/2008,19.0435,5/20/2008,9.4012,5/20/2008,40.3047,5/20/2008,8.2056,5/20/2008,26.9984,5/20/2008,17.3175,5/20/2008,27.5287,5/20/2008,71.6421,5/20/2008,39.4369,5/20/2008,6.6050,5/20/2008,23.2861,5/20/2008,10.3847,5/20/2008,41.7510,5/20/2008,18.4167,5/20/2008,9.4205,5/20/2008,12.1782,5/20/2008,11.9179,5/20/2008,10.0569,5/20/2008,7.9356,5/20/2008,6.3832,5/20/2008,19.4774,5/20/2008,12.4482,5/20/2008,20.3934,5/20/2008,8.0224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2008,55.3192,5/21/2008,41.4894,1/4/2011,24.8044,5/21/2008,36.3636,5/21/2008,27.2727,5/21/2008,14.9807,5/21/2008,50.0000,5/21/2008,26.8859,5/21/2008,31.2379,5/21/2008,54.7389,5/21/2008,19.3907,5/21/2008,12.0793,5/21/2008,18.8104,5/21/2008,9.3037,5/21/2008,40.4255,5/21/2008,8.1431,5/21/2008,27.3694,5/21/2008,17.3017,5/21/2008,27.3694,5/21/2008,70.3095,5/21/2008,38.8781,5/21/2008,6.5039,5/21/2008,22.9207,5/21/2008,10.2224,5/21/2008,41.1025,5/21/2008,17.8820,5/21/2008,9.1054,5/21/2008,12.3888,5/21/2008,12.1277,5/21/2008,9.8840,5/21/2008,7.9110,5/21/2008,6.4313,5/21/2008,19.3037,5/21/2008,12.3308,5/21/2008,21.2766,5/21/2008,7.9787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2008,55.2672,5/22/2008,40.9458,1/5/2011,24.6816,5/22/2008,35.7555,5/22/2008,27.2011,5/22/2008,15.3403,5/22/2008,49.2118,5/22/2008,26.7205,5/22/2008,30.9496,5/22/2008,55.8439,5/22/2008,18.9254,5/22/2008,12.3799,5/22/2008,19.1753,5/22/2008,9.2753,5/22/2008,41.5225,5/22/2008,8.0930,5/22/2008,27.9700,5/22/2008,17.4933,5/22/2008,28.3545,5/22/2008,70.7420,5/22/2008,38.9273,5/22/2008,6.4639,5/22/2008,22.8278,5/22/2008,10.3902,5/22/2008,42.6759,5/22/2008,17.8874,5/22/2008,9.0350,5/22/2008,12.4856,5/22/2008,12.1011,5/22/2008,9.9673,5/22/2008,7.8143,5/22/2008,6.3918,5/22/2008,19.6559,5/22/2008,12.3606,5/22/2008,21.6263,5/22/2008,8.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2008,57.3397,5/23/2008,42.1073,1/6/2011,24.7625,5/23/2008,36.9652,5/23/2008,27.4571,5/23/2008,15.9115,5/23/2008,50.1601,5/23/2008,27.1660,5/23/2008,31.3379,5/23/2008,56.7575,5/23/2008,19.6468,5/23/2008,12.8845,5/23/2008,19.0162,5/23/2008,9.4790,5/23/2008,41.8162,5/23/2008,8.3438,5/23/2008,28.9124,5/23/2008,17.7646,5/23/2008,28.9124,5/23/2008,71.3108,5/23/2008,39.0996,5/23/2008,6.6460,5/23/2008,23.5762,5/23/2008,10.5850,5/23/2008,43.4656,5/23/2008,17.9393,5/23/2008,8.9696,5/23/2008,12.8650,5/23/2008,12.4187,5/23/2008,10.1096,5/23/2008,7.8296,5/23/2008,6.3452,5/23/2008,19.8894,5/23/2008,12.6710,5/23/2008,22.4605,5/23/2008,8.1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2008,55.7596,5/26/2008,41.1674,1/7/2011,24.7046,5/26/2008,36.5288,5/26/2008,27.0101,5/26/2008,15.7518,5/26/2008,49.3815,5/26/2008,27.0584,5/26/2008,30.7306,5/26/2008,55.5663,5/26/2008,19.2404,5/26/2008,12.6884,5/26/2008,18.3610,5/26/2008,9.3062,5/26/2008,41.1674,5/26/2008,8.2625,5/26/2008,28.1214,5/26/2008,17.5976,5/26/2008,28.0247,5/26/2008,68.9988,5/26/2008,37.9784,5/26/2008,6.5230,5/26/2008,23.3862,5/26/2008,10.5238,5/26/2008,42.6169,5/26/2008,18.8152,5/26/2008,8.8665,5/26/2008,12.4855,5/26/2008,12.2053,5/26/2008,9.8183,5/26/2008,7.6537,5/26/2008,6.0881,5/26/2008,19.1051,5/26/2008,12.3502,5/26/2008,22.1299,5/26/2008,7.9919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2008,56.9754,5/27/2008,41.7948,1/11/2011,24.8650,5/27/2008,37.1829,5/27/2008,27.1906,5/27/2008,15.6610,5/27/2008,49.2890,5/27/2008,27.1906,5/27/2008,31.4181,5/27/2008,57.6480,5/27/2008,19.6003,5/27/2008,13.0573,5/27/2008,18.5434,5/27/2008,9.3005,5/27/2008,40.9301,5/27/2008,8.2437,5/27/2008,27.9593,5/27/2008,17.7364,5/27/2008,28.4877,5/27/2008,69.3697,5/27/2008,38.2398,5/27/2008,6.5334,5/27/2008,24.8367,5/27/2008,10.7033,5/27/2008,42.4673,5/27/2008,18.8797,5/27/2008,8.8442,5/27/2008,12.6249,5/27/2008,11.9716,5/27/2008,9.9347,5/27/2008,7.6480,5/27/2008,6.0530,5/27/2008,19.0719,5/27/2008,12.4231,5/27/2008,22.1945,5/27/2008,8.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2008,56.7084,5/28/2008,40.6426,1/12/2011,25.0932,5/28/2008,36.9131,5/28/2008,27.4457,5/28/2008,15.6928,5/28/2008,48.3886,5/28/2008,26.1547,5/28/2008,31.3666,5/28/2008,55.6565,5/28/2008,19.8910,5/28/2008,12.9961,5/28/2008,18.0262,5/28/2008,9.2187,5/28/2008,40.2601,5/28/2008,8.2528,5/28/2008,27.6370,5/28/2008,17.5289,5/28/2008,28.2108,5/28/2008,68.1840,5/28/2008,37.5825,5/28/2008,6.6463,5/28/2008,24.8159,5/28/2008,10.6245,5/28/2008,41.2164,5/28/2008,18.7339,5/28/2008,8.7740,5/28/2008,12.2789,5/28/2008,11.7338,5/28/2008,9.7734,5/28/2008,7.5548,5/28/2008,6.0151,5/28/2008,18.6956,5/28/2008,12.3745,5/28/2008,22.1383,5/28/2008,7.8034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2008,58.1219,5/29/2008,41.8402,1/13/2011,25.2086,5/29/2008,36.4445,5/29/2008,27.3571,5/29/2008,15.5812,5/29/2008,48.7505,5/29/2008,26.8364,5/29/2008,32.3741,5/29/2008,56.7967,5/29/2008,19.8788,5/29/2008,12.8550,5/29/2008,18.1749,5/29/2008,9.3904,5/29/2008,40.2310,5/29/2008,8.2734,5/29/2008,27.2624,5/29/2008,17.8058,5/29/2008,28.6823,5/29/2008,67.9667,5/29/2008,37.4858,5/29/2008,6.7209,5/29/2008,24.6119,5/29/2008,10.7914,5/29/2008,40.9883,5/29/2008,18.4779,5/29/2008,8.7278,5/29/2008,12.2870,5/29/2008,11.4540,5/29/2008,9.8353,5/29/2008,7.6486,5/29/2008,6.1246,5/29/2008,18.4684,5/29/2008,12.5615,5/29/2008,22.3874,5/29/2008,7.9042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2008,57.9037,5/30/2008,42.2669,1/14/2011,25.1597,5/30/2008,36.2017,5/30/2008,28.1937,5/30/2008,15.6274,5/30/2008,49.7536,5/30/2008,27.7673,5/30/2008,32.6005,5/30/2008,57.7142,5/30/2008,20.1384,5/30/2008,12.9928,5/30/2008,18.5747,5/30/2008,9.7043,5/30/2008,40.2767,5/30/2008,8.4818,5/30/2008,27.9094,5/30/2008,18.3472,5/30/2008,29.6626,5/30/2008,69.5603,5/30/2008,38.1918,5/30/2008,6.7523,5/30/2008,24.6399,5/30/2008,10.7373,5/30/2008,41.5087,5/30/2008,18.8211,5/30/2008,8.7519,5/30/2008,12.4052,5/30/2008,11.9598,5/30/2008,10.8984,5/30/2008,7.7616,5/30/2008,6.2737,5/30/2008,18.7168,5/30/2008,12.7180,5/30/2008,22.4128,5/30/2008,8.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2008,57.9543,6/2/2008,41.8346,1/17/2011,25.0121,6/2/2008,36.0775,6/2/2008,27.7298,6/2/2008,15.9470,6/2/2008,50.3742,6/2/2008,27.6818,6/2/2008,32.8152,6/2/2008,58.0503,6/2/2008,20.2936,6/2/2008,13.3947,6/2/2008,18.7584,6/2/2008,9.7774,6/2/2008,40.4913,6/2/2008,8.5013,6/2/2008,27.5379,6/2/2008,18.3554,6/2/2008,30.2245,6/2/2008,68.7968,6/2/2008,38.5723,6/2/2008,6.9325,6/2/2008,25.0912,6/2/2008,10.7657,6/2/2008,42.0265,6/2/2008,18.8160,6/2/2008,8.8419,6/2/2008,12.4352,6/2/2008,12.0322,6/2/2008,11.1303,6/2/2008,7.8104,6/2/2008,6.8317,6/2/2008,18.7488,6/2/2008,12.6655,6/2/2008,22.6444,6/2/2008,8.2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2008,57.2080,6/3/2008,40.6728,1/18/2011,24.9638,6/3/2008,34.8760,6/3/2008,26.7984,6/3/2008,15.6324,6/3/2008,49.7007,6/3/2008,27.3211,6/3/2008,31.7400,6/3/2008,57.4931,6/3/2008,19.9088,6/3/2008,12.9336,6/3/2008,18.9110,6/3/2008,9.4270,6/3/2008,40.1026,6/3/2008,8.2011,6/3/2008,26.8935,6/3/2008,17.9797,6/3/2008,29.7444,6/3/2008,67.2812,6/3/2008,37.4418,6/3/2008,7.1985,6/3/2008,24.6128,6/3/2008,10.8239,6/3/2008,42.1933,6/3/2008,18.0177,6/3/2008,8.6572,6/3/2008,12.0308,6/3/2008,11.7267,6/3/2008,10.9380,6/3/2008,7.6309,6/3/2008,7.3458,6/3/2008,18.2743,6/3/2008,12.2874,6/3/2008,22.2370,6/3/2008,8.0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2008,57.9710,6/4/2008,41.8574,1/19/2011,25.1465,6/4/2008,35.4691,6/4/2008,27.1262,6/4/2008,15.6655,6/4/2008,49.8665,6/4/2008,28.0320,6/4/2008,33.1808,6/4/2008,56.2548,6/4/2008,20.1182,6/4/2008,13.1198,6/4/2008,19.4985,6/4/2008,9.4966,6/4/2008,40.1411,6/4/2008,8.2285,6/4/2008,26.3158,6/4/2008,18.2971,6/4/2008,30.2250,6/4/2008,67.5057,6/4/2008,37.7574,6/4/2008,7.1034,6/4/2008,24.2658,6/4/2008,11.1556,6/4/2008,42.9062,6/4/2008,18.5355,6/4/2008,8.8244,6/4/2008,12.0614,6/4/2008,11.8898,6/4/2008,11.2033,6/4/2008,7.7040,6/4/2008,6.8936,6/4/2008,18.7262,6/4/2008,12.4237,6/4/2008,22.2159,6/4/2008,8.3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2008,56.6679,6/5/2008,40.6120,1/20/2011,24.7104,6/5/2008,35.3230,6/5/2008,26.9173,6/5/2008,15.3853,6/5/2008,49.3955,6/5/2008,27.2478,6/5/2008,32.3007,6/5/2008,55.7235,6/5/2008,20.2116,6/5/2008,13.0525,6/5/2008,19.6921,6/5/2008,9.4447,6/5/2008,41.0843,6/5/2008,8.2263,6/5/2008,25.4061,6/5/2008,18.3887,6/5/2008,30.4118,6/5/2008,67.1515,6/5/2008,37.4953,6/5/2008,6.8946,6/5/2008,23.6116,6/5/2008,11.3053,6/5/2008,42.1232,6/5/2008,18.1999,6/5/2008,8.7930,6/5/2008,12.1553,6/5/2008,11.9664,6/5/2008,11.0975,6/5/2008,7.5935,6/5/2008,7.0552,6/5/2008,18.6815,6/5/2008,12.4575,6/5/2008,22.2422,6/5/2008,8.1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2008,56.6414,6/6/2008,42.5047,1/21/2011,24.8459,6/6/2008,36.0531,6/6/2008,27.4194,6/6/2008,15.4934,6/6/2008,50.4744,6/6/2008,27.2770,6/6/2008,32.8273,6/6/2008,55.2182,6/6/2008,20.5408,6/6/2008,12.7894,6/6/2008,20.1613,6/6/2008,9.8292,6/6/2008,40.7970,6/6/2008,8.2827,6/6/2008,24.9526,6/6/2008,18.4156,6/6/2008,30.1708,6/6/2008,66.4137,6/6/2008,37.6660,6/6/2008,6.8786,6/6/2008,23.7192,6/6/2008,11.1290,6/6/2008,42.8843,6/6/2008,18.2543,6/6/2008,8.8330,6/6/2008,12.3340,6/6/2008,11.9260,6/6/2008,10.9677,6/6/2008,7.6566,6/6/2008,7.1158,6/6/2008,18.5104,6/6/2008,12.5332,6/6/2008,22.3435,6/6/2008,8.1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2008,55.2887,6/9/2008,41.0662,1/24/2011,25.0637,6/9/2008,35.3207,6/9/2008,26.8437,6/9/2008,15.5411,6/9/2008,49.0722,6/9/2008,26.2315,6/9/2008,31.8357,6/9/2008,55.4771,6/9/2008,20.2035,6/9/2008,12.7060,6/9/2008,19.7796,6/9/2008,9.4848,6/9/2008,40.4069,6/9/2008,8.1096,6/9/2008,25.5251,6/9/2008,17.9523,6/9/2008,29.2926,6/9/2008,64.6134,6/9/2008,37.2987,6/9/2008,6.6403,6/9/2008,23.9239,6/9/2008,10.8411,6/9/2008,41.9139,6/9/2008,18.3385,6/9/2008,8.7595,6/9/2008,11.9902,6/9/2008,11.6605,6/9/2008,10.7187,6/9/2008,7.6010,6/9/2008,7.0453,6/9/2008,18.0842,6/9/2008,12.1127,6/9/2008,21.7105,6/9/2008,7.9778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2008,54.3691,6/10/2008,40.9400,1/25/2011,25.0395,6/10/2008,35.3446,6/10/2008,26.4385,6/10/2008,15.3875,6/10/2008,49.1467,6/10/2008,25.4593,6/10/2008,31.9873,6/10/2008,55.0219,6/10/2008,19.9571,6/10/2008,12.8229,6/10/2008,19.5374,6/10/2008,9.3444,6/10/2008,40.3805,6/10/2008,8.0108,6/10/2008,26.0655,6/10/2008,17.9148,6/10/2008,28.7233,6/10/2008,64.2544,6/10/2008,36.8367,6/10/2008,6.3182,6/10/2008,24.0604,6/10/2008,10.7619,6/10/2008,41.8726,6/10/2008,18.4090,6/10/2008,8.5517,6/10/2008,11.8251,6/10/2008,11.3494,6/10/2008,10.6780,6/10/2008,7.5632,6/10/2008,6.6866,6/10/2008,17.8308,6/10/2008,11.9090,6/10/2008,21.4492,6/10/2008,7.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2008,54.8906,6/11/2008,41.2381,1/26/2011,25.0728,6/11/2008,35.1599,6/11/2008,27.8193,6/11/2008,15.4760,6/11/2008,49.6540,6/11/2008,25.2011,6/11/2008,33.3832,6/11/2008,55.6387,6/11/2008,19.7775,6/11/2008,12.8296,6/11/2008,19.7307,6/11/2008,9.4820,6/11/2008,40.4900,6/11/2008,7.9858,6/11/2008,25.6218,6/11/2008,18.4122,6/11/2008,28.7077,6/11/2008,66.0183,6/11/2008,36.6561,6/11/2008,6.4288,6/11/2008,23.5179,6/11/2008,10.9127,6/11/2008,40.2095,6/11/2008,18.3280,6/11/2008,8.5001,6/11/2008,11.8852,6/11/2008,11.2213,6/11/2008,10.6415,6/11/2008,7.6305,6/11/2008,6.3494,6/11/2008,17.9914,6/11/2008,11.9693,6/11/2008,21.5074,6/11/2008,7.6305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2008,52.1441,6/12/2008,40.1964,1/27/2011,24.9367,6/12/2008,34.2688,6/12/2008,27.6003,6/12/2008,15.3283,6/12/2008,48.6246,6/12/2008,23.8492,6/12/2008,32.5090,6/12/2008,54.6448,6/12/2008,19.6814,6/12/2008,12.4016,6/12/2008,18.9405,6/12/2008,9.1600,6/12/2008,39.5480,6/12/2008,7.7799,6/12/2008,25.0533,6/12/2008,18.4866,6/12/2008,27.6003,6/12/2008,65.6664,6/12/2008,36.3990,6/12/2008,6.2286,6/12/2008,22.5989,6/12/2008,10.5863,6/12/2008,41.4930,6/12/2008,18.4125,6/12/2008,8.3310,6/12/2008,11.6514,6/12/2008,11.0679,6/12/2008,10.3640,6/12/2008,7.5854,6/12/2008,6.3814,6/12/2008,18.0606,6/12/2008,11.7347,6/12/2008,21.1633,6/12/2008,7.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2008,52.6023,6/13/2008,40.4705,1/28/2011,24.7261,6/13/2008,33.9878,6/13/2008,26.9494,6/13/2008,15.3454,6/13/2008,48.9906,6/13/2008,23.5692,6/13/2008,33.5247,6/13/2008,55.4732,6/13/2008,19.1239,6/13/2008,12.4745,6/13/2008,19.4017,6/13/2008,9.2795,6/13/2008,39.2665,6/13/2008,7.6959,6/13/2008,24.6805,6/13/2008,18.4293,6/13/2008,26.9031,6/13/2008,66.2160,6/13/2008,36.2104,6/13/2008,6.1354,6/13/2008,22.6894,6/13/2008,10.5297,6/13/2008,42.3227,6/13/2008,18.1886,6/13/2008,8.3441,6/13/2008,11.5577,6/13/2008,11.0298,6/13/2008,10.2704,6/13/2008,7.6033,6/13/2008,6.2697,6/13/2008,17.8829,6/13/2008,11.7151,6/13/2008,21.1150,6/13/2008,7.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2008,54.0041,6/16/2008,41.9826,1/31/2011,24.8506,6/16/2008,34.8622,6/16/2008,27.2332,6/16/2008,15.4707,6/16/2008,50.2127,6/16/2008,24.2741,6/16/2008,34.2149,6/16/2008,55.4836,6/16/2008,18.9569,6/16/2008,12.4746,6/16/2008,19.6967,6/16/2008,9.4785,6/16/2008,39.5783,6/16/2008,7.8972,6/16/2008,24.5977,6/16/2008,18.2264,6/16/2008,27.0020,6/16/2008,66.4879,6/16/2008,36.3418,6/16/2008,6.2650,6/16/2008,22.3322,6/16/2008,10.3939,6/16/2008,42.0751,6/16/2008,18.3558,6/16/2008,8.4012,6/16/2008,11.6608,6/16/2008,11.0043,6/16/2008,10.3385,6/16/2008,7.5920,6/16/2008,6.2881,6/16/2008,18.3281,6/16/2008,11.6053,6/16/2008,20.9913,6/16/2008,7.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2008,53.9089,6/17/2008,42.8863,2/1/2011,24.9324,6/17/2008,35.0130,6/17/2008,27.1397,6/17/2008,15.6262,6/17/2008,49.9259,6/17/2008,24.1293,6/17/2008,33.6236,6/17/2008,55.3909,6/17/2008,18.8033,6/17/2008,12.5139,6/17/2008,19.4980,6/17/2008,9.3831,6/17/2008,40.4780,6/17/2008,7.9567,6/17/2008,25.1482,6/17/2008,18.1456,6/17/2008,27.0471,6/17/2008,66.5061,6/17/2008,36.2171,6/17/2008,7.2017,6/17/2008,22.6010,6/17/2008,10.3835,6/17/2008,41.4042,6/17/2008,18.3957,6/17/2008,8.1975,6/17/2008,11.8470,6/17/2008,10.9115,6/17/2008,10.6984,6/17/2008,7.8826,6/17/2008,6.7618,6/17/2008,18.7570,6/17/2008,11.5506,6/17/2008,21.2579,6/17/2008,7.3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2008,54.5926,6/18/2008,42.7287,2/2/2011,24.6847,6/18/2008,35.0357,6/18/2008,27.2036,6/18/2008,15.6734,6/18/2008,51.0705,6/18/2008,24.7011,6/18/2008,34.7576,6/18/2008,56.3537,6/18/2008,19.0472,6/18/2008,12.5962,6/18/2008,19.3716,6/18/2008,9.5190,6/18/2008,40.1335,6/18/2008,7.8784,6/18/2008,25.2572,6/18/2008,18.0925,6/18/2008,27.2036,6/18/2008,66.6420,6/18/2008,36.3333,6/18/2008,6.7662,6/18/2008,22.5229,6/18/2008,10.4736,6/18/2008,40.6896,6/18/2008,18.7691,6/18/2008,8.1843,6/18/2008,11.8083,6/18/2008,11.0205,6/18/2008,10.6312,6/18/2008,7.8969,6/18/2008,6.9793,6/18/2008,18.9082,6/18/2008,11.7434,6/18/2008,21.2717,6/18/2008,7.3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2008,52.9777,6/19/2008,41.4004,2/3/2011,24.6409,6/19/2008,34.3614,6/19/2008,26.5815,6/19/2008,15.6803,6/19/2008,50.8475,6/19/2008,23.9881,6/19/2008,33.3426,6/19/2008,56.7750,6/19/2008,18.8941,6/19/2008,12.3738,6/19/2008,18.7552,6/19/2008,9.3915,6/19/2008,40.1037,6/19/2008,7.8170,6/19/2008,24.8217,6/19/2008,17.9494,6/19/2008,26.9519,6/19/2008,67.3335,6/19/2008,36.0285,6/19/2008,6.5991,6/19/2008,22.1358,6/19/2008,10.2158,6/19/2008,40.0111,6/19/2008,18.2273,6/19/2008,8.0208,6/19/2008,11.5866,6/19/2008,11.0216,6/19/2008,10.4103,6/19/2008,7.8077,6/19/2008,6.5481,6/19/2008,18.4588,6/19/2008,11.7162,6/19/2008,21.1633,6/19/2008,7.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2008,52.5286,6/20/2008,41.8180,2/4/2011,24.5784,6/20/2008,34.1809,6/20/2008,26.2643,6/20/2008,15.8424,6/20/2008,50.8522,6/20/2008,23.5634,6/20/2008,32.6907,6/20/2008,56.5335,6/20/2008,18.9997,6/20/2008,12.5733,6/20/2008,18.9997,6/20/2008,9.6955,6/20/2008,40.5141,6/20/2008,7.8793,6/20/2008,25.2398,6/20/2008,17.6586,6/20/2008,26.6369,6/20/2008,68.7343,6/20/2008,36.2299,6/20/2008,6.7058,6/20/2008,23.0046,6/20/2008,10.1611,6/20/2008,39.1171,6/20/2008,18.7669,6/20/2008,8.0702,6/20/2008,11.6513,6/20/2008,10.8038,6/20/2008,10.4219,6/20/2008,8.0097,6/20/2008,6.4078,6/20/2008,18.7669,6/20/2008,11.6513,6/20/2008,21.2350,6/20/2008,7.1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
