Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy
11/9/2011,1.9615,11/9/2011,2.0159,11/9/2011,0.8665,11/9/2011,1.751,11/9/2011,0.982,11/9/2011,0.133,11/9/2011,0.348,12/15/2011,-0.274,11/9/2011,77.82
11/10/2011,2.0564,11/10/2011,2.0901,11/10/2011,0.9064,11/10/2011,1.8198,11/10/2011,0.973,11/10/2011,0.131,11/10/2011,0.342,12/16/2011,-0.28,11/10/2011,77.65
11/11/2011,2.0564,11/11/2011,2.0901,11/11/2011,0.9064,11/11/2011,1.8198,11/11/2011,0.971,11/11/2011,0.131,11/11/2011,0.345,12/19/2011,-0.28,11/11/2011,77.2
11/14/2011,2.0556,11/14/2011,2.0599,11/14/2011,0.9031,11/14/2011,1.7795,11/14/2011,0.979,11/14/2011,0.133,11/14/2011,0.353,12/20/2011,-0.281,11/14/2011,77.07
11/15/2011,2.0451,11/15/2011,2.0222,11/15/2011,0.9031,11/15/2011,1.7048,11/15/2011,0.973,11/15/2011,0.126,11/15/2011,0.344,12/22/2011,-0.26,11/15/2011,77.03
11/16/2011,2,11/16/2011,1.9421,11/16/2011,0.874,11/16/2011,1.5918,11/16/2011,0.953,11/16/2011,0.127,11/16/2011,0.333,12/23/2011,-0.263,11/16/2011,77.06
11/17/2011,1.9602,11/17/2011,1.9249,11/17/2011,0.8611,11/17/2011,1.5423,11/17/2011,0.962,11/17/2011,0.124,11/17/2011,0.331,12/26/2011,-0.255,11/17/2011,76.98
11/18/2011,2.0104,11/18/2011,1.9687,11/18/2011,0.9222,11/18/2011,1.5864,11/18/2011,0.949,11/18/2011,0.12,11/18/2011,0.308,12/27/2011,-0.245,11/18/2011,76.91
11/21/2011,1.955,11/21/2011,1.9074,11/21/2011,0.8963,11/21/2011,1.5347,11/21/2011,0.96,11/21/2011,0.124,11/21/2011,0.314,12/28/2011,-0.224,11/21/2011,76.89
11/22/2011,1.917,11/22/2011,1.8923,11/22/2011,0.8704,11/22/2011,1.5349,11/22/2011,0.968,11/22/2011,0.129,11/22/2011,0.318,12/29/2011,-0.22,11/22/2011,76.97
11/23/2011,1.8835,11/23/2011,1.9097,11/23/2011,0.8782,11/23/2011,1.5487,11/23/2011,0.968,11/23/2011,0.129,11/23/2011,0.318,12/30/2011,-0.212,11/23/2011,77.31
11/24/2011,1.8835,11/24/2011,1.9097,11/24/2011,0.8782,11/24/2011,1.5487,11/24/2011,0.979,11/24/2011,0.134,11/24/2011,0.325,1/5/2012,-0.201,11/24/2011,77.12
11/25/2011,1.9635,11/25/2011,1.943,11/25/2011,0.9311,11/25/2011,1.5714,11/25/2011,1.028,11/25/2011,0.143,11/25/2011,0.349,1/6/2012,-0.2,11/25/2011,77.73
11/28/2011,1.9739,11/28/2011,1.9666,11/28/2011,0.9247,11/28/2011,1.6043,11/28/2011,1.058,11/28/2011,0.145,11/28/2011,0.383,1/9/2012,-0.2,11/28/2011,77.98
11/29/2011,1.9913,11/29/2011,2.0009,11/29/2011,0.9263,11/29/2011,1.6358,11/29/2011,1.062,11/29/2011,0.144,11/29/2011,0.388,1/11/2012,-0.179,11/29/2011,77.93
11/30/2011,2.068,11/30/2011,2.0589,11/30/2011,0.952,11/30/2011,1.6832,11/30/2011,1.072,11/30/2011,0.141,11/30/2011,0.378,1/12/2012,-0.182,11/30/2011,77.62
12/1/2011,2.0873,12/1/2011,2.0584,12/1/2011,0.9649,12/1/2011,1.6868,12/1/2011,1.065,12/1/2011,0.142,12/1/2011,0.377,1/13/2012,-0.173,12/1/2011,77.7
12/2/2011,2.0331,12/2/2011,2.0556,12/2/2011,0.9135,12/2/2011,1.6946,12/2/2011,1.07,12/2/2011,0.137,12/2/2011,0.357,1/16/2012,-0.18,12/2/2011,77.99
12/5/2011,2.0436,12/5/2011,2.0707,12/5/2011,0.9361,12/5/2011,1.6977,12/5/2011,1.054,12/5/2011,0.136,12/5/2011,0.355,1/17/2012,-0.165,12/5/2011,77.82
12/6/2011,2.0891,12/6/2011,2.0855,12/6/2011,0.9442,12/6/2011,1.661,12/6/2011,1.045,12/6/2011,0.132,12/6/2011,0.351,1/18/2012,-0.162,12/6/2011,77.73
12/7/2011,2.0296,12/7/2011,2.0504,12/7/2011,0.8895,12/7/2011,1.6177,12/7/2011,1.045,12/7/2011,0.137,12/7/2011,0.356,1/19/2012,-0.169,12/7/2011,77.68
12/8/2011,1.9704,12/8/2011,1.9881,12/8/2011,0.838,12/8/2011,1.5591,12/8/2011,1.043,12/8/2011,0.134,12/8/2011,0.357,1/20/2012,-0.156,12/8/2011,77.64
12/9/2011,2.0611,12/9/2011,2.029,12/9/2011,0.8911,12/9/2011,1.5778,12/9/2011,1.021,12/9/2011,0.135,12/9/2011,0.346,1/23/2012,-0.16,12/9/2011,77.65
12/12/2011,2.0121,12/12/2011,2.0509,12/12/2011,0.8605,12/12/2011,1.5737,12/12/2011,1.024,12/12/2011,0.14,12/12/2011,0.356,1/24/2012,-0.159,12/12/2011,77.94
12/13/2011,1.9651,12/13/2011,2.0174,12/13/2011,0.8508,12/13/2011,1.5735,12/13/2011,1.005,12/13/2011,0.134,12/13/2011,0.335,1/25/2012,-0.148,12/13/2011,78
12/14/2011,1.9027,12/14/2011,1.9529,12/14/2011,0.8492,12/14/2011,1.5286,12/14/2011,1,12/14/2011,0.133,12/14/2011,0.331,1/26/2012,-0.142,12/14/2011,78.07
12/15/2011,1.9079,12/15/2011,1.9261,12/15/2011,0.8524,12/15/2011,1.5381,12/15/2011,0.982,12/15/2011,0.128,12/15/2011,0.329,1/27/2012,-0.13,12/15/2011,77.86
12/16/2011,1.8474,12/16/2011,1.9126,12/16/2011,0.7992,12/16/2011,1.5255,12/16/2011,0.986,12/16/2011,0.135,12/16/2011,0.351,1/30/2012,-0.119,12/16/2011,77.76
12/19/2011,1.8096,12/19/2011,1.9287,12/19/2011,0.8088,12/19/2011,1.561,12/19/2011,0.973,12/19/2011,0.131,12/19/2011,0.349,1/31/2012,-0.075,12/19/2011,78.05
12/20/2011,1.9233,12/20/2011,2.0391,12/20/2011,0.8556,12/20/2011,1.6395,12/20/2011,0.979,12/20/2011,0.134,12/20/2011,0.351,2/1/2012,-0.075,12/20/2011,77.89
12/21/2011,1.9668,12/21/2011,2.0539,12/21/2011,0.9167,12/21/2011,1.6264,12/21/2011,0.98,12/21/2011,0.137,12/21/2011,0.351,2/2/2012,-0.064,12/21/2011,78.06
12/22/2011,1.9476,12/22/2011,2.0336,12/22/2011,0.9151,12/22/2011,1.5805,12/22/2011,0.978,12/22/2011,0.135,12/22/2011,0.35,2/3/2012,-0.065,12/22/2011,78.17
12/23/2011,2.0244,12/23/2011,2.081,12/23/2011,0.9763,12/23/2011,1.617,12/23/2011,0.978,12/23/2011,0.135,12/23/2011,0.35,2/6/2012,-0.036,12/23/2011,78.09
12/26/2011,2.0244,12/26/2011,2.081,12/26/2011,0.9763,12/26/2011,1.617,12/26/2011,0.977,12/26/2011,0.13,12/26/2011,0.348,2/7/2012,-0.036,12/26/2011,77.98
12/27/2011,2.0052,12/27/2011,2.048,12/27/2011,0.9666,12/27/2011,1.5914,12/27/2011,0.984,12/27/2011,0.13,12/27/2011,0.344,2/8/2012,-0.021,12/27/2011,77.88
12/28/2011,1.9162,12/28/2011,1.9913,12/28/2011,0.9087,12/28/2011,1.5606,12/28/2011,0.998,12/28/2011,0.135,12/28/2011,0.354,2/9/2012,-0.018,12/28/2011,77.94
12/29/2011,1.8988,12/29/2011,1.9677,12/29/2011,0.8798,12/29/2011,1.5644,12/29/2011,1,12/29/2011,0.138,12/29/2011,0.354,2/10/2012,-0.023,12/29/2011,77.64
12/30/2011,1.8762,12/30/2011,1.9507,12/30/2011,0.8318,12/30/2011,1.548,12/30/2011,0.988,12/30/2011,0.136,12/30/2011,0.349,2/13/2012,-0.02,12/30/2011,76.91
1/2/2012,1.8762,1/2/2012,1.9507,1/2/2012,0.8318,1/2/2012,1.548,1/3/2012,0.977,1/3/2012,0.133,1/3/2012,0.347,2/14/2012,-0.033,1/2/2012,76.9
1/3/2012,1.9474,1/3/2012,2.0046,1/3/2012,0.8782,1/3/2012,1.5949,1/4/2012,0.991,1/4/2012,0.136,1/4/2012,0.35,2/15/2012,-0.038,1/3/2012,76.74
1/4/2012,1.9771,1/4/2012,2.0746,1/4/2012,0.8782,1/4/2012,1.6522,1/5/2012,0.985,1/5/2012,0.13,1/5/2012,0.341,2/16/2012,-0.04,1/4/2012,76.72
1/5/2012,1.9946,1/5/2012,2.1091,1/5/2012,0.8814,1/5/2012,1.6862,1/6/2012,0.981,1/6/2012,0.134,1/6/2012,0.338,2/17/2012,-0.027,1/5/2012,77.12
1/6/2012,1.9578,1/6/2012,2.0857,1/6/2012,0.8541,1/6/2012,1.6645,1/9/2012,0.981,1/9/2012,0.134,1/9/2012,0.338,2/20/2012,-0.03,1/6/2012,76.97
1/9/2012,1.9578,1/9/2012,2.0956,1/9/2012,0.8444,1/9/2012,1.6684,1/10/2012,0.98,1/10/2012,0.131,1/10/2012,0.344,2/21/2012,-0.022,1/9/2012,76.86
1/10/2012,1.9683,1/10/2012,2.0641,1/10/2012,0.8525,1/10/2012,1.6467,1/11/2012,0.969,1/11/2012,0.132,1/11/2012,0.339,2/22/2012,-0.018,1/10/2012,76.85
1/11/2012,1.9037,1/11/2012,2.0192,1/11/2012,0.8187,1/11/2012,1.6284,1/12/2012,0.961,1/12/2012,0.132,1/12/2012,0.338,2/23/2012,-0.021,1/11/2012,76.85
1/12/2012,1.9228,1/12/2012,2.0359,1/12/2012,0.8315,1/12/2012,1.6347,1/13/2012,0.947,1/13/2012,0.133,1/13/2012,0.337,2/24/2012,-0.027,1/12/2012,76.76
1/13/2012,1.8636,1/13/2012,2.0122,1/13/2012,0.7896,1/13/2012,1.6281,1/16/2012,0.946,1/16/2012,0.133,1/16/2012,0.333,2/28/2012,-0.016,1/13/2012,76.97
1/16/2012,1.8636,1/16/2012,2.0122,1/16/2012,0.7896,1/16/2012,1.6281,1/17/2012,0.969,1/17/2012,0.135,1/17/2012,0.345,2/29/2012,-0.014,1/16/2012,76.78
1/17/2012,1.8566,1/17/2012,2.0294,1/17/2012,0.7831,1/17/2012,1.655,1/18/2012,0.974,1/18/2012,0.133,1/18/2012,0.344,3/1/2012,-0.003,1/17/2012,76.83
1/18/2012,1.8983,1/18/2012,2.0589,1/18/2012,0.804,1/18/2012,1.672,1/19/2012,0.973,1/19/2012,0.131,1/19/2012,0.336,3/2/2012,0.013,1/18/2012,76.82
1/19/2012,1.977,1/19/2012,2.0993,1/19/2012,0.8572,1/19/2012,1.703,1/20/2012,0.987,1/20/2012,0.131,1/20/2012,0.346,3/5/2012,0.007,1/19/2012,77.11
1/20/2012,2.0246,1/20/2012,2.0333,1/20/2012,0.8863,1/20/2012,1.6946,1/23/2012,1.001,1/23/2012,0.133,1/23/2012,0.354,3/6/2012,0.021,1/20/2012,77.01
1/23/2012,2.0511,1/23/2012,2.0507,1/23/2012,0.9058,1/23/2012,1.701,1/24/2012,1.01,1/24/2012,0.134,1/24/2012,0.359,3/7/2012,0.018,1/23/2012,77.02
1/24/2012,2.06,1/24/2012,2.0717,1/24/2012,0.8961,1/24/2012,1.7307,1/25/2012,1.006,1/25/2012,0.132,1/25/2012,0.357,3/8/2012,0.032,1/24/2012,77.67
1/25/2012,1.9946,1/25/2012,2.1207,1/25/2012,0.7924,1/25/2012,1.7857,1/26/2012,0.985,1/26/2012,0.133,1/26/2012,0.342,3/9/2012,0.044,1/25/2012,77.78
1/26/2012,1.9313,1/26/2012,2.1123,1/26/2012,0.7713,1/26/2012,1.7963,1/27/2012,0.97,1/27/2012,0.131,1/27/2012,0.334,3/12/2012,0.035,1/26/2012,77.45
1/27/2012,1.891,1/27/2012,2.1048,1/27/2012,0.749,1/27/2012,1.8181,1/30/2012,0.963,1/30/2012,0.132,1/30/2012,0.331,3/13/2012,0.046,1/27/2012,76.7
1/30/2012,1.8439,1/30/2012,2.1042,1/30/2012,0.7363,1/30/2012,1.8028,1/31/2012,0.967,1/31/2012,0.128,1/31/2012,0.339,3/14/2012,0.076,1/30/2012,76.35
1/31/2012,1.7971,1/31/2012,2.0983,1/31/2012,0.7045,1/31/2012,1.8086,2/1/2012,0.96,2/1/2012,0.126,2/1/2012,0.331,3/15/2012,0.108,1/31/2012,76.27
2/1/2012,1.8265,2/1/2012,2.1293,2/1/2012,0.7218,2/1/2012,1.8735,2/2/2012,0.955,2/2/2012,0.131,2/2/2012,0.327,3/16/2012,0.113,2/1/2012,76.2
2/2/2012,1.8212,2/2/2012,2.1419,2/2/2012,0.7075,2/2/2012,1.8663,2/3/2012,0.949,2/3/2012,0.135,2/3/2012,0.325,3/19/2012,0.114,2/2/2012,76.22
2/3/2012,1.9224,2/3/2012,2.1638,2/3/2012,0.7677,2/3/2012,1.8595,2/6/2012,0.967,2/6/2012,0.133,2/6/2012,0.335,3/20/2012,0.114,2/3/2012,76.6
2/6/2012,1.9066,2/6/2012,2.1781,2/6/2012,0.7549,2/6/2012,1.8715,2/7/2012,0.974,2/7/2012,0.131,2/7/2012,0.338,3/21/2012,0.116,2/6/2012,76.55
2/7/2012,1.9734,2/7/2012,2.1994,2/7/2012,0.8108,2/7/2012,1.9128,2/8/2012,0.992,2/8/2012,0.132,2/8/2012,0.353,3/22/2012,0.128,2/7/2012,76.76
2/8/2012,1.9822,2/8/2012,2.1961,2/8/2012,0.83,2/8/2012,1.9116,2/9/2012,0.988,2/9/2012,0.129,2/9/2012,0.349,3/23/2012,0.145,2/8/2012,77.04
2/9/2012,2.0364,2/9/2012,2.185,2/9/2012,0.8525,2/9/2012,1.9081,2/10/2012,0.979,2/10/2012,0.125,2/10/2012,0.343,3/26/2012,0.156,2/9/2012,77.67
2/10/2012,1.9862,2/10/2012,2.2226,2/10/2012,0.8203,2/10/2012,1.8977,2/13/2012,0.982,2/13/2012,0.129,2/13/2012,0.347,3/27/2012,0.167,2/10/2012,77.61
2/13/2012,1.9741,2/13/2012,2.2335,2/13/2012,0.8347,2/13/2012,1.9424,2/14/2012,0.966,2/14/2012,0.125,2/14/2012,0.329,3/28/2012,0.174,2/13/2012,77.57
2/14/2012,1.9361,2/14/2012,2.2131,2/14/2012,0.8154,2/14/2012,1.9315,2/15/2012,0.966,2/15/2012,0.114,2/15/2012,0.323,3/29/2012,0.202,2/14/2012,78.44
2/15/2012,1.9275,2/15/2012,2.2134,2/15/2012,0.788,2/15/2012,1.9306,2/16/2012,0.948,2/16/2012,0.108,2/16/2012,0.302,3/30/2012,0.277,2/15/2012,78.43
2/16/2012,1.9827,2/16/2012,2.2493,2/16/2012,0.8556,2/16/2012,1.9764,2/17/2012,0.949,2/17/2012,0.109,2/17/2012,0.303,4/2/2012,0.313,2/16/2012,78.94
2/17/2012,2.0017,2/17/2012,2.2645,2/17/2012,0.8604,2/17/2012,1.9698,2/20/2012,0.949,2/20/2012,0.106,2/20/2012,0.3,4/3/2012,0.33,2/17/2012,79.55
2/20/2012,2.0017,2/20/2012,2.2645,2/20/2012,0.8604,2/20/2012,1.9698,2/21/2012,0.962,2/21/2012,0.108,2/21/2012,0.308,4/4/2012,0.339,2/20/2012,79.63
2/21/2012,2.0591,2/21/2012,2.2949,2/21/2012,0.9074,2/21/2012,2.0319,2/22/2012,0.978,2/22/2012,0.111,2/22/2012,0.318,4/5/2012,0.337,2/21/2012,79.74
2/22/2012,2.0034,2/22/2012,2.3069,2/22/2012,0.8588,2/22/2012,2.0541,2/23/2012,0.978,2/23/2012,0.111,2/23/2012,0.317,4/6/2012,0.345,2/22/2012,80.29
2/23/2012,1.9965,2/23/2012,2.3065,2/23/2012,0.8878,2/23/2012,2.1076,2/24/2012,0.978,2/24/2012,0.112,2/24/2012,0.306,4/9/2012,0.341,2/23/2012,80
2/24/2012,1.9757,2/24/2012,2.2837,2/24/2012,0.8894,2/24/2012,2.1086,2/27/2012,0.975,2/27/2012,0.11,2/27/2012,0.303,4/10/2012,0.361,2/24/2012,81.2
2/27/2012,1.9255,2/27/2012,2.2603,2/27/2012,0.8446,2/27/2012,2.0921,2/28/2012,0.967,2/28/2012,0.112,2/28/2012,0.302,4/11/2012,0.386,2/27/2012,80.61
2/28/2012,1.9428,2/28/2012,2.2682,2/28/2012,0.843,2/28/2012,2.0704,2/29/2012,0.963,2/29/2012,0.112,2/29/2012,0.297,4/12/2012,0.401,2/28/2012,80.46
2/29/2012,1.9705,2/29/2012,2.2683,2/29/2012,0.859,2/29/2012,2.0624,3/1/2012,0.956,3/1/2012,0.116,3/1/2012,0.299,4/13/2012,0.413,2/29/2012,81.15
3/1/2012,2.0261,3/1/2012,2.2804,3/1/2012,0.8878,3/1/2012,2.0768,3/2/2012,0.969,3/2/2012,0.111,3/2/2012,0.304,4/16/2012,0.418,3/1/2012,81.12
3/2/2012,1.9739,3/2/2012,2.2423,3/2/2012,0.8365,3/2/2012,2.04,3/5/2012,0.993,3/5/2012,0.111,3/5/2012,0.298,4/17/2012,0.428,3/2/2012,81.81
3/5/2012,2.0104,3/5/2012,2.219,3/5/2012,0.8702,3/5/2012,2.0398,3/6/2012,0.993,3/6/2012,0.115,3/6/2012,0.296,4/18/2012,0.462,3/5/2012,81.56
3/6/2012,1.9427,3/6/2012,2.1833,3/6/2012,0.8205,3/6/2012,2.0169,3/7/2012,0.983,3/7/2012,0.115,3/7/2012,0.288,4/19/2012,0.467,3/6/2012,80.89
3/7/2012,1.9756,3/7/2012,2.2209,3/7/2012,0.8493,3/7/2012,2.0672,3/8/2012,0.993,3/8/2012,0.115,3/8/2012,0.293,4/20/2012,0.472,3/7/2012,81.09
3/8/2012,2.0121,3/8/2012,2.2526,3/8/2012,0.8798,3/8/2012,2.0827,3/9/2012,0.991,3/9/2012,0.115,3/9/2012,0.293,4/23/2012,0.474,3/8/2012,81.56
3/9/2012,2.0279,3/9/2012,2.2909,3/9/2012,0.8943,3/9/2012,2.1241,3/12/2012,0.98,3/12/2012,0.115,3/12/2012,0.303,4/24/2012,0.488,3/9/2012,82.46
3/12/2012,2.0331,3/12/2012,2.2943,3/12/2012,0.9072,3/12/2012,2.1304,3/13/2012,0.977,3/13/2012,0.11,3/13/2012,0.303,4/25/2012,0.491,3/12/2012,82.23
3/13/2012,2.1263,3/13/2012,2.3434,3/13/2012,0.9833,3/13/2012,2.1821,3/14/2012,1.013,3/14/2012,0.11,3/14/2012,0.322,4/26/2012,0.51,3/13/2012,82.94
3/14/2012,2.2686,3/14/2012,2.3756,3/14/2012,1.0957,3/14/2012,2.1889,3/15/2012,1.052,3/15/2012,0.119,3/15/2012,0.369,4/27/2012,0.514,3/14/2012,83.73
3/15/2012,2.2794,3/15/2012,2.3916,3/15/2012,1.0876,3/15/2012,2.174,3/16/2012,1.048,3/16/2012,0.116,3/16/2012,0.365,4/30/2012,0.515,3/15/2012,83.57
3/16/2012,2.294,3/16/2012,2.411,3/16/2012,1.1142,3/16/2012,2.1649,3/19/2012,1.036,3/19/2012,0.113,3/19/2012,0.356,5/2/2012,0.559,3/16/2012,83.43
3/19/2012,2.3772,3/19/2012,2.4335,3/19/2012,1.1947,3/19/2012,2.171,3/20/2012,1.036,3/20/2012,0.113,3/20/2012,0.356,5/3/2012,0.558,3/19/2012,83.35
3/20/2012,2.3591,3/20/2012,2.4352,3/20/2012,1.1949,3/20/2012,2.154,3/21/2012,1.024,3/21/2012,0.113,3/21/2012,0.348,5/8/2012,0.589,3/20/2012,83.7
3/21/2012,2.296,3/21/2012,2.4007,3/21/2012,1.1375,3/21/2012,2.1136,3/22/2012,1.027,3/22/2012,0.117,3/22/2012,0.347,5/9/2012,0.6,3/21/2012,83.41
3/22/2012,2.2781,3/22/2012,2.3813,3/22/2012,1.1196,3/22/2012,2.0742,3/23/2012,1.028,3/23/2012,0.114,3/23/2012,0.343,5/10/2012,0.625,3/22/2012,82.54
3/23/2012,2.2317,3/23/2012,2.3741,3/23/2012,1.0822,3/23/2012,2.0714,3/26/2012,1.015,3/26/2012,0.115,3/26/2012,0.33,5/11/2012,0.625,3/23/2012,82.35
3/26/2012,2.2479,3/26/2012,2.3564,3/26/2012,1.079,3/26/2012,2.0541,3/27/2012,1.016,3/27/2012,0.117,3/27/2012,0.327,5/14/2012,0.63,3/26/2012,82.82
3/27/2012,2.1836,3/27/2012,2.3347,3/27/2012,1.0152,3/27/2012,2.0692,3/28/2012,1.004,3/28/2012,0.114,3/28/2012,0.322,5/15/2012,0.649,3/27/2012,83.17
3/28/2012,2.1997,3/28/2012,2.3322,3/28/2012,1.0333,3/28/2012,2.071,3/29/2012,0.995,3/29/2012,0.117,3/29/2012,0.321,5/16/2012,0.661,3/28/2012,82.9
3/29/2012,2.1587,3/29/2012,2.3186,3/29/2012,1.0129,3/29/2012,2.0463,3/30/2012,0.989,3/30/2012,0.118,3/30/2012,0.318,5/17/2012,0.679,3/29/2012,82.46
3/30/2012,2.2088,3/30/2012,2.3398,3/30/2012,1.0386,3/30/2012,2.0521,4/2/2012,1.013,4/2/2012,0.122,4/2/2012,0.341,5/18/2012,0.674,3/30/2012,82.87
4/2/2012,2.182,4/2/2012,2.3695,4/2/2012,1.008,4/2/2012,2.0795,4/3/2012,1.032,4/3/2012,0.124,4/3/2012,0.348,5/21/2012,0.691,4/2/2012,82.08
4/3/2012,2.2988,4/3/2012,2.3682,4/3/2012,1.1146,4/3/2012,2.0701,4/4/2012,1.028,4/4/2012,0.118,4/4/2012,0.343,5/22/2012,0.705,4/3/2012,82.81
4/4/2012,2.2233,4/4/2012,2.3104,4/4/2012,1.0387,4/4/2012,2.008,4/5/2012,1.004,4/5/2012,0.123,4/5/2012,0.33,5/23/2012,0.706,4/4/2012,82.46
4/5/2012,2.1805,4/5/2012,2.2879,4/5/2012,1.0064,4/5/2012,1.9865,4/6/2012,0.994,4/6/2012,0.118,4/6/2012,0.314,5/24/2012,0.714,4/5/2012,82.37
4/6/2012,2.0545,4/6/2012,2.2402,4/6/2012,0.897,4/6/2012,1.944,4/9/2012,0.969,4/9/2012,0.112,4/9/2012,0.298,5/25/2012,0.709,4/6/2012,81.64
4/9/2012,2.0474,4/9/2012,2.2363,4/9/2012,0.9082,4/9/2012,1.9353,4/10/2012,0.955,4/10/2012,0.111,4/10/2012,0.295,5/28/2012,0.706,4/9/2012,81.49
4/10/2012,1.9823,4/10/2012,2.2475,4/10/2012,0.8504,4/10/2012,1.931,4/11/2012,0.951,4/11/2012,0.11,4/11/2012,0.295,5/29/2012,0.699,4/10/2012,80.67
4/11/2012,2.0351,4/11/2012,2.3142,4/11/2012,0.8808,4/11/2012,1.987,4/12/2012,0.951,4/12/2012,0.11,4/12/2012,0.301,5/30/2012,0.703,4/11/2012,80.86
4/12/2012,2.051,4/12/2012,2.3055,4/12/2012,0.8904,4/12/2012,1.9718,4/13/2012,0.947,4/13/2012,0.112,4/13/2012,0.295,5/31/2012,0.691,4/12/2012,80.89
4/13/2012,1.9823,4/13/2012,2.272,4/13/2012,0.8484,4/13/2012,1.9727,4/16/2012,0.94,4/16/2012,0.114,4/16/2012,0.292,6/8/2012,0.648,4/13/2012,80.93
4/16/2012,1.9805,4/16/2012,2.2607,4/16/2012,0.8451,4/16/2012,1.9552,4/17/2012,0.933,4/17/2012,0.111,4/17/2012,0.285,6/11/2012,0.659,4/16/2012,80.41
4/17/2012,1.9981,4/17/2012,2.2919,4/17/2012,0.8562,4/17/2012,1.965,4/18/2012,0.941,4/18/2012,0.113,4/18/2012,0.293,6/12/2012,0.645,4/17/2012,80.85
4/18/2012,1.9753,4/18/2012,2.2692,4/18/2012,0.8417,4/18/2012,1.938,4/19/2012,0.94,4/19/2012,0.111,4/19/2012,0.29,6/13/2012,0.63,4/18/2012,81.26
4/19/2012,1.9665,4/19/2012,2.2155,4/19/2012,0.8432,4/19/2012,1.8838,4/20/2012,0.939,4/20/2012,0.111,4/20/2012,0.283,6/14/2012,0.619,4/19/2012,81.61
4/20/2012,1.9629,4/20/2012,2.2457,4/20/2012,0.8429,4/20/2012,1.966,4/23/2012,0.92,4/23/2012,0.111,4/23/2012,0.269,6/15/2012,0.612,4/20/2012,81.52
4/23/2012,1.9349,4/23/2012,2.2336,4/23/2012,0.8171,4/23/2012,1.96,4/24/2012,0.933,4/24/2012,0.114,4/24/2012,0.277,6/18/2012,0.593,4/23/2012,81.18
4/24/2012,1.9735,4/24/2012,2.2615,4/24/2012,0.846,4/24/2012,2.0126,4/25/2012,0.923,4/25/2012,0.112,4/25/2012,0.276,6/19/2012,0.576,4/24/2012,81.32
4/25/2012,1.984,4/25/2012,2.2675,4/25/2012,0.8395,4/25/2012,2.0193,4/26/2012,0.917,4/26/2012,0.114,4/26/2012,0.279,6/20/2012,0.582,4/25/2012,81.34
4/26/2012,1.9383,4/26/2012,2.2858,4/26/2012,0.8223,4/26/2012,2.0348,4/27/2012,0.897,4/27/2012,0.111,4/27/2012,0.263,6/21/2012,0.585,4/26/2012,80.99
4/27/2012,1.9348,4/27/2012,2.2726,4/27/2012,0.8255,4/27/2012,2.0576,4/30/2012,0.897,4/30/2012,0.108,4/30/2012,0.263,6/22/2012,0.588,4/27/2012,80.27
4/30/2012,1.9137,4/30/2012,2.2632,4/30/2012,0.8079,4/30/2012,2.0714,5/1/2012,0.881,5/1/2012,0.115,5/1/2012,0.257,6/25/2012,0.587,4/30/2012,79.82
5/1/2012,1.9435,5/1/2012,2.275,5/1/2012,0.8286,5/1/2012,2.0731,5/2/2012,0.892,5/2/2012,0.113,5/2/2012,0.27,6/26/2012,0.582,5/1/2012,80.09
5/2/2012,1.9277,5/2/2012,2.2736,5/2/2012,0.8222,5/2/2012,2.0571,5/3/2012,0.892,5/3/2012,0.113,5/3/2012,0.27,6/27/2012,0.582,5/2/2012,80.14
5/3/2012,1.9312,5/3/2012,2.2563,5/3/2012,0.8221,5/3/2012,2.0255,5/4/2012,0.892,5/4/2012,0.113,5/4/2012,0.27,7/2/2012,0.591,5/3/2012,80.18
5/4/2012,1.8786,5/4/2012,2.22,5/4/2012,0.7837,5/4/2012,1.9648,5/7/2012,0.861,5/7/2012,0.11,5/7/2012,0.249,7/3/2012,0.588,5/4/2012,79.85
5/7/2012,1.8716,5/7/2012,2.2054,5/7/2012,0.7772,5/7/2012,1.9583,5/8/2012,0.872,5/8/2012,0.112,5/8/2012,0.265,7/4/2012,0.592,5/7/2012,79.92
5/8/2012,1.8402,5/8/2012,2.1911,5/8/2012,0.7612,5/8/2012,1.9652,5/9/2012,0.854,5/9/2012,0.11,5/9/2012,0.247,7/5/2012,0.591,5/8/2012,79.87
5/9/2012,1.8227,5/9/2012,2.1599,5/9/2012,0.7547,5/9/2012,1.9565,5/10/2012,0.868,5/10/2012,0.112,5/10/2012,0.257,7/6/2012,0.591,5/9/2012,79.64
5/10/2012,1.867,5/10/2012,2.1665,5/10/2012,0.7579,5/10/2012,1.9685,5/11/2012,0.853,5/11/2012,0.105,5/11/2012,0.246,7/23/2012,0.509,5/10/2012,79.93
5/11/2012,1.8376,5/11/2012,2.1447,5/11/2012,0.7464,5/11/2012,1.9326,5/14/2012,0.85,5/14/2012,0.108,5/14/2012,0.242,7/24/2012,0.524,5/11/2012,79.94
5/14/2012,1.7637,5/14/2012,2.1394,5/14/2012,0.7096,5/14/2012,1.9254,5/15/2012,0.854,5/15/2012,0.108,5/15/2012,0.25,7/25/2012,0.519,5/14/2012,79.85
5/15/2012,1.7671,5/15/2012,2.1462,5/15/2012,0.7287,5/15/2012,1.9349,5/16/2012,0.834,5/16/2012,0.105,5/16/2012,0.235,7/26/2012,0.531,5/15/2012,80.18
