,XLE Equity,,XLB Equity,,XLI Equity,,XLF Equity,,XLU Equity,,XLK Equity,,XLV Equity,,XLP Equity,,XLY Equity,,,,,,,
1/22/2010,56.3,1/22/2010,31.63,1/22/2010,27.84,1/22/2010,14.182,1/22/2010,29.82,1/22/2010,21.66,1/22/2010,31.66,1/22/2010,26.29,1/22/2010,29.02,,,,,,,
1/25/2010,56.67,1/25/2010,31.91,1/25/2010,28.02,1/25/2010,14.26,1/25/2010,30.02,1/25/2010,21.84,1/25/2010,31.66,1/25/2010,26.34,1/25/2010,29.17,,,,,,,
1/26/2010,56.31,1/26/2010,31.46,1/26/2010,27.9,1/26/2010,14.01,1/26/2010,30.14,1/26/2010,21.78,1/26/2010,31.48,1/26/2010,26.31,1/26/2010,29.21,,,,,,,
1/27/2010,56.09,1/27/2010,31.19,1/27/2010,27.98,1/27/2010,14.35,1/27/2010,29.94,1/27/2010,21.96,1/27/2010,31.7,1/27/2010,26.37,1/27/2010,29.26,,,,,,,
1/28/2010,55.5,1/28/2010,30.63,1/28/2010,27.66,1/28/2010,14.28,1/28/2010,29.71,1/28/2010,21.33,1/28/2010,31.5,1/28/2010,26.3,1/28/2010,29.09,,,,,,,
1/29/2010,54.5,1/29/2010,30.14,1/29/2010,27.38,1/29/2010,14.18,1/29/2010,29.53,1/29/2010,20.959,1/29/2010,31.28,1/29/2010,26.2,1/29/2010,28.91,,,,,,,
2/1/2010,56.3,2/1/2010,31.34,2/1/2010,27.79,2/1/2010,14.42,2/1/2010,29.72,2/1/2010,21.2,2/1/2010,31.46,2/1/2010,26.4,2/1/2010,29.28,,,,,,,
2/2/2010,57.04,2/2/2010,31.44,2/2/2010,28.32,2/2/2010,14.558,2/2/2010,29.96,2/2/2010,21.41,2/2/2010,32.11,2/2/2010,26.78,2/2/2010,29.69,,,,,,,
2/3/2010,56.55,2/3/2010,31.08,2/3/2010,28.15,2/3/2010,14.4,2/3/2010,29.75,2/3/2010,21.46,2/3/2010,31.68,2/3/2010,26.59,2/3/2010,29.71,,,,,,,
2/4/2010,54.23,2/4/2010,29.92,2/4/2010,27.32,2/4/2010,13.78,2/4/2010,28.97,2/4/2010,20.86,2/4/2010,30.88,2/4/2010,26.05,2/4/2010,28.85,,,,,,,
2/5/2010,54.24,2/5/2010,30.48,2/5/2010,27.2,2/5/2010,13.94,2/5/2010,28.92,2/5/2010,21.07,2/5/2010,30.83,2/5/2010,25.98,2/5/2010,28.77,,,,,,,
2/8/2010,53.74,2/8/2010,29.99,2/8/2010,26.9,2/8/2010,13.66,2/8/2010,28.59,2/8/2010,20.98,2/8/2010,30.68,2/8/2010,25.95,2/8/2010,28.59,,,,,,,
2/9/2010,54.87,2/9/2010,30.72,2/9/2010,27.42,2/9/2010,13.8,2/9/2010,28.88,2/9/2010,21.16,2/9/2010,30.92,2/9/2010,26.26,2/9/2010,29.03,,,,,,,
2/10/2010,54.64,2/10/2010,30.51,2/10/2010,27.38,2/10/2010,13.91,2/10/2010,28.75,2/10/2010,21.1,2/10/2010,30.73,2/10/2010,26.23,2/10/2010,28.91,,,,,,,
2/11/2010,55.57,2/11/2010,31.03,2/11/2010,27.79,2/11/2010,13.94,2/11/2010,28.92,2/11/2010,21.32,2/11/2010,30.94,2/11/2010,26.441,2/11/2010,29.25,,,,,,,
2/12/2010,55.59,2/12/2010,30.97,2/12/2010,27.57,2/12/2010,13.95,2/12/2010,28.81,2/12/2010,21.36,2/12/2010,30.87,2/12/2010,26.44,2/12/2010,29.25,,,,,,,
2/16/2010,56.9,2/16/2010,31.75,2/16/2010,28.22,2/16/2010,14.24,2/16/2010,29.31,2/16/2010,21.68,2/16/2010,31.14,2/16/2010,26.71,2/16/2010,29.72,,,,,,,
2/17/2010,56.82,2/17/2010,31.77,2/17/2010,28.46,2/17/2010,14.29,2/17/2010,29.19,2/17/2010,21.74,2/17/2010,31.38,2/17/2010,26.9,2/17/2010,29.96,,,,,,,
2/18/2010,57.14,2/18/2010,32.11,2/18/2010,28.72,2/18/2010,14.38,2/18/2010,29.35,2/18/2010,21.88,2/18/2010,31.53,2/18/2010,27.06,2/18/2010,30.15,,,,,,,
2/19/2010,57.36,2/19/2010,32.29,2/19/2010,28.86,2/19/2010,14.46,2/19/2010,29.76,2/19/2010,21.82,2/19/2010,31.53,2/19/2010,27.12,2/19/2010,30.22,,,,,,,
2/22/2010,56.57,2/22/2010,32.15,2/22/2010,28.88,2/22/2010,14.65,2/22/2010,29.6,2/22/2010,21.78,2/22/2010,31.44,2/22/2010,27.12,2/22/2010,30.21,,,,,,,
2/23/2010,55.63,2/23/2010,31.64,2/23/2010,28.51,2/23/2010,14.38,2/23/2010,29.4,2/23/2010,21.51,2/23/2010,31.14,2/23/2010,26.97,2/23/2010,30.03,,,,,,,
2/24/2010,55.98,2/24/2010,31.56,2/24/2010,28.8,2/24/2010,14.63,2/24/2010,29.43,2/24/2010,21.72,2/24/2010,31.37,2/24/2010,27.14,2/24/2010,30.42,,,,,,,
2/25/2010,56.01,2/25/2010,31.49,2/25/2010,28.73,2/25/2010,14.59,2/25/2010,29.37,2/25/2010,21.66,2/25/2010,31.39,2/25/2010,27.16,2/25/2010,30.47,,,,,,,
2/26/2010,56.14,2/26/2010,31.5,2/26/2010,28.84,2/26/2010,14.68,2/26/2010,29.14,2/26/2010,21.69,2/26/2010,31.4,2/26/2010,27.03,2/26/2010,30.52,,,,,,,
3/1/2010,56.66,3/1/2010,31.98,3/1/2010,29.22,3/1/2010,14.72,3/1/2010,29.56,3/1/2010,21.97,3/1/2010,31.7,3/1/2010,27.22,3/1/2010,31,,,,,,,
3/2/2010,57.13,3/2/2010,32.25,3/2/2010,29.27,3/2/2010,14.77,3/2/2010,29.65,3/2/2010,21.94,3/2/2010,31.81,3/2/2010,27.32,3/2/2010,30.84,,,,,,,
3/3/2010,57.38,3/3/2010,32.53,3/3/2010,29.31,3/3/2010,14.78,3/3/2010,29.6,3/3/2010,21.95,3/3/2010,31.68,3/3/2010,27.33,3/3/2010,30.93,,,,,,,
3/4/2010,57.08,3/4/2010,32.75,3/4/2010,29.45,3/4/2010,14.93,3/4/2010,29.66,3/4/2010,22.04,3/4/2010,31.58,3/4/2010,27.42,3/4/2010,31.21,,,,,,,
3/5/2010,58.15,3/5/2010,33.17,3/5/2010,29.9,3/5/2010,15.22,3/5/2010,29.96,3/5/2010,22.31,3/5/2010,32.02,3/5/2010,27.59,3/5/2010,31.79,,,,,,,
3/8/2010,58.06,3/8/2010,33.17,3/8/2010,29.76,3/8/2010,15.25,3/8/2010,29.96,3/8/2010,22.43,3/8/2010,31.83,3/8/2010,27.49,3/8/2010,31.87,,,,,,,
3/9/2010,58.06,3/9/2010,32.96,3/9/2010,30,3/9/2010,15.3,3/9/2010,29.92,3/9/2010,22.53,3/9/2010,31.81,3/9/2010,27.45,3/9/2010,31.82,,,,,,,
3/10/2010,58.57,3/10/2010,32.97,3/10/2010,30.06,3/10/2010,15.47,3/10/2010,29.93,3/10/2010,22.68,3/10/2010,31.83,3/10/2010,27.41,3/10/2010,31.89,,,,,,,
3/11/2010,58.47,3/11/2010,33.16,3/11/2010,30.17,3/11/2010,15.6,3/11/2010,30.03,3/11/2010,22.77,3/11/2010,32.08,3/11/2010,27.46,3/11/2010,32.12,,,,,,,
3/12/2010,58.5,3/12/2010,33.29,3/12/2010,30.37,3/12/2010,15.54,3/12/2010,29.84,3/12/2010,22.75,3/12/2010,31.84,3/12/2010,27.48,3/12/2010,32.21,,,,,,,
3/15/2010,57.9,3/15/2010,33.28,3/15/2010,30.37,3/15/2010,15.54,3/15/2010,29.95,3/15/2010,22.73,3/15/2010,32.05,3/15/2010,27.689,3/15/2010,32.17,,,,,,,
3/16/2010,58.42,3/16/2010,33.77,3/16/2010,30.78,3/16/2010,15.729,3/16/2010,30.3,3/16/2010,22.9,3/16/2010,32.14,3/16/2010,27.82,3/16/2010,32.41,,,,,,,
3/17/2010,59.06,3/17/2010,33.96,3/17/2010,30.83,3/17/2010,15.92,3/17/2010,30.4,3/17/2010,22.97,3/17/2010,32.15,3/17/2010,27.94,3/17/2010,32.57,,,,,,,
3/18/2010,58.18,3/18/2010,33.72,3/18/2010,31.04,3/18/2010,15.83,3/18/2010,30.26,3/18/2010,23,3/18/2010,32.37,3/18/2010,27.97,3/18/2010,32.56,,,,,,,
3/19/2010,57.28,3/19/2010,33.28,3/19/2010,30.81,3/19/2010,15.69,3/19/2010,29.96,3/19/2010,22.79,3/19/2010,32.25,3/19/2010,27.77,3/19/2010,32.4,,,,,,,
3/22/2010,57.13,3/22/2010,33.77,3/22/2010,30.9,3/22/2010,15.77,3/22/2010,29.76,3/22/2010,22.96,3/22/2010,32.46,3/22/2010,27.91,3/22/2010,32.74,,,,,,,
3/23/2010,57.35,3/23/2010,34.21,3/23/2010,31.25,3/23/2010,15.9,3/23/2010,29.88,3/23/2010,23.18,3/23/2010,32.62,3/23/2010,28.13,3/23/2010,32.87,,,,,,,
3/24/2010,57.02,3/24/2010,34.11,3/24/2010,31.03,3/24/2010,15.91,3/24/2010,29.57,3/24/2010,23.07,3/24/2010,32.27,3/24/2010,27.93,3/24/2010,32.74,,,,,,,
3/25/2010,56.06,3/25/2010,33.43,3/25/2010,31.01,3/25/2010,15.98,3/25/2010,29.38,3/25/2010,23.11,3/25/2010,32.14,3/25/2010,27.89,3/25/2010,32.93,,,,,,,
3/26/2010,56.08,3/26/2010,33.68,3/26/2010,31.09,3/26/2010,16,3/26/2010,29.45,3/26/2010,23,3/26/2010,31.9,3/26/2010,27.91,3/26/2010,33.06,,,,,,,
3/29/2010,57.17,3/29/2010,34.04,3/29/2010,31.37,3/29/2010,16.02,3/29/2010,29.81,3/29/2010,23.07,3/29/2010,32.24,3/29/2010,28.04,3/29/2010,33.11,,,,,,,
3/30/2010,57.26,3/30/2010,34.09,3/30/2010,31.42,3/30/2010,15.92,3/30/2010,29.73,3/30/2010,23.17,3/30/2010,32.24,3/30/2010,28.09,3/30/2010,33.08,,,,,,,
3/31/2010,57.52,3/31/2010,33.92,3/31/2010,31.24,3/31/2010,15.95,3/31/2010,29.66,3/31/2010,23.1,3/31/2010,32.13,3/31/2010,27.93,3/31/2010,32.84,,,,,,,
4/1/2010,58.54,4/1/2010,34.51,4/1/2010,31.44,4/1/2010,16.08,4/1/2010,30.07,4/1/2010,23.06,4/1/2010,32.31,4/1/2010,28.11,4/1/2010,33.07,,,,,,,
4/5/2010,59.58,4/5/2010,34.93,4/5/2010,31.67,4/5/2010,16.24,4/5/2010,30.25,4/5/2010,23.33,4/5/2010,32.22,4/5/2010,28.11,4/5/2010,33.47,,,,,,,
4/6/2010,59.58,4/6/2010,34.99,4/6/2010,31.68,4/6/2010,16.41,4/6/2010,30.5,4/6/2010,23.35,4/6/2010,32.2,4/6/2010,28.02,4/6/2010,33.52,,,,,,,
4/7/2010,58.99,4/7/2010,34.77,4/7/2010,31.5,4/7/2010,16.35,4/7/2010,30.2,4/7/2010,23.26,4/7/2010,32.06,4/7/2010,27.84,4/7/2010,33.4,,,,,,,
4/8/2010,59.2,4/8/2010,34.85,4/8/2010,31.6025,4/8/2010,16.48,4/8/2010,30.02,4/8/2010,23.3,4/8/2010,31.94,4/8/2010,27.89,4/8/2010,33.72,,,,,,,
4/9/2010,59.83,4/9/2010,34.91,4/9/2010,31.78,4/9/2010,16.541,4/9/2010,30.24,4/9/2010,23.48,4/9/2010,32.08,4/9/2010,28.04,4/9/2010,33.97,,,,,,,
4/12/2010,59.97,4/12/2010,34.8,4/12/2010,31.85,4/12/2010,16.61,4/12/2010,30.32,4/12/2010,23.53,4/12/2010,31.99,4/12/2010,28.13,4/12/2010,33.97,,,,,,,
4/13/2010,59.76,4/13/2010,34.67,4/13/2010,31.9,4/13/2010,16.62,4/13/2010,30.16,4/13/2010,23.6,4/13/2010,32.02,4/13/2010,28.04,4/13/2010,34.15,,,,,,,
4/14/2010,60.33,4/14/2010,34.93,4/14/2010,32.31,4/14/2010,17.05,4/14/2010,30.19,4/14/2010,23.94,4/14/2010,31.91,4/14/2010,28.08,4/14/2010,34.68,,,,,,,
4/15/2010,60.32,4/15/2010,34.93,4/15/2010,32.62,4/15/2010,16.98,4/15/2010,30.18,4/15/2010,24.05,4/15/2010,31.82,4/15/2010,28.03,4/15/2010,34.83,,,,,,,
4/16/2010,59.3,4/16/2010,34.33,4/16/2010,32.09,4/16/2010,16.36,4/16/2010,29.83,4/16/2010,23.73,4/16/2010,31.63,4/16/2010,27.91,4/16/2010,34.37,,,,,,,
4/19/2010,59.38,4/19/2010,34.34,4/19/2010,32.03,4/19/2010,16.52,4/19/2010,29.86,4/19/2010,23.78,4/19/2010,31.89,4/19/2010,28.02,4/19/2010,34.43,,,,,,,
4/20/2010,60.54,4/20/2010,34.449,4/20/2010,32.4,4/20/2010,16.74,4/20/2010,30.24,4/20/2010,23.91,4/20/2010,31.96,4/20/2010,28.099,4/20/2010,34.85,,,,,,,
4/21/2010,60.48,4/21/2010,34.36,4/21/2010,32.62,4/21/2010,16.64,4/21/2010,30.27,4/21/2010,23.96,4/21/2010,31.4,4/21/2010,28.1,4/21/2010,35.01,,,,,,,
4/22/2010,60.63,4/22/2010,34.7,4/22/2010,32.92,4/22/2010,16.73,4/22/2010,30.37,4/22/2010,24.02,4/22/2010,31.04,4/22/2010,28.1,4/22/2010,35.64,,,,,,,
4/23/2010,62.09,4/23/2010,35.01,4/23/2010,33.12,4/23/2010,16.78,4/23/2010,30.61,4/23/2010,24.08,4/23/2010,31.35,4/23/2010,28.03,4/23/2010,35.67,,,,,,,
4/26/2010,61.88,4/26/2010,35.16,4/26/2010,33.19,4/26/2010,16.5175,4/26/2010,30.5,4/26/2010,24.05,4/26/2010,31.02,4/26/2010,27.97,4/26/2010,35.95,,,,,,,
4/27/2010,59.98,4/27/2010,33.88,4/27/2010,32.39,4/27/2010,15.959,4/27/2010,29.98,4/27/2010,23.58,4/27/2010,30.66,4/27/2010,27.48,4/27/2010,34.91,,,,,,,
4/28/2010,60.59,4/28/2010,34.29,4/28/2010,32.62,4/28/2010,16.19,4/28/2010,30.29,4/28/2010,23.65,4/28/2010,30.86,4/28/2010,27.7,4/28/2010,34.79,,,,,,,
4/29/2010,60.66,4/29/2010,34.6,4/29/2010,33.36,4/29/2010,16.56,4/29/2010,30.32,4/29/2010,23.89,4/29/2010,31.28,4/29/2010,27.79,4/29/2010,35.56,,,,,,,
4/30/2010,59.91,4/30/2010,33.99,4/30/2010,32.57,4/30/2010,16.159,4/30/2010,30.44,4/30/2010,23.389,4/30/2010,30.88,4/30/2010,27.63,4/30/2010,34.82,,,,,,,
5/3/2010,60.59,5/3/2010,33.97,5/3/2010,33.22,5/3/2010,16.47,5/3/2010,30.83,5/3/2010,23.71,5/3/2010,31.03,5/3/2010,27.79,5/3/2010,35.52,,,,,,,
5/4/2010,58.97,5/4/2010,32.79,5/4/2010,32.17,5/4/2010,16.02,5/4/2010,30.3,5/4/2010,23.03,5/4/2010,30.85,5/4/2010,27.51,5/4/2010,34.4825,,,,,,,
5/5/2010,58.04,5/5/2010,32.55,5/5/2010,31.76,5/5/2010,15.9325,5/5/2010,30.09,5/5/2010,22.93,5/5/2010,30.95,5/5/2010,27.61,5/5/2010,33.99,,,,,,,
5/6/2010,56.0549,5/6/2010,31.48,5/6/2010,30.71,5/6/2010,15.26,5/6/2010,29.26,5/6/2010,22.24,5/6/2010,30.12,5/6/2010,26.92,5/6/2010,32.78,,,,,,,
5/7/2010,54.99,5/7/2010,31.13,5/7/2010,30.03,5/7/2010,15.09,5/7/2010,29.1,5/7/2010,21.75,5/7/2010,29.72,5/7/2010,26.74,5/7/2010,32.18,,,,,,,
5/10/2010,57.34,5/10/2010,32.61,5/10/2010,31.75,5/10/2010,15.931,5/10/2010,30,5/10/2010,22.75,5/10/2010,30.52,5/10/2010,27.52,5/10/2010,33.86,,,,,,,
5/11/2010,56.96,5/11/2010,32.2,5/11/2010,31.66,5/11/2010,15.87,5/11/2010,30.06,5/11/2010,22.6,5/11/2010,30.46,5/11/2010,27.51,5/11/2010,33.85,,,,,,,
5/12/2010,57.75,5/12/2010,32.87,5/12/2010,32.36,5/12/2010,16.05,5/12/2010,30.31,5/12/2010,23.19,5/12/2010,30.71,5/12/2010,27.7,5/12/2010,34.34,,,,,,,
5/13/2010,57.38,5/13/2010,32.38,5/13/2010,31.86,5/13/2010,15.76,5/13/2010,30.18,5/13/2010,22.85,5/13/2010,30.38,5/13/2010,27.53,5/13/2010,33.57,,,,,,,
5/14/2010,56.24,5/14/2010,31.59,5/14/2010,31.19,5/14/2010,15.35,5/14/2010,29.93,5/14/2010,22.41,5/14/2010,29.97,5/14/2010,27.27,5/14/2010,33.01,,,,,,,
5/17/2010,55.66,5/17/2010,31.59,5/17/2010,31.11,5/17/2010,15.36,5/17/2010,29.96,5/17/2010,22.52,5/17/2010,29.97,5/17/2010,27.56,5/17/2010,33.26,,,,,,,
5/18/2010,55.23,5/18/2010,31.05,5/18/2010,30.72,5/18/2010,14.92,5/18/2010,29.67,5/18/2010,22.18,5/18/2010,29.73,5/18/2010,27.4,5/18/2010,32.64,,,,,,,
5/19/2010,54.6,5/19/2010,31.05,5/19/2010,30.33,5/19/2010,14.94,5/19/2010,29.37,5/19/2010,22.01,5/19/2010,29.66,5/19/2010,27.33,5/19/2010,32.44,,,,,,,
5/20/2010,52.16,5/20/2010,29.64,5/20/2010,29.01,5/20/2010,14.245,5/20/2010,28.49,5/20/2010,21.31,5/20/2010,28.73,5/20/2010,26.52,5/20/2010,31.18,,,,,,,
5/21/2010,53.07,5/21/2010,30.37,5/21/2010,29.42,5/21/2010,14.75,5/21/2010,28.62,5/21/2010,21.47,5/21/2010,28.8,5/21/2010,26.62,5/21/2010,31.73,,,,,,,
5/24/2010,51.86,5/24/2010,29.85,5/24/2010,28.98,5/24/2010,14.33,5/24/2010,28.35,5/24/2010,21.37,5/24/2010,28.73,5/24/2010,26.43,5/24/2010,31.51,,,,,,,
5/25/2010,51.98,5/25/2010,30.35,5/25/2010,28.96,5/25/2010,14.46,5/25/2010,28.2,5/25/2010,21.31,5/25/2010,28.61,5/25/2010,26.12,5/25/2010,31.83,,,,,,,
5/26/2010,51.87,5/26/2010,30.11,5/26/2010,29.02,5/26/2010,14.36,5/26/2010,28.19,5/26/2010,21.1,5/26/2010,28.43,5/26/2010,25.95,5/26/2010,31.73,,,,,,,
5/27/2010,54.07,5/27/2010,31.3,5/27/2010,30,5/27/2010,15.01,5/27/2010,28.73,5/27/2010,21.82,5/27/2010,29.01,5/27/2010,26.48,5/27/2010,32.87,,,,,,,
5/28/2010,53.05,5/28/2010,30.75,5/28/2010,29.6,5/28/2010,14.68,5/28/2010,28.76,5/28/2010,21.64,5/28/2010,28.87,5/28/2010,26.35,5/28/2010,32.37,,,,,,,
6/1/2010,50.53,6/1/2010,29.76,6/1/2010,28.94,6/1/2010,14.37,6/1/2010,28.09,6/1/2010,21.43,6/1/2010,28.55,6/1/2010,26.29,6/1/2010,31.88,,,,,,,
6/2/2010,52.72,6/2/2010,30.68,6/2/2010,29.69,6/2/2010,14.82,6/2/2010,28.68,6/2/2010,21.91,6/2/2010,29.17,6/2/2010,26.74,6/2/2010,32.68,,,,,,,
6/3/2010,53.43,6/3/2010,30.31,6/3/2010,29.8275,6/3/2010,14.739,6/3/2010,28.98,6/3/2010,22.13,6/3/2010,29.34,6/3/2010,26.78,6/3/2010,32.79,,,,,,,
6/4/2010,51.55,6/4/2010,29.11,6/4/2010,28.43,6/4/2010,14.15,6/4/2010,28.1175,6/4/2010,21.42,6/4/2010,28.48,6/4/2010,26.07,6/4/2010,31.52,,,,,,,
6/7/2010,51.1,6/7/2010,28.59,6/7/2010,27.7,6/7/2010,13.87,6/7/2010,28.29,6/7/2010,21.11,6/7/2010,28.44,6/7/2010,25.87,6/7/2010,30.92,,,,,,,
6/8/2010,51.95,6/8/2010,29.24,6/8/2010,27.99,6/8/2010,14.16,6/8/2010,28.66,6/8/2010,21.15,6/8/2010,28.51,6/8/2010,26.29,6/8/2010,31.18,,,,,,,
6/9/2010,51.41,6/9/2010,29.28,6/9/2010,27.99,6/9/2010,14.01,6/9/2010,28.5,6/9/2010,21.04,6/9/2010,28.38,6/9/2010,26.24,6/9/2010,31.22,,,,,,,
6/10/2010,53.99,6/10/2010,30.33,6/10/2010,29.07,6/10/2010,14.47,6/10/2010,29.2,6/10/2010,21.55,6/10/2010,28.92,6/10/2010,26.69,6/10/2010,32.28,,,,,,,
6/11/2010,54.32,6/11/2010,30.67,6/11/2010,29.17,6/11/2010,14.51,6/11/2010,29.22,6/11/2010,21.74,6/11/2010,29.16,6/11/2010,26.47,6/11/2010,32.25,,,,,,,
6/14/2010,54.04,6/14/2010,30.37,6/14/2010,29.14,6/14/2010,14.45,6/14/2010,29.39,6/14/2010,21.7,6/14/2010,29.21,6/14/2010,26.62,6/14/2010,32.34,,,,,,,
6/15/2010,55.62,6/15/2010,31.12,6/15/2010,30.02,6/15/2010,14.7925,6/15/2010,29.96,6/15/2010,22.27,6/15/2010,29.71,6/15/2010,26.89,6/15/2010,33.11,,,,,,,
6/16/2010,55.58,6/16/2010,31.08,6/16/2010,29.94,6/16/2010,14.8,6/16/2010,30.15,6/16/2010,22.33,6/16/2010,29.82,6/16/2010,26.71,6/16/2010,32.88,,,,,,,
6/17/2010,55.52,6/17/2010,30.91,6/17/2010,30.03,6/17/2010,14.78,6/17/2010,30.37,6/17/2010,22.41,6/17/2010,29.86,6/17/2010,26.95,6/17/2010,32.68,,,,,,,
6/18/2010,55.61,6/18/2010,30.95,6/18/2010,30,6/18/2010,14.83,6/18/2010,30.08,6/18/2010,22.33,6/18/2010,29.55,6/18/2010,26.66,6/18/2010,32.47,,,,,,,
6/21/2010,55.49,6/21/2010,31.14,6/21/2010,30.05,6/21/2010,14.81,6/21/2010,29.87,6/21/2010,22.17,6/21/2010,29.5,6/21/2010,26.59,6/21/2010,32.21,,,,,,,
6/22/2010,53.87,6/22/2010,30.37,6/22/2010,29.3225,6/22/2010,14.575,6/22/2010,29.13,6/22/2010,21.98,6/22/2010,29.21,6/22/2010,26.3,6/22/2010,31.49,,,,,,,
6/23/2010,53.46,6/23/2010,30.43,6/23/2010,29.21,6/23/2010,14.51,6/23/2010,28.87,6/23/2010,21.94,6/23/2010,29.09,6/23/2010,26.47,6/23/2010,31.47,,,,,,,
6/24/2010,52.34,6/24/2010,29.66,6/24/2010,28.7,6/24/2010,14.25,6/24/2010,28.71,6/24/2010,21.5,6/24/2010,28.88,6/24/2010,26.15,6/24/2010,30.72,,,,,,,
6/25/2010,52.49,6/25/2010,30.1,6/25/2010,28.92,6/25/2010,14.635,6/25/2010,28.84,6/25/2010,21.475,6/25/2010,29.01,6/25/2010,25.88,6/25/2010,30.81,,,,,,,
6/28/2010,51.78,6/28/2010,29.76,6/28/2010,28.72,6/28/2010,14.5,6/28/2010,29.03,6/28/2010,21.52,6/28/2010,28.96,6/28/2010,26.1,6/28/2010,30.58,,,,,,,
6/29/2010,50.07,6/29/2010,28.66,6/29/2010,27.61,6/29/2010,13.98,6/29/2010,28.44,6/29/2010,20.72,6/29/2010,28.43,6/29/2010,25.68,6/29/2010,29.49,,,,,,,
6/30/2010,49.68,6/30/2010,28.37,6/30/2010,27.43,6/30/2010,13.81,6/30/2010,28.26,6/30/2010,20.4,6/30/2010,28.2,6/30/2010,25.5,6/30/2010,29.13,,,,,,,
7/1/2010,49.5,7/1/2010,28.21,7/1/2010,27.35,7/1/2010,13.68,7/1/2010,28.13,7/1/2010,20.32,7/1/2010,27.96,7/1/2010,25.55,7/1/2010,29.37,,,,,,,
7/2/2010,49.38,7/2/2010,28.05,7/2/2010,27.01,7/2/2010,13.52,7/2/2010,28.16,7/2/2010,20.29,7/2/2010,28.03,7/2/2010,25.45,7/2/2010,29.04,,,,,,,
7/6/2010,49.86,7/6/2010,28.08,7/6/2010,27.06,7/6/2010,13.6,7/6/2010,28.49,7/6/2010,20.49,7/6/2010,28.17,7/6/2010,25.6,7/6/2010,29.04,,,,,,,
7/7/2010,51.62,7/7/2010,29.2,7/7/2010,28,7/7/2010,14.2,7/7/2010,29.37,7/7/2010,21.15,7/7/2010,28.72,7/7/2010,26.09,7/7/2010,29.86,,,,,,,
7/8/2010,52.35,7/8/2010,29.68,7/8/2010,28.36,7/8/2010,14.31,7/8/2010,29.6,7/8/2010,21.28,7/8/2010,28.96,7/8/2010,26.48,7/8/2010,30.12,,,,,,,
7/9/2010,52.62,7/9/2010,30.39,7/9/2010,28.64,7/9/2010,14.51,7/9/2010,29.8,7/9/2010,21.39,7/9/2010,29.03,7/9/2010,26.48,7/9/2010,30.41,,,,,,,
7/12/2010,52.48,7/12/2010,29.99,7/12/2010,28.49,7/12/2010,14.53,7/12/2010,29.9,7/12/2010,21.49,7/12/2010,28.98,7/12/2010,26.57,7/12/2010,30.45,,,,,,,
7/13/2010,53.11,7/13/2010,30.8,7/13/2010,28.99,7/13/2010,14.89,7/13/2010,30,7/13/2010,21.8,7/13/2010,29.2,7/13/2010,26.81,7/13/2010,31.21,,,,,,,
7/14/2010,53.05,7/14/2010,30.7,7/14/2010,29.05,7/14/2010,14.78,7/14/2010,30.01,7/14/2010,21.93,7/14/2010,29.2,7/14/2010,26.82,7/14/2010,31.01,,,,,,,
7/15/2010,52.99,7/15/2010,30.67,7/15/2010,29.04,7/15/2010,14.75,7/15/2010,30.21,7/15/2010,22,7/15/2010,29.29,7/15/2010,26.9,7/15/2010,31.11,,,,,,,
7/16/2010,51.73,7/16/2010,29.83,7/16/2010,28.07,7/16/2010,14.129,7/16/2010,29.69,7/16/2010,21.3725,7/16/2010,28.68,7/16/2010,26.52,7/16/2010,30.02,,,,,,,
7/19/2010,52.06,7/19/2010,29.86,7/19/2010,28.23,7/19/2010,14.12,7/19/2010,30.15,7/19/2010,21.58,7/19/2010,28.81,7/19/2010,26.57,7/19/2010,30.31,,,,,,,
7/20/2010,53.25,7/20/2010,30.76,7/20/2010,28.67,7/20/2010,14.27,7/20/2010,30.42,7/20/2010,21.72,7/20/2010,28.73,7/20/2010,26.89,7/20/2010,30.74,,,,,,,
7/21/2010,52.38,7/21/2010,30.66,7/21/2010,28.6,7/21/2010,14.039,7/21/2010,29.95,7/21/2010,21.46,7/21/2010,28.26,7/21/2010,26.6,7/21/2010,30.19,,,,,,,
7/22/2010,53.54,7/22/2010,31.32,7/22/2010,29.48,7/22/2010,14.45,7/22/2010,30.43,7/22/2010,22.04,7/22/2010,28.44,7/22/2010,26.9,7/22/2010,31.1,,,,,,,
7/23/2010,53.78,7/23/2010,32.01,7/23/2010,30.07,7/23/2010,14.56,7/23/2010,30.48,7/23/2010,22.19,7/23/2010,28.43,7/23/2010,27.15,7/23/2010,31.55,,,,,,,
7/26/2010,54.25,7/26/2010,32.2,7/26/2010,30.56,7/26/2010,14.76,7/26/2010,30.7,7/26/2010,22.32,7/26/2010,28.84,7/26/2010,27.29,7/26/2010,32.02,,,,,,,
7/27/2010,53.99,7/27/2010,31.94,7/27/2010,30.35,7/27/2010,14.8,7/27/2010,31.15,7/27/2010,22.39,7/27/2010,28.87,7/27/2010,27.39,7/27/2010,31.61,,,,,,,
7/28/2010,53.87,7/28/2010,31.84,7/28/2010,30.27,7/28/2010,14.67,7/28/2010,31,7/28/2010,22.21,7/28/2010,28.48,7/28/2010,27.24,7/28/2010,31.39,,,,,,,
7/29/2010,53.95,7/29/2010,31.81,7/29/2010,30.17,7/29/2010,14.72,7/29/2010,30.52,7/29/2010,22.01,7/29/2010,28.46,7/29/2010,26.91,7/29/2010,31.23,,,,,,,
