,1800 HK Equity,,1186 HK Equity,,390 HK Equity,,2338 HK Equity,,1919 HK Equity,,177 HK Equity,,552 HK Equity,,576 HK Equity,,2866 HK Equity,,2357 HK Equity,,694 HK Equity,,3898 HK Equity,,1882 HK Equity,,1138 HK Equity,,1333 HK Equity,,2880 HK Equity,,3808 HK Equity,,107 HK Equity,,2382 HK Equity,,38 HK Equity,,1308 HK Equity,,2222 HK Equity,,995 HK Equity,,1133 HK Equity,,631 HK Equity,,598 HK Equity,,3339 HK Equity,,1101 HK Equity,,1893 HK Equity,,1685 HK Equity,,826 HK Equity,,187 HK Equity,,357 HK Equity,,6888 HK Equity,,3378 HK Equity,,1080 HK Equity,,1708 HK Equity,,569 HK Equity,,2345 HK Equity
2/5/2009,1.1028,2/5/2009,1.3363,2/5/2009,0.60107,2/5/2009,0.8868,2/5/2009,0.71715,2/5/2009,0.7068,2/5/2009,0.58796,2/5/2009,0.6578,2/5/2009,0.16897,2/5/2009,0.1612,2/5/2009,0.45918,2/5/2009,0.8577,2/5/2009,0.1329,2/5/2009,1.10926,2/1/2010,1.0391,2/5/2009,0.29021,2/5/2009,0.62557,2/5/2009,0.18316,2/5/2009,0.0684,2/5/2009,0.23346,7/5/2011,0.53728,2/14/2011,0.5195,2/5/2009,0.36116,2/5/2009,0.77261,8/24/2010,0.86925,2/5/2009,0.17155,2/5/2009,0.13124,8/18/2011,0.47719,2/5/2009,0.48756,7/19/2011,0.51312,2/5/2009,0.04837,2/5/2009,0.11738,2/5/2009,0.37921,,,2/5/2009,0.1019,9/16/2010,0.22017,2/5/2009,0.5327,2/5/2009,0.178,2/5/2009,0.10706
2/6/2009,1.1440,2/6/2009,1.3465,2/6/2009,0.61261,2/6/2009,0.8867,2/6/2009,0.71321,2/6/2009,0.7081,2/6/2009,0.6207,2/6/2009,0.6500,2/6/2009,0.17153,2/6/2009,0.1715,2/6/2009,0.46558,2/6/2009,0.8976,2/6/2009,0.1354,2/6/2009,1.12333,2/2/2010,1.0389,2/6/2009,0.31469,2/6/2009,0.62551,2/6/2009,0.18314,2/6/2009,0.0671,2/6/2009,0.23989,7/6/2011,0.53711,2/15/2011,0.52477,2/6/2009,0.35854,2/6/2009,0.75964,8/25/2010,0.86579,2/6/2009,0.17153,2/6/2009,0.13219,8/19/2011,0.43611,2/6/2009,0.53136,7/20/2011,0.52487,2/6/2009,0.05094,2/6/2009,0.11736,2/6/2009,0.38691,,,2/6/2009,0.10705,9/17/2010,0.22023,2/6/2009,0.5133,2/6/2009,0.18443,2/6/2009,0.1122
2/9/2009,1.1390,2/9/2009,1.3570,2/9/2009,0.62176,2/9/2009,0.8686,2/9/2009,0.73657,2/9/2009,0.6901,2/9/2009,0.61704,2/9/2009,0.6747,2/9/2009,0.17285,2/9/2009,0.1703,2/9/2009,0.48502,2/9/2009,0.9314,2/9/2009,0.1393,2/9/2009,1.11452,2/3/2010,1.0391,2/9/2009,0.30314,2/9/2009,0.62047,2/9/2009,0.18188,2/9/2009,0.0658,2/9/2009,0.23864,7/7/2011,0.53701,2/16/2011,0.51603,2/9/2009,0.35603,2/9/2009,0.76752,8/26/2010,0.88449,2/9/2009,0.17543,2/9/2009,0.13061,8/22/2011,0.39748,2/9/2009,0.51598,7/21/2011,0.52365,2/9/2009,0.0516,2/9/2009,0.12255,2/9/2009,0.38699,,,2/9/2009,0.10836,9/20/2010,0.22152,2/9/2009,0.5134,2/9/2009,0.19349,2/9/2009,0.10965
2/10/2009,1.1404,2/10/2009,1.3906,2/10/2009,0.62824,2/10/2009,0.8675,2/10/2009,0.75079,2/10/2009,0.7173,2/10/2009,0.61076,2/10/2009,0.6773,2/10/2009,0.1806,2/10/2009,0.1716,2/10/2009,0.49666,2/10/2009,0.9946,2/10/2009,0.1367,2/10/2009,1.112,2/4/2010,1.0388,2/10/2009,0.29155,2/10/2009,0.61276,2/10/2009,0.17931,2/10/2009,0.0671,2/10/2009,0.23736,7/8/2011,0.5358,2/17/2011,0.52135,2/10/2009,0.35089,2/10/2009,0.78691,8/27/2010,0.89131,2/10/2009,0.17157,2/10/2009,0.13126,8/23/2011,0.40145,2/10/2009,0.51601,7/22/2011,0.53142,2/10/2009,0.05386,2/10/2009,0.12513,2/10/2009,0.38701,,,2/10/2009,0.10836,9/21/2010,0.21774,2/10/2009,0.51343,2/10/2009,0.19866,2/10/2009,0.11094
2/11/2009,1.1121,2/11/2009,1.3804,2/11/2009,0.6141,2/11/2009,0.8493,2/11/2009,0.71086,2/11/2009,0.7057,2/11/2009,0.60071,2/11/2009,0.6825,2/11/2009,0.17159,2/11/2009,0.1664,2/11/2009,0.47735,2/11/2009,1.0037,2/11/2009,0.1355,2/11/2009,1.0579,2/5/2010,1.0385,2/11/2009,0.29802,2/11/2009,0.60249,2/11/2009,0.18062,2/11/2009,0.0645,2/11/2009,0.22835,7/11/2011,0.53667,2/18/2011,0.52282,2/11/2009,0.35478,2/11/2009,0.76762,8/30/2010,0.90156,2/11/2009,0.1703,2/11/2009,0.13804,8/24/2011,0.38871,2/11/2009,0.49928,7/25/2011,0.52487,2/11/2009,0.05451,2/11/2009,0.11998,2/11/2009,0.3793,,,2/11/2009,0.10192,9/22/2010,0.21527,2/11/2009,0.51605,2/11/2009,0.19352,2/11/2009,0.10708
2/12/2009,1.0694,2/12/2009,1.4190,2/12/2009,0.59596,2/12/2009,0.8331,2/12/2009,0.65917,2/12/2009,0.7030,2/12/2009,0.59559,2/12/2009,0.6953,2/12/2009,0.15866,2/12/2009,0.1651,2/12/2009,0.45793,2/12/2009,0.9404,2/12/2009,0.1419,2/12/2009,0.94296,2/8/2010,1.0385,2/12/2009,0.29669,2/12/2009,0.59596,2/12/2009,0.17801,2/12/2009,0.0645,2/12/2009,0.22574,7/12/2011,0.52599,2/21/2011,0.51774,2/12/2009,0.36248,2/12/2009,0.69916,8/31/2010,0.88276,2/12/2009,0.16511,2/12/2009,0.1319,8/25/2011,0.40019,2/12/2009,0.47986,7/26/2011,0.53657,2/12/2009,0.0516,2/12/2009,0.11868,2/12/2009,0.3728,,,2/12/2009,0.10062,9/24/2010,0.21271,2/12/2009,0.55468,2/12/2009,0.19607,2/12/2009,0.10578
2/13/2009,1.1028,2/13/2009,1.4214,2/13/2009,0.61911,2/13/2009,0.8577,2/13/2009,0.66296,2/13/2009,0.6991,2/13/2009,0.60561,2/13/2009,0.7017,2/13/2009,0.16381,2/13/2009,0.1677,2/13/2009,0.46949,2/13/2009,0.9661,2/13/2009,0.1599,2/13/2009,0.95833,2/9/2010,0.7555,2/13/2009,0.30697,2/13/2009,0.61266,2/13/2009,0.17928,2/13/2009,0.0645,2/13/2009,0.23088,7/13/2011,0.52897,2/22/2011,0.51075,2/13/2009,0.3792,2/13/2009,0.70939,9/1/2010,0.88326,2/13/2009,0.16767,2/13/2009,0.13253,8/26/2011,0.39384,2/13/2009,0.49271,7/27/2011,0.55193,2/13/2009,0.05772,2/13/2009,0.12124,2/13/2009,0.37404,,,2/13/2009,0.10318,9/27/2010,0.21397,2/13/2009,0.56494,2/13/2009,0.19347,2/13/2009,0.10576
2/16/2009,1.0976,2/16/2009,1.4187,2/16/2009,0.64101,2/16/2009,0.8598,2/16/2009,0.64359,2/16/2009,0.6965,2/16/2009,0.59423,2/16/2009,0.6939,2/16/2009,0.16122,2/16/2009,0.1574,2/16/2009,0.46947,2/16/2009,0.9596,2/16/2009,0.1574,2/16/2009,0.92218,2/10/2010,0.8391,2/16/2009,0.30438,2/16/2009,0.59716,2/16/2009,0.1767,2/16/2009,0.0645,2/16/2009,0.23216,7/14/2011,0.52904,2/23/2011,0.49389,2/16/2009,0.37532,2/16/2009,0.70679,9/2/2010,0.89401,2/16/2009,0.1638,2/16/2009,0.13607,8/29/2011,0.4067,2/16/2009,0.50687,7/28/2011,0.54027,2/16/2009,0.05739,2/16/2009,0.12511,2/16/2009,0.38435,,,2/16/2009,0.10447,9/28/2010,0.21398,2/16/2009,0.58039,2/16/2009,0.1883,2/16/2009,0.11092
2/17/2009,1.0446,2/17/2009,1.3180,2/17/2009,0.60612,2/17/2009,0.8501,2/17/2009,0.60483,2/17/2009,0.7028,2/17/2009,0.56767,2/17/2009,0.6642,2/17/2009,0.15217,2/17/2009,0.1573,2/17/2009,0.44491,2/17/2009,0.9337,2/17/2009,0.1573,2/17/2009,0.83695,2/11/2010,0.8495,2/17/2009,0.29145,2/17/2009,0.59322,2/17/2009,0.17281,2/17/2009,0.0638,2/17/2009,0.22568,7/15/2011,0.49267,2/24/2011,0.47328,2/17/2009,0.36883,2/17/2009,0.68478,9/3/2010,0.93163,2/17/2009,0.15346,2/17/2009,0.12993,8/30/2011,0.40161,2/17/2009,0.4836,7/29/2011,0.52859,2/17/2009,0.05158,2/17/2009,0.1122,2/17/2009,0.3843,,,2/17/2009,0.10188,9/29/2010,0.2127,2/17/2009,0.59193,2/17/2009,0.19989,2/17/2009,0.10575
2/18/2009,1.0689,2/18/2009,1.2997,2/18/2009,0.60343,2/18/2009,0.8123,2/18/2009,0.64856,2/18/2009,0.7143,2/18/2009,0.58145,2/18/2009,0.6937,2/18/2009,0.15602,2/18/2009,0.1638,2/18/2009,0.44097,2/18/2009,0.9542,2/18/2009,0.1599,2/18/2009,0.92578,2/12/2010,0.8211,2/18/2009,0.30688,2/18/2009,0.59054,2/18/2009,0.1702,2/18/2009,0.0632,2/18/2009,0.22435,7/18/2011,0.4861,2/25/2011,0.48496,2/18/2009,0.39069,2/18/2009,0.67177,9/6/2010,0.94093,2/18/2009,0.15344,2/18/2009,0.13216,8/31/2011,0.40454,2/18/2009,0.47579,8/1/2011,0.51474,2/18/2009,0.05158,2/18/2009,0.11605,2/18/2009,0.37521,,,2/18/2009,0.10315,9/30/2010,0.20877,2/18/2009,0.59054,2/18/2009,0.19083,2/18/2009,0.10702
2/19/2009,1.0599,2/19/2009,1.3152,2/19/2009,0.60604,2/19/2009,0.8381,2/19/2009,0.63312,2/19/2009,0.7414,2/19/2009,0.5903,2/19/2009,0.6744,2/19/2009,0.15602,2/19/2009,0.1612,2/19/2009,0.44357,2/19/2009,0.9348,2/19/2009,0.1754,2/19/2009,0.90906,2/17/2010,0.7943,2/19/2009,0.3056,2/19/2009,0.63312,2/19/2009,0.17536,2/19/2009,0.0632,2/19/2009,0.2321,7/19/2011,0.46438,2/28/2011,0.49047,2/19/2009,0.41391,2/19/2009,0.68727,9/7/2010,0.93718,2/19/2009,0.15344,2/19/2009,0.13056,9/1/2011,0.42398,2/19/2009,0.47322,8/2/2011,0.50806,2/19/2009,0.0548,2/19/2009,0.11605,2/19/2009,0.38296,,,2/19/2009,0.10702,10/4/2010,0.20882,2/19/2009,0.60604,2/19/2009,0.20502,2/19/2009,0.10702
2/20/2009,1.0318,2/20/2009,1.3130,2/20/2009,0.59328,2/20/2009,0.8222,2/20/2009,0.61779,2/20/2009,0.6978,2/20/2009,0.56269,2/20/2009,0.6436,2/20/2009,0.14961,2/20/2009,0.1586,2/20/2009,0.42561,2/20/2009,0.9222,2/20/2009,0.1767,2/20/2009,0.88347,2/18/2010,0.7739,2/20/2009,0.29922,2/20/2009,0.65132,2/20/2009,0.17283,2/20/2009,0.0645,2/20/2009,0.2257,7/20/2011,0.46456,3/1/2011,0.50323,2/20/2009,0.40885,2/20/2009,0.65003,9/8/2010,0.95744,2/20/2009,0.1509,2/20/2009,0.12091,9/2/2011,0.40828,2/20/2009,0.45915,8/3/2011,0.50001,2/20/2009,0.05481,2/20/2009,0.10963,2/20/2009,0.37789,,,2/20/2009,0.10189,10/5/2010,0.21532,2/20/2009,0.6165,2/20/2009,0.20378,2/20/2009,0.10576
2/23/2009,1.0770,2/23/2009,1.3208,2/23/2009,0.60236,2/23/2009,0.8470,2/23/2009,0.62428,2/23/2009,0.7030,2/23/2009,0.58039,2/23/2009,0.6578,2/23/2009,0.15349,2/23/2009,0.1677,2/23/2009,0.43081,2/23/2009,0.9222,2/23/2009,0.1690,2/23/2009,0.90547,2/19/2010,0.7533,2/23/2009,0.29924,2/23/2009,0.68104,2/23/2009,0.17542,2/23/2009,0.0626,2/23/2009,0.22314,7/21/2011,0.44151,3/2/2011,0.49417,2/23/2009,0.41017,2/23/2009,0.65911,9/9/2010,0.9868,2/23/2009,0.15091,2/23/2009,0.12189,9/5/2011,0.38893,2/23/2009,0.47466,8/4/2011,0.50247,2/23/2009,0.05611,2/23/2009,0.11093,2/23/2009,0.38566,,,2/23/2009,0.10319,10/6/2010,0.2192,2/23/2009,0.60622,2/23/2009,0.20895,2/23/2009,0.10577
2/24/2009,1.0215,2/24/2009,1.3233,2/24/2009,0.57264,2/24/2009,0.8179,2/24/2009,0.58941,2/24/2009,0.6732,2/24/2009,0.56521,2/24/2009,0.6268,2/24/2009,0.14703,2/24/2009,0.1638,2/24/2009,0.40885,2/24/2009,0.9028,2/24/2009,0.1599,2/24/2009,0.85897,2/22/2010,0.7639,2/24/2009,0.28761,2/24/2009,0.65777,2/24/2009,0.17283,2/24/2009,0.0626,2/24/2009,0.22055,7/22/2011,0.43515,3/3/2011,0.50068,2/24/2009,0.39724,2/24/2009,0.641,9/10/2010,0.96641,2/24/2009,0.14832,2/24/2009,0.11672,9/6/2011,0.39142,2/24/2009,0.45915,8/5/2011,0.45216,2/24/2009,0.05481,2/24/2009,0.10963,2/24/2009,0.38434,,,2/24/2009,0.09931,10/7/2010,0.21665,2/24/2009,0.60618,2/24/2009,0.20636,2/24/2009,0.09931
2/25/2009,1.0317,2/25/2009,1.3179,2/25/2009,0.57773,2/25/2009,0.7770,2/25/2009,0.58289,2/25/2009,0.6964,2/25/2009,0.56514,2/25/2009,0.6306,2/25/2009,0.14572,2/25/2009,0.1612,2/25/2009,0.40622,2/25/2009,0.9156,2/25/2009,0.1599,2/25/2009,0.85241,2/23/2010,0.7756,2/25/2009,0.29144,2/25/2009,0.65381,2/25/2009,0.1728,2/25/2009,0.0638,2/25/2009,0.21923,7/25/2011,0.42477,3/4/2011,0.50592,2/25/2009,0.39977,2/25/2009,0.63705,9/13/2010,0.98707,2/25/2009,0.15217,2/25/2009,0.11896,9/7/2011,0.39902,2/25/2009,0.45909,8/8/2011,0.43938,2/25/2009,0.05577,2/25/2009,0.11219,2/25/2009,0.38816,,,2/25/2009,0.10059,10/8/2010,0.21398,2/25/2009,0.60481,2/25/2009,0.20375,2/25/2009,0.09414
2/26/2009,0.9956,2/26/2009,1.2664,2/26/2009,0.56357,2/26/2009,0.7243,2/26/2009,0.56486,2/26/2009,0.6706,2/26/2009,0.55507,2/26/2009,0.6306,2/26/2009,0.14315,2/26/2009,0.1612,2/26/2009,0.38689,2/26/2009,0.9285,2/26/2009,0.1599,2/26/2009,0.81891,2/24/2010,0.8138,2/26/2009,0.29145,2/26/2009,0.64481,2/26/2009,0.16894,2/26/2009,0.0638,2/26/2009,0.21279,7/26/2011,0.43645,3/7/2011,0.50345,2/26/2009,0.38173,2/26/2009,0.60612,9/14/2010,0.99924,2/26/2009,0.14831,2/26/2009,0.11703,9/8/2011,0.38114,2/26/2009,0.43976,8/9/2011,0.41618,2/26/2009,0.0561,2/26/2009,0.1122,2/26/2009,0.38689,,,2/26/2009,0.10059,10/11/2010,0.21396,2/26/2009,0.56743,2/26/2009,0.19473,2/26/2009,0.09414
2/27/2009,0.9748,2/27/2009,1.2249,2/27/2009,0.55445,2/27/2009,0.7060,2/27/2009,0.54671,2/27/2009,0.6692,2/27/2009,0.55497,2/27/2009,0.6563,2/27/2009,0.14055,2/27/2009,0.1599,2/27/2009,0.37393,2/27/2009,0.9129,2/27/2009,0.1625,2/27/2009,0.78912,2/25/2010,0.8461,2/27/2009,0.29141,2/27/2009,0.61892,2/27/2009,0.16891,2/27/2009,0.0658,2/27/2009,0.21533,7/27/2011,0.42871,3/8/2011,0.49562,2/27/2009,0.40616,2/27/2009,0.58797,9/15/2010,0.99741,2/27/2009,0.14957,2/27/2009,0.1212,9/9/2011,0.3644,2/27/2009,0.41261,8/10/2011,0.42402,2/27/2009,0.05738,2/27/2009,0.10186,2/27/2009,0.38553,,,2/27/2009,0.09413,10/12/2010,0.2178,2/27/2009,0.56734,2/27/2009,0.18181,2/27/2009,0.09542
3/2/2009,0.9153,3/2/2009,1.1860,3/2/2009,0.53369,3/2/2009,0.6682,3/2/2009,0.52467,3/2/2009,0.6381,3/2/2009,0.5271,3/2/2009,0.6394,3/2/2009,0.13278,3/2/2009,0.1483,3/2/2009,0.34806,3/2/2009,0.8908,3/2/2009,0.1650,3/2/2009,0.72448,2/26/2010,0.8620,3/2/2009,0.27587,3/2/2009,0.60072,3/2/2009,0.16243,3/2/2009,0.0638,3/2/2009,0.19981,7/28/2011,0.42991,3/9/2011,0.49958,3/2/2009,0.39705,3/2/2009,0.5324,9/16/2010,1.03345,3/2/2009,0.1418,3/2/2009,0.11731,9/12/2011,0.34355,3/2/2009,0.38802,8/11/2011,0.4132,3/2/2009,0.05414,3/2/2009,0.09282,3/2/2009,0.37771,,,3/2/2009,0.09153,10/13/2010,0.21649,3/2/2009,0.56721,3/2/2009,0.18692,3/2/2009,0.09024
3/3/2009,0.9344,3/3/2009,1.1870,3/3/2009,0.53743,3/3/2009,0.6777,3/3/2009,0.54774,3/3/2009,0.6496,3/3/2009,0.53202,3/3/2009,0.6328,3/3/2009,0.13403,3/3/2009,0.1495,3/3/2009,0.3454,3/3/2009,0.8918,3/3/2009,0.1611,3/3/2009,0.77199,3/1/2010,0.8538,3/3/2009,0.27065,3/3/2009,0.60187,3/3/2009,0.15852,3/3/2009,0.0638,3/3/2009,0.20492,7/29/2011,0.42339,3/10/2011,0.5084,3/3/2009,0.3905,3/3/2009,0.55418,9/17/2010,1.07154,3/3/2009,0.14177,3/3/2009,0.11277,9/14/2011,0.33188,3/3/2009,0.40726,8/12/2011,0.39393,3/3/2009,0.05155,3/3/2009,0.10955,3/3/2009,0.38406,,,3/3/2009,0.09022,10/14/2010,0.21785,3/3/2009,0.56707,3/3/2009,0.17528,3/3/2009,0.08893
3/4/2009,0.9858,3/4/2009,1.2320,3/4/2009,0.55542,3/4/2009,0.7464,3/4/2009,0.59923,3/4/2009,0.6624,3/4/2009,0.56222,3/4/2009,0.6572,3/4/2009,0.14562,3/4/2009,0.1534,3/4/2009,0.3647,3/4/2009,0.9523,3/4/2009,0.1675,3/4/2009,0.85697,3/2/2010,0.8721,3/4/2009,0.2732,3/4/2009,0.64047,3/4/2009,0.16366,3/4/2009,0.0670,3/4/2009,0.21907,8/1/2011,0.41461,3/11/2011,0.50462,3/4/2009,0.38403,3/4/2009,0.61341,9/20/2010,1.03205,3/4/2009,0.14949,3/4/2009,0.12597,9/15/2011,0.33247,3/4/2009,0.45877,8/15/2011,0.3888,3/4/2009,0.04833,3/4/2009,0.11083,3/4/2009,0.37372,,,3/4/2009,0.09536,10/15/2010,0.21786,3/4/2009,0.56702,3/4/2009,0.18686,3/4/2009,0.09407
3/5/2009,0.9810,3/5/2009,1.2376,3/5/2009,0.55433,3/5/2009,0.7423,3/5/2009,0.58398,3/5/2009,0.6575,3/5/2009,0.5309,3/5/2009,0.6807,3/5/2009,0.14052,3/5/2009,0.1483,3/5/2009,0.35065,3/5/2009,0.9540,3/5/2009,0.1637,3/5/2009,0.83021,3/3/2010,0.9082,3/5/2009,0.27845,3/5/2009,0.6407,3/5/2009,0.16243,3/5/2009,0.0658,3/5/2009,0.214,8/2/2011,0.40157,3/14/2011,0.50058,3/5/2009,0.39319,3/5/2009,0.57367,9/21/2010,1.0307,3/5/2009,0.14438,3/5/2009,0.13214,9/16/2011,0.33615,3/5/2009,0.44475,8/16/2011,0.38251,3/5/2009,0.0477,3/5/2009,0.11087,3/5/2009,0.37643,,,3/5/2009,0.09669,10/18/2010,0.2243,3/5/2009,0.56722,3/5/2009,0.21142,3/5/2009,0.09282
3/6/2009,0.9606,3/6/2009,1.1992,3/6/2009,0.53897,3/6/2009,0.7339,3/6/2009,0.57508,3/6/2009,0.6396,3/6/2009,0.51713,3/6/2009,0.6550,3/6/2009,0.13281,3/6/2009,0.1470,3/6/2009,0.33782,3/6/2009,0.9580,3/6/2009,0.1676,3/6/2009,0.82264,3/4/2010,0.8927,3/6/2009,0.27722,3/6/2009,0.64084,3/6/2009,0.16118,3/6/2009,0.0658,3/6/2009,0.21017,8/3/2011,0.37437,3/15/2011,0.4873,3/6/2009,0.39069,3/6/2009,0.55702,9/22/2010,1.04497,3/6/2009,0.14183,3/6/2009,0.12636,9/19/2011,0.31302,3/6/2009,0.44485,8/17/2011,0.37615,3/6/2009,0.04771,3/6/2009,0.1096,3/6/2009,0.37393,,,3/6/2009,0.09284,10/19/2010,0.21907,3/6/2009,0.56734,3/6/2009,0.21404,3/6/2009,0.08897
3/9/2009,0.9515,3/9/2009,1.2235,3/9/2009,0.52732,3/9/2009,0.7220,3/9/2009,0.56471,3/9/2009,0.6524,3/9/2009,0.52592,3/9/2009,0.6537,3/9/2009,0.13409,3/9/2009,0.1483,3/9/2009,0.34166,3/9/2009,0.9154,3/9/2009,0.1599,3/9/2009,0.81483,3/5/2010,0.9043,3/9/2009,0.27075,3/9/2009,0.62402,3/9/2009,0.15987,3/9/2009,0.0658,3/9/2009,0.19855,8/4/2011,0.37045,3/16/2011,0.49368,3/9/2009,0.4216,3/9/2009,0.56987,9/24/2010,1.05881,3/9/2009,0.14182,3/9/2009,0.12248,9/20/2011,0.30162,3/9/2009,0.4332,8/18/2011,0.35661,3/9/2009,0.04513,3/9/2009,0.10701,3/9/2009,0.38034,,,3/9/2009,0.08896,10/20/2010,0.21902,3/9/2009,0.56729,3/9/2009,0.21144,3/9/2009,0.08638
3/10/2009,0.9773,3/10/2009,1.2377,3/10/2009,0.54793,3/10/2009,0.7381,3/10/2009,0.60982,3/10/2009,0.6923,3/10/2009,0.56247,3/10/2009,0.6859,3/10/2009,0.14311,3/10/2009,0.1483,3/10/2009,0.36615,3/10/2009,0.9347,3/10/2009,0.1612,3/10/2009,0.81481,3/8/2010,0.9113,3/10/2009,0.27074,3/10/2009,0.63947,3/10/2009,0.16116,3/10/2009,0.0658,3/10/2009,0.20241,8/5/2011,0.33816,3/17/2011,0.47931,3/10/2009,0.42159,3/10/2009,0.58403,9/27/2010,1.13428,3/10/2009,0.156,3/10/2009,0.12731,9/21/2011,0.31455,3/10/2009,0.44737,8/19/2011,0.33991,3/10/2009,0.04835,3/10/2009,0.10959,3/10/2009,0.37775,,,3/10/2009,0.09154,10/21/2010,0.21765,3/10/2009,0.56727,3/10/2009,0.20886,3/10/2009,0.09025
3/11/2009,1.0032,3/11/2009,1.2379,3/11/2009,0.56349,3/11/2009,0.7726,3/11/2009,0.61893,3/11/2009,0.7092,3/11/2009,0.55499,3/11/2009,0.6950,3/11/2009,0.147,3/11/2009,0.1470,3/11/2009,0.36878,3/11/2009,0.9555,3/11/2009,0.1651,3/11/2009,0.83814,3/9/2010,0.9021,3/11/2009,0.27852,3/11/2009,0.64472,3/11/2009,0.16376,3/11/2009,0.0645,3/11/2009,0.20244,8/8/2011,0.32537,3/18/2011,0.50509,3/11/2009,0.43196,3/11/2009,0.59701,9/28/2010,1.10686,3/11/2009,0.15344,3/11/2009,0.12894,9/22/2011,0.27691,3/11/2009,0.43841,8/22/2011,0.33593,3/11/2009,0.04771,3/11/2009,0.10573,3/11/2009,0.37652,,,3/11/2009,0.09155,10/22/2010,0.22026,3/11/2009,0.56735,3/11/2009,0.21147,3/11/2009,0.09284
3/12/2009,0.9956,3/12/2009,1.1968,3/12/2009,0.55586,3/12/2009,0.7803,3/12/2009,0.59713,3/12/2009,0.6771,3/12/2009,0.56771,3/12/2009,0.6771,3/12/2009,0.14445,3/12/2009,0.1432,3/12/2009,0.35982,3/12/2009,0.9453,3/12/2009,0.1599,3/12/2009,0.81766,3/10/2010,0.9280,3/12/2009,0.27728,3/12/2009,0.64485,3/12/2009,0.15992,3/12/2009,0.0722,3/12/2009,0.20377,8/9/2011,0.34575,3/21/2011,0.50269,3/12/2009,0.42044,3/12/2009,0.56746,9/29/2010,1.13612,3/12/2009,0.15218,3/12/2009,0.12284,9/23/2011,0.28713,3/12/2009,0.44107,8/23/2011,0.33604,3/12/2009,0.04514,3/12/2009,0.10962,3/12/2009,0.3753,,,3/12/2009,0.08899,10/25/2010,0.23203,3/12/2009,0.56746,3/12/2009,0.21151,3/12/2009,0.09028
3/13/2009,1.0384,3/13/2009,1.2318,3/13/2009,0.56496,3/13/2009,0.7804,3/13/2009,0.61914,3/13/2009,0.6914,3/13/2009,0.57662,3/13/2009,0.6733,3/13/2009,0.14834,3/13/2009,0.1445,3/13/2009,0.41663,3/13/2009,0.9803,3/13/2009,0.1677,3/13/2009,0.85648,3/11/2010,0.9589,3/13/2009,0.29022,3/13/2009,0.64623,3/13/2009,0.1651,3/13/2009,0.0709,3/13/2009,0.20638,8/10/2011,0.32154,3/22/2011,0.51319,3/13/2009,0.42953,3/13/2009,0.58431,9/30/2010,1.17701,3/13/2009,0.15221,3/13/2009,0.12737,9/26/2011,0.2641,3/13/2009,0.4579,8/24/2011,0.33611,3/13/2009,0.04547,3/13/2009,0.10964,3/13/2009,0.38051,,,3/13/2009,0.09158,10/26/2010,0.25132,3/13/2009,0.56754,3/13/2009,0.20767,3/13/2009,0.09287
3/16/2009,1.0836,3/16/2009,1.2719,3/16/2009,0.58695,3/16/2009,0.7804,3/16/2009,0.64757,3/16/2009,0.7198,3/16/2009,0.60822,3/16/2009,0.6643,3/16/2009,0.16125,3/16/2009,0.1471,3/16/2009,0.45021,3/16/2009,1.0191,3/16/2009,0.1638,3/16/2009,0.9146,3/12/2010,0.9539,3/16/2009,0.2967,3/16/2009,0.67208,3/16/2009,0.17286,3/16/2009,0.0710,3/16/2009,0.21414,8/11/2011,0.32209,3/23/2011,0.51069,3/16/2009,0.44376,3/16/2009,0.61662,10/4/2010,1.14122,3/16/2009,0.15609,3/16/2009,0.13706,9/27/2011,0.2809,3/16/2009,0.50181,8/25/2011,0.33477,3/16/2009,0.04708,3/16/2009,0.10578,3/16/2009,0.387,,,3/16/2009,0.09675,10/27/2010,0.23714,3/16/2009,0.54825,3/16/2009,0.21027,3/16/2009,0.09417
3/17/2009,1.0642,3/17/2009,1.3131,3/17/2009,0.59594,3/17/2009,0.8212,3/17/2009,0.62045,3/17/2009,0.7069,3/17/2009,0.62585,3/17/2009,0.6746,3/17/2009,0.15737,3/17/2009,0.1496,3/17/2009,0.45276,3/17/2009,1.0564,3/17/2009,0.1716,3/17/2009,0.85005,3/15/2010,0.9653,3/17/2009,0.2941,3/17/2009,0.67204,3/17/2009,0.17543,3/17/2009,0.0684,3/17/2009,0.21283,8/12/2011,0.32079,3/24/2011,0.54535,3/17/2009,0.44244,3/17/2009,0.59981,10/5/2010,1.08303,3/17/2009,0.1535,3/17/2009,0.13995,9/28/2011,0.28484,3/17/2009,0.48887,8/26/2011,0.31943,3/17/2009,0.04579,3/17/2009,0.10577,3/17/2009,0.39213,,,3/17/2009,0.09674,10/28/2010,0.23465,3/17/2009,0.54821,3/17/2009,0.21154,3/17/2009,0.09803
