,9531 JP Equity,,9503 JP Equity,,9502 JP Equity,,9501 JP Equity,,9532 JP Equity,,9508 JP Equity,,9506 JP Equity,,9504 JP Equity,,9513 JP Equity,,9507 JP Equity,,9505 JP Equity,,9509 JP Equity,,9533 JP Equity,,8088 JP Equity,,9536 JP Equity,,9793 JP Equity,,9511 JP Equity,,8174 JP Equity,,9543 JP Equity,,6332 JP Equity,,9539 JP Equity,,9534 JP Equity,,9535 JP Equity,,7568 JP Equity,,9537 JP Equity,,9540 JP Equity,,2766 JP Equity,,3361 JP Equity,,9541 JP Equity,,9818 JP Equity,,1981 JP Equity,,1783 JP Equity,,9542 JP Equity,,1875 JP Equity,,1844 JP Equity,,9544 JP Equity
5/19/2008,3.9135,5/19/2008,23.0122,5/19/2008,22.6773,5/19/2008,25.0694,5/19/2008,3.636,5/19/2008,21.7683,5/19/2008,21.7204,5/19/2008,21.8639,5/19/2008,37.6041,5/19/2008,28.9924,5/19/2008,23.8255,5/19/2008,20.4765,5/19/2008,5.3488,5/19/2008,3.1959,5/19/2008,2.4878,5/19/2008,30.6191,5/19/2008,47.6509,5/19/2008,11.2525,5/19/2008,5.2052,5/19/2008,8.2767,5/22/2008,4.902,5/19/2008,2.4591,5/22/2008,3.1238,6/25/2008,6.2702,5/26/2008,2.9088,5/23/2008,2.5226,5/19/2008,4219.6919,5/19/2008,2.0764,5/30/2008,6.8518,5/19/2008,5.875,6/25/2008,3.7861,5/19/2008,1.1482,6/9/2008,3.2495,5/19/2008,2.8801,5/19/2008,0.2009,6/23/2008,3.393
5/20/2008,3.9051,5/20/2008,23.4789,5/20/2008,23.0932,5/20/2008,25.1181,5/20/2008,3.6159,5/20/2008,22.2737,5/20/2008,21.9844,5/20/2008,22.2254,5/20/2008,37.7977,5/20/2008,28.9268,5/20/2008,24.2985,5/20/2008,20.7309,5/20/2008,5.3418,5/20/2008,3.3073,5/20/2008,2.4009,5/20/2008,31.0481,5/20/2008,49.4649,5/20/2008,11.32,5/20/2008,5.255,5/20/2008,8.3599,5/23/2008,4.9481,5/20/2008,2.4588,5/23/2008,3.1435,6/26/2008,6.2658,5/29/2008,2.8588,5/26/2008,2.3869,5/20/2008,4261.8841,5/20/2008,2.1309,6/3/2008,6.6901,5/21/2008,5.8414,6/26/2008,3.7408,5/20/2008,1.1571,6/13/2008,3.2413,5/20/2008,2.9023,5/20/2008,0.2025,6/24/2008,3.4112
5/21/2008,3.8781,5/21/2008,22.9207,5/21/2008,22.4855,5/21/2008,24.4681,5/21/2008,3.559,5/21/2008,21.8085,5/21/2008,21.6151,5/21/2008,21.9052,5/21/2008,37.3308,5/21/2008,28.5783,5/21/2008,23.9845,5/21/2008,20.4062,5/21/2008,5.2708,5/21/2008,3.2979,5/21/2008,2.3694,5/21/2008,30.3675,5/21/2008,47.4855,5/21/2008,10.9961,5/21/2008,5.3288,5/21/2008,8.2592,5/26/2008,4.9285,5/21/2008,2.4468,5/26/2008,3.1407,6/27/2008,6.3888,5/30/2008,2.8525,5/28/2008,2.3907,5/21/2008,4226.3056,5/21/2008,2.1663,6/5/2008,6.649,5/22/2008,5.8055,6/27/2008,3.5755,5/21/2008,1.1605,6/16/2008,3.2088,5/21/2008,2.9497,5/21/2008,0.2128,6/25/2008,3.4075
5/22/2008,3.7582,5/22/2008,22.9719,5/22/2008,22.3472,5/22/2008,24.6059,5/22/2008,3.5083,5/22/2008,21.9147,5/22/2008,21.4341,5/22/2008,21.9147,5/22/2008,37.005,5/22/2008,28.3545,5/22/2008,23.5967,5/22/2008,20.3768,5/22/2008,5.3249,5/22/2008,3.2776,5/22/2008,2.3453,5/22/2008,30.3729,5/22/2008,47.2895,5/22/2008,10.6401,5/22/2008,5.3249,5/22/2008,8.218,5/27/2008,5.5438,5/22/2008,2.451,5/27/2008,3.1706,6/30/2008,6.4884,6/2/2008,2.8881,6/2/2008,2.4755,5/22/2008,4238.7543,5/22/2008,2.0954,6/6/2008,6.7647,5/23/2008,5.8213,6/30/2008,3.7198,5/22/2008,1.0573,6/18/2008,3.1328,5/22/2008,2.9316,5/22/2008,0.2019,6/27/2008,3.472
5/23/2008,3.8032,5/23/2008,23.2366,5/23/2008,22.412,5/23/2008,24.5949,5/23/2008,3.5413,5/23/2008,21.6358,5/23/2008,21.7328,5/23/2008,22.3634,5/23/2008,37.4503,5/23/2008,28.9609,5/23/2008,24.2069,5/23/2008,20.326,5/23/2008,5.5011,5/23/2008,3.2696,5/23/2008,2.3673,5/23/2008,30.8528,5/23/2008,46.7643,5/23/2008,10.7209,5/23/2008,5.4041,5/23/2008,8.2662,5/28/2008,5.5178,5/23/2008,2.4546,5/28/2008,3.1845,7/3/2008,6.1856,6/3/2008,2.8794,6/3/2008,2.4518,5/23/2008,4220.4327,5/23/2008,2.1539,6/26/2008,6.6212,5/27/2008,5.8513,7/4/2008,3.5584,5/23/2008,1.1643,6/24/2008,3.1238,5/23/2008,2.9592,5/23/2008,0.2232,6/30/2008,3.6633
5/26/2008,3.6819,5/26/2008,22.5648,5/26/2008,22.2265,5/26/2008,24.2076,5/26/2008,3.5562,5/26/2008,21.3568,5/26/2008,21.2118,5/26/2008,22.0332,5/26/2008,35.8523,5/26/2008,28.3147,5/26/2008,23.9177,5/26/2008,19.8589,5/26/2008,5.3247,5/26/2008,3.1504,5/26/2008,2.3193,5/26/2008,30.1508,5/26/2008,47.2555,5/26/2008,10.3112,5/26/2008,5.2764,5/26/2008,7.9532,5/29/2008,5.462,5/26/2008,2.4546,6/3/2008,3.2025,7/4/2008,6.1804,6/4/2008,2.87,6/9/2008,2.4018,5/26/2008,4020.1005,5/27/2008,2.1138,6/30/2008,6.7144,5/28/2008,5.9577,7/7/2008,3.7775,5/26/2008,1.063,6/30/2008,3.1736,5/26/2008,3.0441,5/26/2008,0.2319,7/1/2008,3.444
5/27/2008,3.6703,5/27/2008,22.7710,5/27/2008,22.0504,5/27/2008,24.1161,5/27/2008,3.4877,5/27/2008,21.0415,5/27/2008,21.0415,5/27/2008,21.8102,5/27/2008,35.9339,5/27/2008,28.1514,5/27/2008,23.9239,5/27/2008,19.7925,5/27/2008,5.2748,5/27/2008,3.1995,5/27/2008,2.3155,5/27/2008,30.073,5/27/2008,46.5027,5/27/2008,10.0596,5/27/2008,5.1979,5/27/2008,8.0707,5/30/2008,5.4682,5/27/2008,2.4308,6/4/2008,3.0702,7/8/2008,6.1435,6/6/2008,2.8653,6/12/2008,2.3988,5/27/2008,3939.2775,5/29/2008,2.0731,7/2/2008,6.6981,5/29/2008,5.9447,7/14/2008,3.6263,5/27/2008,1.0569,7/1/2008,3.2643,5/27/2008,3.1322,5/27/2008,0.2114,7/4/2008,3.5584
5/28/2008,3.6148,5/28/2008,21.9470,5/28/2008,21.5645,5/28/2008,23.9553,5/28/2008,3.4522,5/28/2008,20.6082,5/28/2008,20.656,5/28/2008,21.3732,5/28/2008,36.4349,5/28/2008,27.7326,5/28/2008,23.238,5/28/2008,19.5563,5/28/2008,5.164,5/28/2008,3.0697,5/28/2008,2.2473,5/28/2008,29.6452,5/28/2008,46.6673,5/28/2008,9.9933,5/28/2008,5.2596,5/28/2008,7.813,6/2/2008,5.5364,5/28/2008,2.4099,6/6/2008,2.9981,7/11/2008,6.303,6/11/2008,2.824,6/13/2008,2.3986,5/28/2008,3968.6335,5/30/2008,2.0944,7/4/2008,6.6486,5/30/2008,5.7619,7/15/2008,3.7274,5/28/2008,1.0519,7/10/2008,3.2228,5/28/2008,3.2419,5/28/2008,0.2104,7/7/2008,3.3661
5/29/2008,3.6445,5/29/2008,21.8194,5/29/2008,21.4881,5/29/2008,23.5233,5/29/2008,3.4551,5/29/2008,20.4468,5/29/2008,20.6361,5/29/2008,21.2041,5/29/2008,36.3499,5/29/2008,27.783,5/29/2008,22.908,5/29/2008,19.5949,5/29/2008,5.1874,5/29/2008,3.1333,5/29/2008,2.3097,5/29/2008,29.5343,5/29/2008,45.9106,5/29/2008,9.9962,5/29/2008,5.159,5/29/2008,8.0462,6/3/2008,5.4737,5/29/2008,2.376,6/12/2008,3.0749,7/24/2008,6.2262,6/12/2008,2.7878,6/17/2008,2.3342,5/29/2008,3937.9023,6/2/2008,2.1301,7/7/2008,6.5451,6/2/2008,5.8242,7/17/2008,3.6939,5/29/2008,1.0413,7/15/2008,3.2889,5/29/2008,3.1996,5/29/2008,0.2177,7/8/2008,3.2579
5/30/2008,3.8002,5/30/2008,22.0337,5/30/2008,22.4128,5/30/2008,24.3556,5/30/2008,3.6296,5/30/2008,21.2282,5/30/2008,21.4177,5/30/2008,21.4177,5/30/2008,37.4337,5/30/2008,28.3359,5/30/2008,23.8817,5/30/2008,20.4227,5/30/2008,5.1649,5/30/2008,3.2032,5/30/2008,2.3218,5/30/2008,30.1365,5/30/2008,46.6262,5/30/2008,10.3014,5/30/2008,5.2123,5/30/2008,8.1785,6/4/2008,5.492,5/30/2008,2.3882,6/16/2008,3.0609,7/28/2008,6.9832,6/16/2008,2.8019,6/19/2008,2.334,5/30/2008,4094.0106,6/3/2008,2.1572,7/9/2008,6.6281,6/4/2008,5.7018,7/18/2008,3.6641,5/30/2008,1.0425,7/16/2008,3.2923,5/30/2008,3.2127,5/30/2008,0.218,7/9/2008,3.2767
6/2/2008,3.8380,6/2/2008,22.5005,6/2/2008,22.5485,6/2/2008,24.8033,6/2/2008,3.5886,6/2/2008,21.3491,6/2/2008,21.445,6/2/2008,21.493,6/2/2008,38.5723,6/2/2008,28.4974,6/2/2008,23.8918,6/2/2008,20.3896,6/2/2008,5.2389,6/2/2008,3.2815,6/2/2008,2.3604,6/2/2008,30.6083,6/2/2008,47.0159,6/2/2008,10.3627,6/2/2008,5.143,6/2/2008,8.4629,6/6/2008,5.4649,6/2/2008,2.4372,6/18/2008,3.0865,7/29/2008,6.8886,6/17/2008,2.8251,6/20/2008,2.4122,6/2/2008,4154.6728,6/4/2008,2.0976,7/10/2008,6.7632,6/5/2008,5.6951,7/22/2008,3.7286,6/2/2008,0.9595,7/18/2008,3.2331,6/2/2008,3.1664,6/2/2008,0.2111,7/11/2008,3.4012
6/3/2008,3.7252,6/3/2008,21.8094,6/3/2008,21.9044,6/3/2008,24.2326,6/3/2008,3.5541,6/3/2008,21.0967,6/3/2008,20.8116,6/3/2008,21.1442,6/3/2008,38.7722,6/3/2008,27.9863,6/3/2008,23.6149,6/3/2008,20.0988,6/3/2008,5.3502,6/3/2008,3.2025,6/3/2008,2.2902,6/3/2008,29.8394,6/3/2008,46.5647,6/3/2008,9.9781,6/3/2008,5.1886,6/3/2008,8.2391,6/9/2008,5.4253,6/3/2008,2.3948,6/19/2008,3.0101,8/4/2008,6.8436,6/18/2008,2.827,6/23/2008,2.3918,6/3/2008,4285.85,6/5/2008,2.1062,7/17/2008,6.6131,6/6/2008,5.74,7/24/2008,3.587,6/3/2008,1.0453,7/23/2008,3.2022,6/3/2008,3.136,6/3/2008,0.2091,7/14/2008,3.4002
6/4/2008,3.8234,6/4/2008,22.0729,6/4/2008,22.3589,6/4/2008,25.0763,6/4/2008,3.6137,6/4/2008,21.3577,6/4/2008,21.2147,6/4/2008,21.3101,6/4/2008,40.6179,6/4/2008,28.7948,6/4/2008,24.0275,6/4/2008,20.3089,6/4/2008,5.4443,6/4/2008,3.2513,6/4/2008,2.3169,6/4/2008,30.9878,6/4/2008,46.6247,6/4/2008,10.288,6/4/2008,5.3299,6/4/2008,8.7243,6/11/2008,5.3675,6/4/2008,2.4409,6/23/2008,3.0592,8/22/2008,6.3723,6/19/2008,2.8341,6/25/2008,2.3825,6/4/2008,4338.2914,6/6/2008,2.1822,7/18/2008,6.5692,6/12/2008,5.6497,7/28/2008,3.771,6/4/2008,1.0488,7/28/2008,3.2123,6/4/2008,3.1465,6/4/2008,0.2193,7/23/2008,3.3507
6/5/2008,3.8629,6/5/2008,22.1005,6/5/2008,22.4311,6/5/2008,25.2172,6/5/2008,3.5606,6/5/2008,21.3921,6/5/2008,21.1088,6/5/2008,20.9671,6/5/2008,41.6509,6/5/2008,28.8062,6/5/2008,24.1783,6/5/2008,20.2116,6/5/2008,5.4212,6/5/2008,3.1545,6/5/2008,2.3234,6/5/2008,31.8285,6/5/2008,46.8455,6/5/2008,10.2569,6/5/2008,5.4401,6/5/2008,8.6041,6/12/2008,5.3163,6/5/2008,2.4084,6/26/2008,3.1048,8/26/2008,6.4208,6/20/2008,2.8034,6/26/2008,2.4222,6/5/2008,4335.0963,6/9/2008,2.1663,7/23/2008,6.5528,6/13/2008,5.927,7/31/2008,3.7507,6/5/2008,0.9445,8/11/2008,3.131,6/5/2008,3.1167,6/5/2008,0.2172,7/29/2008,3.338
6/6/2008,3.9753,6/6/2008,22.0114,6/6/2008,22.4383,6/6/2008,25.1898,6/6/2008,3.5579,6/6/2008,21.3947,6/6/2008,20.7306,6/6/2008,21.0626,6/6/2008,41.8406,6/6/2008,28.5579,6/6/2008,24.0987,6/6/2008,19.9241,6/6/2008,5.4364,6/6/2008,3.1973,6/6/2008,2.277,6/6/2008,31.4042,6/6/2008,46.2049,6/6/2008,10.2087,6/6/2008,5.3416,6/6/2008,8.7381,6/13/2008,5.3343,6/6/2008,2.4099,6/27/2008,3.0862,9/22/2008,6.5858,6/23/2008,2.7719,6/27/2008,2.437,6/6/2008,4269.4497,6/13/2008,2.0559,7/24/2008,6.5793,6/16/2008,5.7333,8/8/2008,3.5287,6/6/2008,0.9488,8/13/2008,3.1663,6/6/2008,3.1309,6/6/2008,0.2087,7/31/2008,3.3432
6/9/2008,3.9182,6/9/2008,21.5221,6/9/2008,22.0401,6/9/2008,24.8187,6/9/2008,3.5227,6/9/2008,20.8157,6/9/2008,20.6273,6/9/2008,20.5331,6/9/2008,40.8778,6/9/2008,28.1153,6/9/2008,23.5942,6/9/2008,19.6854,6/9/2008,5.3217,6/9/2008,3.0235,6/9/2008,2.1946,6/9/2008,30.7997,6/9/2008,45.7756,6/9/2008,9.7862,6/9/2008,5.0956,6/9/2008,8.6842,6/16/2008,5.3264,6/9/2008,2.3736,6/30/2008,2.8534,9/24/2008,6.6497,6/25/2008,2.7426,6/30/2008,2.4484,6/9/2008,4219.6477,6/16/2008,2.1176,7/28/2008,6.6108,6/20/2008,5.9607,8/25/2008,3.6104,6/9/2008,0.9419,8/14/2008,3.1387,6/9/2008,3.1082,6/9/2008,0.2261,8/6/2008,3.2986
6/10/2008,3.8888,6/10/2008,21.2627,6/10/2008,21.9155,6/10/2008,24.3402,6/10/2008,3.4692,6/10/2008,20.7498,6/10/2008,20.47,6/10/2008,20.3768,6/10/2008,39.821,6/10/2008,27.6508,6/10/2008,23.4076,6/10/2008,19.5374,6/10/2008,5.2504,6/10/2008,2.9376,6/10/2008,2.2009,6/10/2008,30.4952,6/10/2008,44.9501,6/10/2008,9.6335,6/10/2008,4.98,6/10/2008,8.3559,6/17/2008,5.3261,6/10/2008,2.3408,7/1/2008,2.8953,9/25/2008,6.2758,6/26/2008,2.8056,7/1/2008,2.4884,6/10/2008,4019.3976,6/17/2008,2.0841,7/29/2008,6.5557,6/23/2008,5.9794,8/27/2008,3.6049,6/10/2008,0.9326,8/15/2008,3.1236,6/10/2008,3.0775,6/10/2008,0.2145,8/7/2008,3.2944
6/11/2008,3.9461,6/11/2008,21.4139,6/11/2008,22.3957,6/11/2008,24.3595,6/11/2008,3.4692,6/11/2008,20.5723,6/11/2008,20.4788,6/11/2008,20.245,6/11/2008,38.5263,6/11/2008,27.6323,6/11/2008,23.4711,6/11/2008,19.5904,6/11/2008,5.2553,6/11/2008,2.9269,6/11/2008,2.2162,6/11/2008,30.4844,6/11/2008,43.6694,6/11/2008,9.5942,6/11/2008,4.9654,6/11/2008,8.4814,6/18/2008,5.3295,6/11/2008,2.3471,7/2/2008,3.0189,9/26/2008,7.3125,6/27/2008,2.8698,7/2/2008,2.5472,6/11/2008,4095.7546,6/18/2008,2.0855,7/30/2008,6.6118,6/24/2008,5.6544,8/29/2008,3.4933,6/11/2008,0.8416,8/25/2008,3.1614,6/11/2008,2.8988,6/11/2008,0.2057,8/15/2008,3.2775
6/12/2008,3.8900,6/12/2008,20.8854,6/12/2008,21.9505,6/12/2008,23.7566,6/12/2008,3.3991,6/12/2008,20.2371,6/12/2008,20.0056,6/12/2008,19.9593,6/12/2008,38.8071,6/12/2008,27.2761,6/12/2008,23.1546,6/12/2008,19.4035,6/12/2008,5.1866,6/12/2008,2.936,6/12/2008,2.2043,6/12/2008,29.5452,6/12/2008,44.1789,6/12/2008,9.8639,6/12/2008,5.057,6/12/2008,8.2893,6/19/2008,5.2329,6/12/2008,2.3247,7/3/2008,2.9522,9/29/2008,6.6559,6/30/2008,2.9193,7/3/2008,2.5305,6/12/2008,4010.3733,6/20/2008,2.0956,7/31/2008,6.6679,6/25/2008,5.7992,9/3/2008,3.5065,6/12/2008,0.741,8/26/2008,3.1421,6/12/2008,2.8712,6/12/2008,0.2038,9/4/2008,3.4345
6/13/2008,3.9174,6/13/2008,20.9298,6/13/2008,21.6707,6/13/2008,23.8007,6/13/2008,3.4173,6/13/2008,20.0037,6/13/2008,19.7259,6/13/2008,19.8185,6/13/2008,37.6922,6/13/2008,26.9494,6/13/2008,23.2451,6/13/2008,19.2628,6/13/2008,5.1954,6/13/2008,2.9172,6/13/2008,2.1763,6/13/2008,29.3573,6/13/2008,43.8044,6/13/2008,9.5851,6/13/2008,5.0009,6/13/2008,8.2423,6/20/2008,5.2622,6/13/2008,2.3338,7/4/2008,2.9497,9/30/2008,6.1211,7/1/2008,2.9804,7/4/2008,2.5283,6/13/2008,3972.958,6/23/2008,2.1971,8/1/2008,6.6915,6/26/2008,5.9198,9/4/2008,3.5369,6/13/2008,0.8335,8/28/2008,3.2408,6/13/2008,3.1024,6/13/2008,0.2223,9/11/2008,3.4673
6/16/2008,3.8746,6/16/2008,20.8526,6/16/2008,21.5461,6/16/2008,23.858,6/16/2008,3.4307,6/16/2008,20.0203,6/16/2008,19.4193,6/16/2008,19.9279,6/16/2008,38.0988,6/16/2008,26.9096,6/16/2008,23.4418,6/16/2008,19.1881,6/16/2008,5.2062,6/16/2008,2.9684,6/16/2008,2.1639,6/16/2008,29.6837,6/16/2008,43.9245,6/16/2008,9.5987,6/16/2008,5.012,6/16/2008,8.3503,6/23/2008,5.1729,6/16/2008,2.3396,7/7/2008,2.9453,10/9/2008,5.9719,7/2/2008,2.9717,7/7/2008,2.5526,6/16/2008,3967.0797,6/24/2008,2.2062,8/4/2008,6.4737,6/27/2008,5.7678,9/5/2008,3.5481,6/16/2008,0.8323,8/29/2008,3.2635,6/16/2008,3.0978,6/16/2008,0.2034,9/30/2008,3.4843
6/17/2008,3.9459,6/17/2008,21.3042,6/17/2008,22.2305,6/17/2008,24.1293,6/17/2008,3.4735,6/17/2008,20.4242,6/17/2008,19.9611,6/17/2008,20.5169,6/17/2008,39.9222,6/17/2008,27.186,6/17/2008,23.6199,6/17/2008,19.5443,6/17/2008,5.2797,6/17/2008,3.0104,6/17/2008,2.186,6/17/2008,30.5669,6/17/2008,45.3872,6/17/2008,9.8462,6/17/2008,5.0852,6/17/2008,8.605,6/24/2008,5.191,6/17/2008,2.3435,7/8/2008,2.9321,10/21/2008,5.9749,7/3/2008,2.9522,7/9/2008,2.5205,6/17/2008,4121.897,6/25/2008,2.1516,8/5/2008,6.6513,6/30/2008,5.9328,9/8/2008,3.5169,6/17/2008,0.8336,9/2/2008,3.2638,6/17/2008,3.0937,6/17/2008,0.2038,10/7/2008,3.1394
6/18/2008,4.0226,6/18/2008,21.5034,6/18/2008,22.6156,6/18/2008,24.284,6/18/2008,3.5036,6/18/2008,20.3911,6/18/2008,20.2985,6/18/2008,20.6692,6/18/2008,37.8163,6/18/2008,27.4354,6/18/2008,23.5888,6/18/2008,19.4643,6/18/2008,5.3388,6/18/2008,3.0494,6/18/2008,2.2245,6/18/2008,30.494,6/18/2008,46.0654,6/18/2008,9.8434,6/18/2008,5.0144,6/18/2008,8.657,6/25/2008,5.1251,6/18/2008,2.3357,7/9/2008,2.894,10/27/2008,7.0333,7/4/2008,2.9778,7/10/2008,2.5222,6/18/2008,4245.0644,6/26/2008,2.179,8/6/2008,6.579,7/1/2008,6.0081,9/10/2008,3.431,6/18/2008,0.8342,9/3/2008,3.2297,6/18/2008,3.0865,6/18/2008,0.2039,10/8/2008,2.7652
6/19/2008,3.9178,6/19/2008,20.9317,6/19/2008,22.2284,6/19/2008,23.9881,6/19/2008,3.501,6/19/2008,19.9593,6/19/2008,19.8203,6/19/2008,20.3297,6/19/2008,37.4178,6/19/2008,26.9056,6/19/2008,23.1083,6/19/2008,19.172,6/19/2008,5.2144,6/19/2008,3.0286,6/19/2008,2.1765,6/19/2008,29.5452,6/19/2008,44.0863,6/19/2008,9.2155,6/19/2008,4.9458,6/19/2008,8.5302,6/26/2008,5.1903,6/19/2008,2.3247,7/10/2008,2.8958,11/6/2008,5.7125,7/8/2008,2.867,7/11/2008,2.5438,6/19/2008,4177.0862,6/27/2008,2.1735,8/7/2008,6.5614,7/3/2008,5.7263,9/11/2008,3.4673,6/19/2008,0.741,9/4/2008,3.2576,6/19/2008,3.0842,6/19/2008,0.2038,10/9/2008,2.6376
6/20/2008,3.8372,6/20/2008,20.8159,6/20/2008,22.5855,6/20/2008,23.5168,6/20/2008,3.446,6/20/2008,19.6051,6/20/2008,19.6517,6/20/2008,19.9777,6/20/2008,36.7887,6/20/2008,26.4506,6/20/2008,22.3992,6/20/2008,19.0463,6/20/2008,5.1597,6/20/2008,3.0176,6/20/2008,2.1421,6/20/2008,29.5241,6/20/2008,45.5435,6/20/2008,8.9504,6/20/2008,4.9362,6/20/2008,8.8386,6/30/2008,5.2265,6/20/2008,2.3284,7/11/2008,2.9678,11/7/2008,4.692,7/9/2008,2.8753,7/15/2008,2.3832,6/20/2008,4042.0974,6/30/2008,2.1471,8/8/2008,6.5221,7/7/2008,5.7036,9/16/2008,3.5225,6/20/2008,0.8382,9/9/2008,3.2549,6/20/2008,3.1014,6/20/2008,0.2049,10/10/2008,3.0108
6/23/2008,3.8194,6/23/2008,21.2293,6/23/2008,22.8516,6/23/2008,23.4078,6/23/2008,3.4301,6/23/2008,19.6996,6/23/2008,19.7923,6/23/2008,20.0241,6/23/2008,38.9358,6/23/2008,26.2353,6/23/2008,22.5271,6/23/2008,18.9117,6/23/2008,5.1544,6/23/2008,2.948,6/23/2008,2.16,6/23/2008,30.4997,6/23/2008,46.3521,6/23/2008,9.0016,6/23/2008,4.867,6/23/2008,8.7884,7/1/2008,5.2512,6/23/2008,2.3083,7/14/2008,2.9199,11/10/2008,3.8981,7/10/2008,2.9426,7/22/2008,2.3956,6/23/2008,4097.5248,7/1/2008,2.2424,8/11/2008,6.5342,7/9/2008,5.6946,9/19/2008,3.3844,6/23/2008,0.7416,9/10/2008,3.2456,6/23/2008,3.0592,6/23/2008,0.2132,10/14/2008,3.132
6/24/2008,3.8654,6/24/2008,21.6444,6/24/2008,22.8958,6/24/2008,23.1739,6/24/2008,3.4761,6/24/2008,19.6051,6/24/2008,19.8369,6/24/2008,19.9296,6/24/2008,37.0782,6/24/2008,26.1402,6/24/2008,22.4323,6/24/2008,18.9563,6/24/2008,5.1353,6/24/2008,3.198,6/24/2008,2.1413,6/24/2008,30.4042,6/24/2008,47.2748,6/24/2008,9.0193,6/24/2008,4.7275,6/24/2008,8.9822,7/2/2008,5.2359,6/24/2008,2.3174,7/16/2008,2.9106,11/11/2008,3.9087,7/11/2008,3.0055,7/23/2008,2.4875,6/24/2008,4041.5276,7/2/2008,2.2453,8/12/2008,6.5586,7/11/2008,5.9073,9/30/2008,3.6067,6/24/2008,0.7416,9/22/2008,3.0106,6/24/2008,3.1795,6/24/2008,0.2039,10/16/2008,2.9812
6/25/2008,3.8138,6/25/2008,21.5625,6/25/2008,23.04,6/25/2008,23.317,6/25/2008,3.5091,6/25/2008,19.6232,6/25/2008,19.8541,6/25/2008,20.085,6/25/2008,37.769,6/25/2008,26.2721,6/25/2008,22.8091,6/25/2008,18.9768,6/25/2008,5.1528,6/25/2008,3.2044,6/25/2008,2.1793,6/25/2008,30.6584,6/25/2008,47.1881,6/25/2008,8.939,6/25/2008,4.4787,6/25/2008,8.6158,7/3/2008,5.2015,6/25/2008,2.3363,7/17/2008,2.8814,11/12/2008,4.6701,7/15/2008,2.9933,7/24/2008,2.379,6/25/2008,3915.4123,7/3/2008,2.1837,8/13/2008,6.6079,7/14/2008,5.9056,10/3/2008,3.4229,7/1/2008,0.6339,9/24/2008,3.0183,6/25/2008,3.3244,6/25/2008,0.2124,10/20/2008,2.7537
6/26/2008,3.8343,6/26/2008,22.0238,6/26/2008,23.4733,6/26/2008,23.7539,6/26/2008,3.5444,6/26/2008,19.8728,6/26/2008,20.0599,6/26/2008,20.2001,6/26/2008,35.6308,6/26/2008,26.6062,6/26/2008,23.0525,6/26/2008,19.0311,6/26/2008,5.1997,6/26/2008,3.1142,6/26/2008,2.1977,6/26/2008,30.3937,6/26/2008,47.6012,6/26/2008,9.0714,6/26/2008,4.3767,6/26/2008,8.8189,7/4/2008,5.1971,6/26/2008,2.3847,7/18/2008,2.9051,11/13/2008,4.4377,7/16/2008,3.006,7/28/2008,2.4302,6/26/2008,4002.6185,7/4/2008,2.1819,8/15/2008,6.6999,7/15/2008,5.9771,10/7/2008,3.6299,7/2/2008,0.5755,9/26/2008,3.0155,6/26/2008,3.2732,6/26/2008,0.2057,10/21/2008,2.9875
6/27/2008,3.8766,6/27/2008,22.5348,6/27/2008,23.805,6/27/2008,24.746,6/27/2008,3.6037,6/27/2008,20.3237,6/27/2008,20.7,6/27/2008,20.7471,6/27/2008,36.5073,6/27/2008,27.0041,6/27/2008,23.6169,6/27/2008,19.618,6/27/2008,5.3256,6/27/2008,3.1144,6/27/2008,2.2206,6/27/2008,31.1442,6/27/2008,49.0215,6/27/2008,9.1645,6/27/2008,4.1682,6/27/2008,8.8163,7/7/2008,5.1426,6/27/2008,2.4087,7/22/2008,2.843,11/19/2008,5.1978,7/18/2008,2.9707,7/30/2008,2.4413,6/27/2008,3989.4618,7/7/2008,2.1318,8/18/2008,6.8079,7/16/2008,5.9834,10/16/2008,3.5278,7/3/2008,0.5811,9/29/2008,3.0617,6/27/2008,3.2932,6/27/2008,0.2164,10/22/2008,3.042
6/30/2008,4.0305,6/30/2008,23.4015,6/30/2008,24.3902,6/30/2008,25.7086,6/30/2008,3.6633,6/30/2008,20.9059,6/30/2008,21.7535,6/30/2008,21.3297,6/30/2008,37.1033,6/30/2008,27.4979,6/30/2008,23.7781,6/30/2008,20.3409,6/30/2008,5.4807,6/30/2008,3.0511,6/30/2008,2.2884,6/30/2008,31.8297,6/30/2008,49.4397,6/30/2008,9.2476,6/30/2008,4.3036,6/30/2008,9.031,7/8/2008,5.1196,6/30/2008,2.4014,7/23/2008,2.8216,11/21/2008,5.7682,7/22/2008,2.9456,7/31/2008,2.5283,6/30/2008,3521.9889,7/8/2008,1.7593,8/19/2008,6.6594,7/18/2008,5.782,10/21/2008,3.4854,7/4/2008,0.7491,9/30/2008,3.0323,6/30/2008,3.2018,6/30/2008,0.2166,10/28/2008,2.8515
