,151 HK Equity,,322 HK Equity,,1044 HK Equity,,220 HK Equity,,1112 HK Equity,,1025 HK Equity,,1230 HK Equity,,829 HK Equity,,1117 HK Equity,,1700 HK Equity,,1068 HK Equity,,1886 HK Equity,,980 HK Equity,,1006 HK Equity,,1007 HK Equity,,1717 HK Equity,,1338 HK Equity,,2218 HK Equity,,814 HK Equity,,,,
9/7/2011,0.89298,9/7/2011,2.89,9/7/2011,8.81,9/7/2011,0.55555,,,9/7/2011,2.48393,,,2/19/2013,0.49649,,,,,9/7/2011,2.13,9/7/2011,0.43,9/7/2011,1.66,4/30/2013,0.66,,,2/14/2013,0.19,11/2/2012,0.09,9/7/2011,0.33359,9/7/2011,1.06,,,,
9/8/2011,0.92783,9/8/2011,2.93,9/8/2011,8.80,9/8/2011,0.56465,,,9/8/2011,2.44597,,,2/20/2013,0.5042,,,,,9/8/2011,1.79,9/8/2011,0.43,9/8/2011,1.66,5/2/2013,0.62,,,2/15/2013,0.19,11/5/2012,0.09,9/8/2011,0.33366,9/8/2011,1.06,,,,
9/9/2011,0.92511,9/9/2011,2.93,9/9/2011,8.78,9/9/2011,0.56841,,,9/9/2011,2.4122,,,2/21/2013,0.50929,,,,,9/9/2011,1.82,9/9/2011,0.43,9/9/2011,1.63,5/3/2013,0.64,,,2/18/2013,0.19,11/6/2012,0.10,9/9/2011,0.3336,9/9/2011,1.05,,,,
9/12/2011,0.8986,9/12/2011,2.85,9/12/2011,8.35,9/12/2011,0.55506,,,9/12/2011,2.4202,,,2/22/2013,0.50542,,,,,9/12/2011,1.72,9/12/2011,0.41,9/12/2011,1.59,5/6/2013,0.63,,,2/19/2013,0.19,11/7/2012,0.10,9/12/2011,0.32047,9/12/2011,1.03,,,,
9/14/2011,0.90338,9/14/2011,2.79,9/14/2011,8.30,9/14/2011,0.52537,,,9/14/2011,2.41158,,,2/25/2013,0.5041,,,,,9/14/2011,1.66,9/14/2011,0.39,9/14/2011,1.56,5/7/2013,0.63,,,2/20/2013,0.19,11/8/2012,0.09,9/14/2011,0.33316,9/14/2011,1.02,,,,
9/15/2011,0.92424,9/15/2011,2.86,9/15/2011,8.37,9/15/2011,0.534,,,9/15/2011,2.39788,,,2/26/2013,0.50657,,,,,9/15/2011,1.71,9/15/2011,0.39,9/15/2011,1.53,5/8/2013,0.64,,,2/21/2013,0.19,11/9/2012,0.09,9/15/2011,0.33375,9/15/2011,1.05,,,,
9/16/2011,0.94944,9/16/2011,2.91,9/16/2011,8.48,9/16/2011,0.54657,,,9/16/2011,2.41208,,,2/27/2013,0.50403,,,,,9/16/2011,1.76,9/16/2011,0.38,9/16/2011,1.47,5/9/2013,0.64,,,2/22/2013,0.19,11/12/2012,0.09,9/16/2011,0.32717,9/16/2011,1.09,,,,
9/19/2011,0.91981,9/19/2011,2.87,9/19/2011,8.27,9/19/2011,0.5388,,,9/19/2011,2.43743,,,2/28/2013,0.51067,,,,,9/19/2011,1.71,9/19/2011,0.36,9/19/2011,1.36,5/10/2013,0.64,,,2/25/2013,0.19,11/13/2012,0.09,9/19/2011,0.32713,9/19/2011,1.07,,,,
9/20/2011,0.92026,9/20/2011,2.87,9/20/2011,8.25,9/20/2011,0.53906,,,9/20/2011,2.28973,,,3/1/2013,0.50934,,,,,9/20/2011,1.74,9/20/2011,0.35,9/20/2011,1.28,5/13/2013,0.64,,,2/26/2013,0.19,11/14/2012,0.09,9/20/2011,0.31317,9/20/2011,1.07,,,,
9/21/2011,0.92953,9/21/2011,2.88,9/21/2011,8.42,9/21/2011,0.56362,,,9/21/2011,2.2776,,,3/4/2013,0.50669,,,,,9/21/2011,1.73,9/21/2011,0.34,9/21/2011,1.25,5/14/2013,0.64,,,2/27/2013,0.19,11/15/2012,0.09,9/21/2011,0.30428,9/21/2011,1.04,,,,
9/22/2011,0.90122,9/22/2011,2.81,9/22/2011,8.33,9/22/2011,0.5615,,,9/22/2011,2.10499,,,3/5/2013,0.51316,,,,,9/22/2011,1.56,9/22/2011,0.31,9/22/2011,1.27,5/15/2013,0.65,,,2/28/2013,0.19,11/16/2012,0.09,9/22/2011,0.29485,9/22/2011,0.97,,,,
9/23/2011,0.83575,9/23/2011,2.68,9/23/2011,8.20,9/23/2011,0.54093,,,9/23/2011,2.09706,,,3/6/2013,0.51961,,,,,9/23/2011,1.39,9/23/2011,0.29,9/23/2011,1.36,5/16/2013,0.65,,,3/1/2013,0.19,11/19/2012,0.09,9/23/2011,0.30636,9/23/2011,0.94,,,,
9/26/2011,0.83331,9/26/2011,2.65,9/26/2011,8.06,9/26/2011,0.53845,,,9/26/2011,1.88713,,,3/7/2013,0.51441,,,,,9/26/2011,0.96,9/26/2011,0.27,9/26/2011,1.45,5/20/2013,0.69,,,3/4/2013,0.19,11/20/2012,0.08,9/26/2011,0.29871,9/26/2011,0.90,,,,
9/27/2011,0.8491,9/27/2011,2.63,9/27/2011,8.30,9/27/2011,0.53999,,,9/27/2011,1.89829,,,3/8/2013,0.53245,,,,,9/27/2011,0.97,9/27/2011,0.28,9/27/2011,1.42,5/21/2013,0.73,,,3/5/2013,0.19,11/21/2012,0.08,9/27/2011,0.30527,9/27/2011,0.91,,,,
9/28/2011,0.89686,9/28/2011,2.58,9/28/2011,8.36,9/28/2011,0.54017,,,9/28/2011,1.97334,,,3/11/2013,0.53111,,,,,9/28/2011,1.02,9/28/2011,0.27,9/28/2011,1.41,5/22/2013,0.72,,,3/6/2013,0.19,11/22/2012,0.09,9/28/2011,0.30665,9/28/2011,0.91,,,,
9/30/2011,0.90934,9/30/2011,2.46,9/30/2011,8.09,9/30/2011,0.54586,,,9/30/2011,1.99078,,,3/12/2013,0.526,,,,,9/30/2011,1.08,9/30/2011,0.27,9/30/2011,1.43,5/23/2013,0.70,,,3/7/2013,0.19,11/23/2012,0.08,9/30/2011,0.3044,9/30/2011,0.90,,,,
10/3/2011,0.84493,10/3/2011,2.43,10/3/2011,7.77,10/3/2011,0.52905,,,10/3/2011,2.00318,,,3/13/2013,0.51941,,,,,10/3/2011,0.99,10/3/2011,0.25,10/3/2011,1.39,5/24/2013,0.69,,,3/8/2013,0.19,11/26/2012,0.08,10/3/2011,0.29534,10/3/2011,0.86,,,,
10/4/2011,0.78487,10/4/2011,2.32,10/4/2011,7.37,10/4/2011,0.53567,,,10/4/2011,1.99365,,,3/14/2013,0.51558,,,,,10/4/2011,1.03,10/4/2011,0.25,10/4/2011,1.43,5/27/2013,0.70,,,3/11/2013,0.19,11/27/2012,0.08,10/4/2011,0.29545,10/4/2011,0.85,,,,
10/6/2011,0.81729,10/6/2011,2.53,10/6/2011,7.94,10/6/2011,0.54615,,,10/6/2011,2.00982,,,3/15/2013,0.52444,,,,,10/6/2011,1.12,10/6/2011,0.25,10/6/2011,1.52,5/28/2013,0.71,,,3/12/2013,0.19,11/28/2012,0.08,10/6/2011,0.29556,10/6/2011,0.78,,,,
10/7/2011,0.85203,10/7/2011,2.62,10/7/2011,8.11,10/7/2011,0.54103,,,10/7/2011,2.12044,,,3/18/2013,0.51406,,,,,10/7/2011,1.24,10/7/2011,0.26,10/7/2011,1.57,5/29/2013,0.71,,,3/13/2013,0.19,11/29/2012,0.08,10/7/2011,0.29558,10/7/2011,0.80,,,,
10/10/2011,0.85463,10/10/2011,2.64,10/10/2011,8.16,10/10/2011,0.55005,,,10/10/2011,2.06141,,,3/19/2013,0.5334,,,,,10/10/2011,1.32,10/10/2011,0.26,10/10/2011,1.51,5/30/2013,0.67,,,3/14/2013,0.19,11/30/2012,0.08,10/10/2011,0.29559,10/10/2011,0.80,,,,
10/11/2011,0.89065,10/11/2011,2.74,10/11/2011,8.38,10/11/2011,0.55136,,,10/11/2011,2.13346,,,3/20/2013,0.50631,,,,,10/11/2011,1.39,10/11/2011,0.27,10/11/2011,1.53,5/31/2013,0.71,,,3/15/2013,0.19,12/3/2012,0.08,10/11/2011,0.29431,10/11/2011,0.87,,,,
10/12/2011,0.88571,10/12/2011,2.81,10/12/2011,8.38,10/12/2011,0.55791,,,10/12/2011,2.08765,,,3/21/2013,0.51657,,,,,10/12/2011,1.49,10/12/2011,0.31,10/12/2011,1.51,6/3/2013,0.71,,,3/18/2013,0.19,12/4/2012,0.08,10/12/2011,0.29566,10/12/2011,0.88,,,,
10/13/2011,0.89358,10/13/2011,2.78,10/13/2011,8.20,10/13/2011,0.57343,,,10/13/2011,2.16002,,,3/22/2013,0.51524,,,,,10/13/2011,1.50,10/13/2011,0.31,10/13/2011,1.48,6/4/2013,0.75,,,3/19/2013,0.19,12/5/2012,0.09,10/13/2011,0.29572,10/13/2011,0.95,,,,
10/14/2011,0.86789,10/14/2011,2.70,10/14/2011,8.04,10/14/2011,0.56831,,,10/14/2011,2.16008,,,3/25/2013,0.51408,,,,,10/14/2011,1.45,10/14/2011,0.30,10/14/2011,1.49,6/5/2013,0.76,,,3/20/2013,0.19,12/6/2012,0.08,10/14/2011,0.29444,10/14/2011,0.99,,,,
10/17/2011,0.90507,10/17/2011,2.77,10/17/2011,8.28,10/17/2011,0.56181,,,10/17/2011,2.09555,,,3/26/2013,0.51417,,,,,10/17/2011,1.55,10/17/2011,0.30,10/17/2011,1.57,6/6/2013,0.76,,,3/21/2013,0.19,12/7/2012,0.09,10/17/2011,0.29312,10/17/2011,0.96,,,,
10/18/2011,0.86654,10/18/2011,2.66,10/18/2011,8.04,10/18/2011,0.54769,,,10/18/2011,2.01335,,,3/27/2013,0.51268,,,,,10/18/2011,1.45,10/18/2011,0.27,10/18/2011,1.49,6/7/2013,0.78,,,3/22/2013,0.19,12/10/2012,0.09,10/18/2011,0.29442,10/18/2011,0.94,,,,
10/19/2011,0.88856,10/19/2011,2.73,10/19/2011,8.02,10/19/2011,0.55423,,,10/19/2011,2.02402,,,3/28/2013,0.51914,,,,,10/19/2011,1.51,10/19/2011,0.29,10/19/2011,1.48,6/10/2013,0.77,,,3/25/2013,0.19,12/11/2012,0.09,10/19/2011,0.29447,10/19/2011,0.90,,,,
10/20/2011,0.88692,10/20/2011,2.69,10/20/2011,8.10,10/20/2011,0.563,,,10/20/2011,1.95123,,,4/2/2013,0.5153,,,,,10/20/2011,1.42,10/20/2011,0.28,10/20/2011,1.44,6/11/2013,0.76,,,3/26/2013,0.19,12/12/2012,0.09,10/20/2011,0.28793,10/20/2011,0.87,,,,
10/21/2011,0.89826,10/21/2011,2.69,10/21/2011,8.31,10/21/2011,0.56671,,,10/21/2011,1.9276,,,4/3/2013,0.51534,,,,,10/21/2011,1.46,10/21/2011,0.29,10/21/2011,1.45,6/13/2013,0.73,,,3/27/2013,0.19,12/13/2012,0.09,10/21/2011,0.284,10/21/2011,0.96,,,,
10/24/2011,0.91026,10/24/2011,2.74,10/24/2011,8.62,10/24/2011,0.57727,,,10/24/2011,2.00566,,,4/5/2013,0.50351,,,,,10/24/2011,1.52,10/24/2011,0.31,10/24/2011,1.54,6/14/2013,0.73,,,3/28/2013,0.19,12/14/2012,0.09,10/24/2011,0.29056,10/24/2011,0.99,,,,
10/25/2011,0.91328,10/25/2011,2.82,10/25/2011,8.66,10/25/2011,0.57627,,,10/25/2011,1.99635,,,4/8/2013,0.50101,,,,,10/25/2011,1.55,10/25/2011,0.33,10/25/2011,1.54,6/17/2013,0.73,,,4/2/2013,0.19,12/17/2012,0.09,10/25/2011,0.28556,10/25/2011,0.99,,,,
10/26/2011,0.91206,10/26/2011,2.88,10/26/2011,8.74,10/26/2011,0.61747,,,10/26/2011,1.9682,,,4/9/2013,0.50359,,,,,10/26/2011,1.57,10/26/2011,0.32,10/26/2011,1.62,6/18/2013,0.74,,,4/3/2013,0.19,12/18/2012,0.09,10/26/2011,0.29073,10/26/2011,0.99,,,,
10/27/2011,0.91632,10/27/2011,2.91,10/27/2011,9.02,10/27/2011,0.62032,,,10/27/2011,2.04628,,,4/10/2013,0.50496,,,,,10/27/2011,1.74,10/27/2011,0.34,10/27/2011,1.71,6/19/2013,0.73,,,4/5/2013,0.19,12/19/2012,0.10,10/27/2011,0.31659,10/27/2011,0.99,,,,
10/28/2011,0.94026,10/28/2011,2.98,10/28/2011,8.87,10/28/2011,0.60924,,,10/28/2011,2.01963,,,4/11/2013,0.50249,,,,,10/28/2011,1.74,10/28/2011,0.33,10/28/2011,1.67,6/20/2013,0.74,,,4/8/2013,0.19,12/20/2012,0.09,10/28/2011,0.31557,10/28/2011,1.00,,,,
10/31/2011,0.93711,10/31/2011,2.87,10/31/2011,8.77,10/31/2011,0.59856,,,10/31/2011,2.03125,,,4/12/2013,0.50119,,,,,10/31/2011,1.78,10/31/2011,0.32,10/31/2011,1.62,6/21/2013,0.75,,,4/9/2013,0.19,12/21/2012,0.10,10/31/2011,0.32052,10/31/2011,0.98,,,,
11/1/2011,0.92519,11/1/2011,2.94,11/1/2011,8.96,11/1/2011,0.58162,,,11/1/2011,2.00993,,,4/15/2013,0.49081,,,,,11/1/2011,1.68,11/1/2011,0.31,11/1/2011,1.50,6/24/2013,0.73,,,4/10/2013,0.19,12/24/2012,0.10,11/1/2011,0.31783,11/1/2011,1.07,,,,
11/2/2011,0.92646,11/2/2011,2.70,11/2/2011,9.18,11/2/2011,0.59448,,,11/2/2011,2.03307,,,4/16/2013,0.49983,,,,,11/2/2011,1.64,11/2/2011,0.32,11/2/2011,1.54,6/25/2013,0.73,,,4/11/2013,0.19,12/27/2012,0.10,11/2/2011,0.32812,11/2/2011,1.00,,,,
11/3/2011,0.90752,11/3/2011,2.68,11/3/2011,8.91,11/3/2011,0.59472,,,11/3/2011,1.97724,,,4/17/2013,0.50753,,,,,11/3/2011,1.58,11/3/2011,0.32,11/3/2011,1.52,6/26/2013,0.75,,,4/12/2013,0.19,12/28/2012,0.10,11/3/2011,0.33469,11/3/2011,0.99,,,,
11/4/2011,0.92823,11/4/2011,2.68,11/4/2011,8.79,11/4/2011,0.61796,,,11/4/2011,2.02382,,,4/18/2013,0.49845,,,,,11/4/2011,1.67,11/4/2011,0.32,11/4/2011,1.60,6/27/2013,0.75,,,4/15/2013,0.19,12/31/2012,0.10,11/4/2011,0.32829,11/4/2011,1.02,,,,
11/7/2011,0.93192,11/7/2011,2.93,11/7/2011,8.71,11/7/2011,0.62428,,,11/7/2011,2.0389,,,4/19/2013,0.50104,,,,,11/7/2011,1.68,11/7/2011,0.34,11/7/2011,1.56,6/28/2013,0.79,,,4/16/2013,0.19,1/2/2013,0.11,11/7/2011,0.33467,11/7/2011,0.95,,,,
11/8/2011,0.91904,11/8/2011,2.79,11/8/2011,8.98,11/8/2011,0.61655,,,11/8/2011,1.97451,,,4/22/2013,0.5049,,,,,11/8/2011,1.66,11/8/2011,0.38,11/8/2011,1.52,7/2/2013,0.82,,,4/17/2013,0.19,1/3/2013,0.11,11/8/2011,0.34754,11/8/2011,0.96,,,,
11/9/2011,0.92133,11/9/2011,2.77,11/9/2011,8.96,11/9/2011,0.60092,,,11/9/2011,1.99707,,,4/23/2013,0.49328,,,,,11/9/2011,1.65,11/9/2011,0.38,11/9/2011,1.49,7/3/2013,0.79,,,4/18/2013,0.19,1/4/2013,0.10,11/9/2011,0.34099,11/9/2011,0.98,,,,
11/10/2011,0.90484,11/10/2011,2.70,11/10/2011,8.90,11/10/2011,0.60794,,,11/10/2011,1.9819,,,4/24/2013,0.48813,,,,,11/10/2011,1.53,11/10/2011,0.35,11/10/2011,1.41,7/4/2013,0.79,,,4/19/2013,0.19,1/7/2013,0.11,11/10/2011,0.32132,11/10/2011,0.93,,,,
11/11/2011,0.90123,11/11/2011,2.69,11/11/2011,8.94,11/11/2011,0.59396,,,11/11/2011,1.97987,,,4/25/2013,0.49326,,,,,11/11/2011,1.55,11/11/2011,0.36,11/11/2011,1.41,7/5/2013,0.81,,,4/22/2013,0.19,1/8/2013,0.11,11/11/2011,0.32141,11/11/2011,0.92,,,,
11/14/2011,0.95606,11/14/2011,2.80,11/14/2011,9.30,11/14/2011,0.61682,,,11/14/2011,2.03806,,,4/26/2013,0.48945,,,,,11/14/2011,1.59,11/14/2011,0.38,11/14/2011,1.39,7/8/2013,0.83,,,4/23/2013,0.19,1/9/2013,0.11,11/14/2011,0.32768,11/14/2011,0.93,,,,
11/15/2011,0.95086,11/15/2011,2.88,11/15/2011,9.41,11/15/2011,0.60521,,,11/15/2011,2.09447,,,4/29/2013,0.49863,,,,,11/15/2011,1.58,11/15/2011,0.37,11/15/2011,1.39,7/9/2013,0.81,,,4/24/2013,0.19,1/10/2013,0.11,11/15/2011,0.31481,11/15/2011,0.95,,,,
11/16/2011,0.93547,11/16/2011,2.83,11/16/2011,9.37,11/16/2011,0.59623,,,11/16/2011,2.04055,,,4/30/2013,0.5077,,,,,11/16/2011,1.53,11/16/2011,0.36,11/16/2011,1.33,,,,,4/25/2013,0.19,1/11/2013,0.10,11/16/2011,0.31354,11/16/2011,0.90,,,,
11/17/2011,0.95808,11/17/2011,2.80,11/17/2011,9.38,11/17/2011,0.60362,,,11/17/2011,2.03688,,,5/2/2013,0.49751,,,,,11/17/2011,1.55,11/17/2011,0.37,11/17/2011,1.29,,,,,4/26/2013,0.19,1/14/2013,0.11,11/17/2011,0.30566,11/17/2011,0.90,,,,
11/18/2011,0.92697,11/18/2011,2.77,11/18/2011,9.10,11/18/2011,0.59444,,,11/18/2011,2.04139,,,5/3/2013,0.50133,,,,,11/18/2011,1.54,11/18/2011,0.36,11/18/2011,1.27,,,,,4/29/2013,0.19,1/15/2013,0.10,11/18/2011,0.30428,11/18/2011,0.90,,,,
11/21/2011,0.91914,11/21/2011,2.81,11/21/2011,8.98,11/21/2011,0.57767,,,11/21/2011,2.0334,,,5/6/2013,0.50516,,,,,11/21/2011,1.49,11/21/2011,0.35,11/21/2011,1.24,,,,,4/30/2013,0.19,1/16/2013,0.10,11/21/2011,0.29525,11/21/2011,0.88,,,,
11/22/2011,0.93304,11/22/2011,2.84,11/22/2011,9.22,11/22/2011,0.58267,,,11/22/2011,2.03293,,,5/7/2013,0.50768,,,,,11/22/2011,1.47,11/22/2011,0.36,11/22/2011,1.21,,,,,5/2/2013,0.19,1/17/2013,0.10,11/22/2011,0.29519,11/22/2011,0.89,,,,
11/23/2011,0.92638,11/23/2011,2.91,11/23/2011,9.30,11/23/2011,0.56583,,,11/23/2011,2.01955,,,5/8/2013,0.50517,,,,,11/23/2011,1.40,11/23/2011,0.36,11/23/2011,1.22,,,,,5/3/2013,0.19,1/18/2013,0.10,11/23/2011,0.29767,11/23/2011,0.84,,,,
11/24/2011,0.92614,11/24/2011,2.90,11/24/2011,9.05,11/24/2011,0.56441,,,11/24/2011,2.01904,,,5/9/2013,0.50781,,,,,11/24/2011,1.37,11/24/2011,0.35,11/24/2011,1.20,,,,,5/6/2013,0.19,1/21/2013,0.10,11/24/2011,0.28862,11/24/2011,0.85,,,,
11/25/2011,0.94146,11/25/2011,2.94,11/25/2011,9.04,11/25/2011,0.56821,,,11/25/2011,1.99323,,,5/10/2013,0.518,,,,,11/25/2011,1.34,11/25/2011,0.35,11/25/2011,1.17,,,,,5/7/2013,0.19,1/22/2013,0.10,11/25/2011,0.30142,11/25/2011,0.86,,,,
11/28/2011,0.99289,11/28/2011,3.09,11/28/2011,9.17,11/28/2011,0.56444,,,11/28/2011,1.9627,,,5/13/2013,0.51538,,,,,11/28/2011,1.35,11/28/2011,0.37,11/28/2011,1.21,,,,,5/8/2013,0.19,1/23/2013,0.10,11/28/2011,0.29505,11/28/2011,0.87,,,,
11/29/2011,1.01798,11/29/2011,3.13,11/29/2011,9.34,11/29/2011,0.56612,,,11/29/2011,2.03854,,,5/14/2013,0.51406,,,,,11/29/2011,1.37,11/29/2011,0.37,11/29/2011,1.26,,,,,5/9/2013,0.19,1/24/2013,0.10,11/29/2011,0.30681,11/29/2011,0.86,,,,
11/30/2011,1.01417,11/30/2011,3.13,11/30/2011,9.17,11/30/2011,0.54312,,,11/30/2011,2.05408,,,5/15/2013,0.51405,,,,,11/30/2011,1.35,11/30/2011,0.37,11/30/2011,1.21,,,,,5/10/2013,0.19,1/25/2013,0.10,11/30/2011,0.29988,11/30/2011,0.85,,,,
12/1/2011,1.01811,12/1/2011,3.20,12/1/2011,9.37,12/1/2011,0.57277,,,12/1/2011,2.15206,,,5/16/2013,0.51392,,,,,12/1/2011,1.43,12/1/2011,0.38,12/1/2011,1.22,,,,,5/13/2013,0.19,1/28/2013,0.09,12/1/2011,0.32049,12/1/2011,0.85,,,,
12/2/2011,1.02351,12/2/2011,3.27,12/2/2011,9.35,12/2/2011,0.57419,,,12/2/2011,2.10109,,,5/20/2013,0.51277,,,,,12/2/2011,1.44,12/2/2011,0.37,12/2/2011,1.19,,,,,5/14/2013,0.19,1/29/2013,0.09,12/2/2011,0.30898,12/2/2011,0.89,,,,
12/5/2011,1.05538,12/5/2011,3.21,12/5/2011,9.45,12/5/2011,0.5663,,,12/5/2011,2.18799,,,5/21/2013,0.5051,,,,,12/5/2011,1.44,12/5/2011,0.38,12/5/2011,1.20,,,,,5/15/2013,0.19,1/30/2013,0.09,12/5/2011,0.30374,12/5/2011,0.86,,,,
12/6/2011,1.03829,12/6/2011,3.24,12/6/2011,9.47,12/6/2011,0.58669,,,12/6/2011,2.15377,,,5/22/2013,0.5102,,,,,12/6/2011,1.41,12/6/2011,0.37,12/6/2011,1.20,,,,,5/16/2013,0.19,1/31/2013,0.09,12/6/2011,0.31136,12/6/2011,0.89,,,,
12/7/2011,1.028,12/7/2011,3.20,12/7/2011,9.20,12/7/2011,0.58283,,,12/7/2011,2.15635,,,5/23/2013,0.51398,,,,,12/7/2011,1.39,12/7/2011,0.37,12/7/2011,1.24,,,,,5/20/2013,0.19,2/1/2013,0.09,12/7/2011,0.31136,12/7/2011,0.87,,,,
12/8/2011,1.02368,12/8/2011,3.15,12/8/2011,9.11,12/8/2011,0.59929,,,12/8/2011,2.18367,,,5/24/2013,0.51006,,,,,12/8/2011,1.36,12/8/2011,0.37,12/8/2011,1.26,,,,,5/21/2013,0.19,2/4/2013,0.09,12/8/2011,0.30865,12/8/2011,0.88,,,,
12/9/2011,0.99712,12/9/2011,3.13,12/9/2011,8.90,12/9/2011,0.58979,,,12/9/2011,2.19727,,,5/27/2013,0.50748,,,,,12/9/2011,1.34,12/9/2011,0.37,12/9/2011,1.19,,,,,5/22/2013,0.19,2/5/2013,0.09,12/9/2011,0.30453,12/9/2011,0.85,,,,
12/12/2011,1.00605,12/12/2011,3.12,12/12/2011,8.85,12/12/2011,0.59104,,,12/12/2011,2.21254,,,5/28/2013,0.50104,,,,,12/12/2011,1.33,12/12/2011,0.37,12/12/2011,1.18,,,,,5/23/2013,0.19,2/6/2013,0.09,12/12/2011,0.30066,12/12/2011,0.85,,,,
12/13/2011,0.99765,12/13/2011,3.07,12/13/2011,8.92,12/13/2011,0.59139,,,12/13/2011,2.19585,,,5/29/2013,0.48816,,,,,12/13/2011,1.33,12/13/2011,0.37,12/13/2011,1.19,,,,,5/24/2013,0.19,2/7/2013,0.09,12/13/2011,0.32141,12/13/2011,0.85,,,,
12/14/2011,0.98782,12/14/2011,3.08,12/14/2011,8.91,12/14/2011,0.58961,,,12/14/2011,2.14521,,,5/30/2013,0.48687,,,,,12/14/2011,1.28,12/14/2011,0.37,12/14/2011,1.18,,,,,5/27/2013,0.19,2/8/2013,0.09,12/14/2011,0.30315,12/14/2011,0.85,,,,
12/15/2011,0.98827,12/15/2011,3.01,12/15/2011,8.96,12/15/2011,0.57702,,,12/15/2011,2.07677,,,5/31/2013,0.51915,,,,,12/15/2011,1.25,12/15/2011,0.37,12/15/2011,1.16,,,,,5/28/2013,0.19,2/14/2013,0.09,12/15/2011,0.2943,12/15/2011,0.84,,,,
12/16/2011,0.99563,12/16/2011,3.04,12/16/2011,9.33,12/16/2011,0.58068,,,12/16/2011,2.04265,,,6/3/2013,0.50113,,,,,12/16/2011,1.24,12/16/2011,0.35,12/16/2011,1.12,,,,,5/29/2013,0.19,2/15/2013,0.09,12/16/2011,0.29419,12/16/2011,0.85,,,,
12/19/2011,0.97622,12/19/2011,3.03,12/19/2011,9.14,12/19/2011,0.58317,,,12/19/2011,1.98328,,,6/4/2013,0.49736,,,,,12/19/2011,1.25,12/19/2011,0.35,12/19/2011,1.09,,,,,5/30/2013,0.19,2/18/2013,0.09,12/19/2011,0.28773,12/19/2011,0.85,,,,
12/20/2011,0.97141,12/20/2011,3.01,12/20/2011,9.00,12/20/2011,0.57822,,,12/20/2011,1.98908,,,6/5/2013,0.48962,,,,,12/20/2011,1.29,12/20/2011,0.35,12/20/2011,1.08,,,,,5/31/2013,0.19,2/19/2013,0.09,12/20/2011,0.28397,12/20/2011,0.86,,,,
12/21/2011,1.00107,12/21/2011,3.06,12/21/2011,9.39,12/21/2011,0.57828,,,12/21/2011,2.01755,,,6/6/2013,0.487,,,,,12/21/2011,1.31,12/21/2011,0.35,12/21/2011,1.16,,,,,6/3/2013,0.19,2/20/2013,0.09,12/21/2011,0.28143,12/21/2011,0.86,,,,
12/22/2011,1.02801,12/22/2011,3.01,12/22/2011,9.42,12/22/2011,0.5834,,,12/22/2011,2.02005,,,6/7/2013,0.48824,,,,,12/22/2011,1.31,12/22/2011,0.35,12/22/2011,1.15,,,,,6/4/2013,0.19,2/21/2013,0.09,12/22/2011,0.28656,12/22/2011,0.86,,,,
12/23/2011,1.02488,12/23/2011,3.09,12/23/2011,9.52,12/23/2011,0.59281,,,12/23/2011,2.06777,,,6/10/2013,0.48943,,,,,12/23/2011,1.33,12/23/2011,0.34,12/23/2011,1.22,,,,,6/5/2013,0.19,2/22/2013,0.09,12/23/2011,0.2829,12/23/2011,0.86,,,,
12/28/2011,1.02881,12/28/2011,3.09,12/28/2011,9.65,12/28/2011,0.59028,,,12/28/2011,2.01646,,,6/11/2013,0.48167,,,,,12/28/2011,1.30,12/28/2011,0.34,12/28/2011,1.23,,,,,6/6/2013,0.19,2/25/2013,0.09,12/28/2011,0.29578,12/28/2011,0.89,,,,
12/29/2011,1.01124,12/29/2011,3.07,12/29/2011,9.63,12/29/2011,0.59182,,,12/29/2011,2.11512,,,6/13/2013,0.48816,,,,,12/29/2011,1.30,12/29/2011,0.33,12/29/2011,1.25,,,,,6/7/2013,0.19,2/26/2013,0.09,12/29/2011,0.30234,12/29/2011,0.87,,,,
12/30/2011,0.99786,12/30/2011,3.04,12/30/2011,9.35,12/30/2011,0.59872,,,12/30/2011,2.08843,,,6/14/2013,0.48707,,,,,12/30/2011,1.31,12/30/2011,0.34,12/30/2011,1.28,,,,,6/10/2013,0.19,2/27/2013,0.08,12/30/2011,0.29356,12/30/2011,0.85,,,,
1/3/2012,0.9977,1/3/2012,3.08,1/3/2012,9.73,1/3/2012,0.60505,,,1/3/2012,2.07521,,,6/17/2013,0.48712,,,,,1/3/2012,1.37,1/3/2012,0.34,1/3/2012,1.24,,,,,6/11/2013,0.19,2/28/2013,0.09,1/3/2012,0.2948,1/3/2012,0.89,,,,
1/4/2012,0.96167,1/4/2012,3.06,1/4/2012,9.59,1/4/2012,0.61022,,,1/4/2012,2.05981,,,6/18/2013,0.47817,,,,,1/4/2012,1.37,1/4/2012,0.35,1/4/2012,1.27,,,,,6/13/2013,0.19,3/1/2013,0.09,1/4/2012,0.28322,1/4/2012,0.89,,,,
1/5/2012,0.96072,1/5/2012,3.08,1/5/2012,9.59,1/5/2012,0.62202,,,1/5/2012,2.07598,,,6/19/2013,0.47701,,,,,1/5/2012,1.41,1/5/2012,0.34,1/5/2012,1.31,,,,,6/14/2013,0.19,3/4/2013,0.09,1/5/2012,0.27302,1/5/2012,0.89,,,,
