,6954 JP Equity,,6501 JP Equity,,6301 JP Equity,,6503 JP Equity,,7011 JP Equity,,6861 JP Equity,,6326 JP Equity,,6981 JP Equity,,8053 JP Equity,,6273 JP Equity,,6367 JP Equity,,9064 JP Equity,,1963 JP Equity,,7205 JP Equity,,6645 JP Equity,,7013 JP Equity,,6806 JP Equity,,6471 JP Equity,,9062 JP Equity,,9104 JP Equity,,9101 JP Equity,,1801 JP Equity,,6305 JP Equity,,1802 JP Equity,,1812 JP Equity,,1803 JP Equity,,6841 JP Equity,,6506 JP Equity,,6366 JP Equity,,6481 JP Equity,,6113 JP Equity,,6370 JP Equity,,6302 JP Equity,,6504 JP Equity,,6268 JP Equity,,9301 JP Equity,,6361 JP Equity,,6465 JP Equity,,9962 JP Equity,,9364 JP Equity,,6146 JP Equity,,1881 JP Equity,,1944 JP Equity,,9107 JP Equity,,6395 JP Equity,,1721 JP Equity,,9076 JP Equity,,6754 JP Equity,,6472 JP Equity,,9086 JP Equity,,9075 JP Equity,,5801 JP Equity,,7458 JP Equity,,6845 JP Equity,,1883 JP Equity,,6856 JP Equity,,6961 JP Equity,,6136 JP Equity,,1983 JP Equity,,6269 JP Equity,,6141 JP Equity,,9375 JP Equity,,9706 JP Equity,,7003 JP Equity,,1951 JP Equity,,6103 JP Equity,,9065 JP Equity,,1414 JP Equity,,7004 JP Equity,,9303 JP Equity,,9072 JP Equity,,6755 JP Equity,,6474 JP Equity,,6371 JP Equity,,6005 JP Equity,,6383 JP Equity
5/19/2008,105.34877,5/19/2008,6.71706,5/19/2008,31.95866,5/19/2008,11.10898,5/19/2008,4.49718,5/19/2008,198.32813,5/19/2008,7.40599,5/19/2008,54.25318,5/19/2008,15.04162,5/19/2008,124.19864,5/19/2008,50.71285,5/19/2008,14.2283,5/19/2008,20.2373,5/19/2008,6.2195,5/19/2008,22.00746,5/19/2008,2.306,5/19/2008,114.91723,5/19/2008,9.26227,5/19/2008,5.18611,5/19/2008,15.92192,5/19/2008,10.60186,5/19/2008,2.77485,5/19/2008,34.2551,5/19/2008,5.16697,5/19/2008,3.83695,5/19/2008,4.7938,5/19/2008,9.41537,5/19/2008,10.93675,5/19/2008,9.38666,5/19/2008,20.33298,5/19/2008,9.05177,5/19/2008,35.88173,5/19/2008,8.11406,5/19/2008,3.78911,5/19/2008,14.35269,5/19/2008,13.30973,5/19/2008,3.37767,12/24/2008,8.16799,5/19/2008,18.37145,5/19/2008,7.91312,5/19/2008,50.61717,5/19/2008,5.4923,5/19/2008,9.11874,5/19/2008,11.94144,5/19/2008,11.05157,5/19/2008,8.55421,5/19/2008,6.99455,5/19/2008,3.22457,5/19/2008,7.54952,5/19/2008,12.02756,5/19/2008,3.95177,5/19/2008,3.69343,5/19/2008,10.42962,5/19/2008,26.4568,5/19/2008,7.53038,5/19/2008,28.70539,5/19/2008,11.06114,5/19/2008,13.11836,5/19/2008,8.86996,5/19/2008,37.317,5/19/2008,18.8116,5/19/2008,29.47086,5/19/2008,18.45756,5/19/2008,3.40637,5/19/2008,8.41068,5/19/2008,11.63525,5/19/2008,5.18611,5/19/2008,12.439,5/19/2008,1.30131,5/19/2008,5.35834,5/19/2008,13.04181,5/19/2008,5.14783,5/19/2008,4.46847,5/19/2008,6.68836,5/19/2008,25.11721,5/19/2008,12.36245
5/20/2008,105.19718,5/20/2008,7.00029,5/20/2008,32.20519,5/20/2008,11.15611,5/20/2008,4.77292,5/20/2008,198.34392,5/20/2008,7.56918,5/20/2008,55.73233,5/20/2008,15.62048,5/20/2008,129.11002,5/20/2008,50.23624,5/20/2008,14.52126,5/20/2008,20.58625,5/20/2008,6.33497,5/20/2008,22.17722,5/20/2008,2.3045,5/20/2008,115.51442,5/20/2008,9.31443,5/20/2008,5.2454,5/20/2008,16.09295,5/20/2008,10.75113,5/20/2008,2.83483,5/20/2008,34.71218,5/20/2008,5.06219,5/20/2008,3.76049,5/20/2008,4.96577,5/20/2008,9.45907,5/20/2008,10.93434,5/20/2008,9.05409,5/20/2008,20.58625,5/20/2008,9.09266,5/20/2008,36.25494,5/20/2008,8.26343,5/20/2008,3.82798,5/20/2008,14.81053,5/20/2008,12.92064,5/20/2008,3.4905,12/25/2008,7.86418,5/20/2008,18.36853,5/20/2008,7.90666,5/20/2008,50.71835,5/20/2008,5.70822,5/20/2008,9.16016,5/20/2008,11.99499,5/20/2008,10.83791,5/20/2008,8.4852,5/20/2008,6.95208,5/20/2008,3.23016,5/20/2008,7.57883,5/20/2008,11.76357,5/20/2008,3.90512,5/20/2008,3.76049,5/20/2008,10.37508,5/20/2008,27.19121,5/20/2008,7.65596,5/20/2008,28.34828,5/20/2008,11.08861,5/20/2008,13.24848,5/20/2008,9.24694,5/20/2008,38.1834,5/20/2008,19.08206,5/20/2008,29.21608,5/20/2008,18.02141,5/20/2008,3.64478,5/20/2008,8.60091,5/20/2008,11.53216,5/20/2008,5.30325,5/20/2008,12.49638,5/20/2008,1.35956,5/20/2008,5.23575,5/20/2008,12.98814,5/20/2008,5.26468,5/20/2008,4.45473,5/20/2008,6.66281,5/20/2008,25.69665,5/20/2008,11.95642
5/21/2008,105.02901,5/21/2008,6.89555,5/21/2008,31.72147,5/21/2008,10.85106,5/21/2008,4.80658,5/21/2008,197.97944,5/21/2008,7.94971,5/21/2008,54.73888,5/21/2008,15.61896,5/21/2008,124.46809,5/21/2008,50.67698,5/21/2008,14.30368,5/21/2008,20.40619,5/21/2008,6.41199,5/21/2008,21.66344,5/21/2008,2.2147,5/21/2008,114.41006,5/21/2008,9.13926,5/21/2008,5.12573,5/21/2008,15.56093,5/21/2008,10.35783,5/21/2008,2.77563,5/21/2008,33.65571,5/21/2008,4.99033,5/21/2008,3.71373,5/21/2008,4.71954,5/21/2008,9.20696,5/21/2008,10.76402,5/21/2008,9.19729,5/21/2008,19.58414,5/21/2008,8.9942,5/21/2008,35.68665,5/21/2008,8.03675,5/21/2008,3.89749,5/21/2008,14.94197,5/21/2008,12.6499,5/21/2008,3.44294,12/26/2008,8.43347,5/21/2008,18.46228,5/21/2008,7.75629,5/21/2008,49.12959,5/21/2008,5.68665,5/21/2008,9.28433,5/21/2008,11.59574,5/21/2008,10.71567,5/21/2008,8.46228,5/21/2008,6.85687,5/21/2008,3.14313,5/21/2008,7.33075,5/21/2008,11.65377,5/21/2008,3.7911,5/21/2008,3.77176,5/21/2008,10.54159,5/21/2008,26.78917,5/21/2008,7.59188,5/21/2008,27.65957,5/21/2008,11.34429,5/21/2008,13.14313,5/21/2008,9.07157,5/21/2008,39.26499,5/21/2008,18.52998,5/21/2008,29.11025,5/21/2008,18.10445,5/21/2008,3.61702,5/21/2008,8.68472,5/21/2008,11.43133,5/21/2008,5.31915,5/21/2008,12.51451,5/21/2008,1.33462,5/21/2008,5.15474,5/21/2008,12.75629,5/21/2008,5.15474,5/21/2008,4.47776,5/21/2008,6.51838,5/21/2008,25.77369,5/21/2008,11.49903
5/22/2008,105.15186,5/22/2008,6.9108,5/22/2008,31.9108,5/22/2008,10.99577,5/22/2008,4.96924,5/22/2008,198.50916,5/22/2008,7.86236,5/22/2008,54.49827,5/22/2008,15.93618,5/22/2008,124.37524,5/22/2008,50.36524,5/22/2008,14.12918,5/22/2008,20.8093,5/22/2008,6.45905,5/22/2008,22.05882,5/22/2008,2.25875,5/22/2008,114.18685,5/22/2008,9.1311,5/22/2008,5.06536,5/22/2008,15.36909,5/22/2008,10.42868,5/22/2008,2.81622,5/22/2008,33.73702,5/22/2008,5.10381,5/22/2008,3.81584,5/22/2008,4.79623,5/22/2008,9.3714,5/22/2008,10.75548,5/22/2008,9.8712,5/22/2008,20.32872,5/22/2008,9.18877,5/22/2008,36.04383,5/22/2008,8.04498,5/22/2008,4.18108,5/22/2008,14.85006,5/22/2008,12.45675,5/22/2008,3.40254,12/29/2008,8.67828,5/22/2008,18.56978,5/22/2008,7.78547,5/22/2008,49.01961,5/22/2008,5.85352,5/22/2008,9.208,5/22/2008,11.46674,5/22/2008,11.07266,5/22/2008,8.5544,5/22/2008,6.70896,5/22/2008,3.15263,5/22/2008,7.46828,5/22/2008,11.70704,5/22/2008,3.74856,5/22/2008,3.89273,5/22/2008,10.55363,5/22/2008,27.29719,5/22/2008,7.50673,5/22/2008,27.97001,5/22/2008,11.28412,5/22/2008,14.25413,5/22/2008,9.2945,5/22/2008,40.08074,5/22/2008,18.59862,5/22/2008,29.70012,5/22/2008,17.91619,5/22/2008,3.81584,5/22/2008,8.87159,5/22/2008,11.47636,5/22/2008,5.30565,5/22/2008,12.34141,5/22/2008,1.32641,5/22/2008,5.16148,5/22/2008,12.77393,5/22/2008,5.1807,5/22/2008,4.57516,5/22/2008,6.54556,5/22/2008,25.37486,5/22/2008,11.77432
5/23/2008,105.65635,5/23/2008,7.08257,5/23/2008,31.14388,5/23/2008,11.07015,5/23/2008,5.00631,5/23/2008,200.93862,5/23/2008,7.89755,5/23/2008,55.2052,5/23/2008,15.35849,5/23/2008,125.15766,5/23/2008,50.35413,5/23/2008,14.19424,5/23/2008,21.58727,5/23/2008,6.55865,5/23/2008,22.07238,5/23/2008,2.2412,5/23/2008,115.94062,5/23/2008,9.4887,5/23/2008,5.08392,5/23/2008,14.81517,5/23/2008,10.18725,5/23/2008,2.90094,5/23/2008,34.05453,5/23/2008,5.13243,5/23/2008,3.94877,5/23/2008,5.03541,5/23/2008,9.56631,5/23/2008,10.90521,5/23/2008,10.82759,5/23/2008,19.84088,5/23/2008,9.12972,5/23/2008,36.57708,5/23/2008,7.93635,5/23/2008,4.41448,5/23/2008,14.9413,5/23/2008,12.46726,5/23/2008,3.46367,12/30/2008,8.67929,5/23/2008,19.69535,5/23/2008,7.81993,5/23/2008,49.28689,5/23/2008,5.77278,5/23/2008,9.41108,5/23/2008,11.02164,5/23/2008,10.73057,5/23/2008,8.86776,5/23/2008,6.64597,5/23/2008,3.25022,5/23/2008,7.46095,5/23/2008,11.99185,5/23/2008,3.77413,5/23/2008,3.91967,5/23/2008,11.11866,5/23/2008,27.94218,5/23/2008,7.50946,5/23/2008,27.6026,5/23/2008,11.36121,5/23/2008,13.99049,5/23/2008,9.35287,5/23/2008,40.2639,5/23/2008,19.20054,5/23/2008,29.10643,5/23/2008,18.24003,5/23/2008,3.73533,5/23/2008,9.08121,5/23/2008,11.59406,5/23/2008,5.53022,5/23/2008,12.25381,5/23/2008,1.30009,5/23/2008,5.13243,5/23/2008,12.70981,5/23/2008,5.04511,5/23/2008,4.5309,5/23/2008,6.65567,5/23/2008,24.98302,5/23/2008,11.57466
5/26/2008,101.66216,5/26/2008,7.09316,5/26/2008,30.63394,5/26/2008,10.68806,5/26/2008,4.87051,5/26/2008,195.74989,5/26/2008,7.65365,5/26/2008,52.37727,5/26/2008,14.83378,5/26/2008,119.73328,5/26/2008,49.47816,5/26/2008,13.82876,5/26/2008,21.69501,5/26/2008,6.29107,5/26/2008,21.50174,5/26/2008,2.184,5/26/2008,112.09896,5/26/2008,9.07422,5/26/2008,4.92849,5/26/2008,14.53421,5/26/2008,9.86664,5/26/2008,2.83147,5/26/2008,32.85659,5/26/2008,4.91882,5/26/2008,3.76884,5/26/2008,4.7932,5/26/2008,9.21917,5/26/2008,10.62041,5/26/2008,11.28721,5/26/2008,19.569,5/26/2008,8.71666,5/26/2008,35.56243,5/26/2008,7.57634,5/26/2008,4.21337,5/26/2008,14.53421,5/26/2008,12.12795,5/26/2008,3.33398,1/5/2009,8.53253,5/26/2008,18.86355,5/26/2008,7.71164,5/26/2008,48.12524,5/26/2008,5.52764,5/26/2008,9.26749,5/26/2008,10.79436,5/26/2008,10.74604,5/26/2008,8.77464,5/26/2008,6.43603,5/26/2008,3.10205,5/26/2008,7.23811,5/26/2008,12.14727,5/26/2008,3.69153,5/26/2008,3.83649,5/26/2008,11.03595,5/26/2008,27.01005,5/26/2008,7.36374,5/26/2008,27.54155,5/26/2008,11.5288,5/26/2008,13.43255,5/26/2008,9.6637,5/26/2008,39.138,5/26/2008,18.477,5/26/2008,28.12138,5/26/2008,17.54928,5/26/2008,3.63355,5/26/2008,9.4511,5/26/2008,11.03595,5/26/2008,5.48898,5/26/2008,12.20526,5/26/2008,1.25628,5/26/2008,5.01546,5/26/2008,12.52416,5/26/2008,4.88017,5/26/2008,4.34867,5/26/2008,6.39737,5/26/2008,24.54581,5/26/2008,11.3162
5/27/2008,102.90161,5/27/2008,7.22521,5/27/2008,31.32206,5/27/2008,10.9435,5/27/2008,4.94812,5/27/2008,196.52715,5/27/2008,7.87855,5/27/2008,52.74789,5/27/2008,15.13259,5/27/2008,120.58032,5/27/2008,51.01845,5/27/2008,13.87394,5/27/2008,21.37779,5/27/2008,6.33167,5/27/2008,21.85819,5/27/2008,2.22905,5/27/2008,112.41353,5/27/2008,9.19485,5/27/2008,4.95772,5/27/2008,14.69062,5/27/2008,10.08839,5/27/2008,2.80553,5/27/2008,33.14758,5/27/2008,5.02498,5/27/2008,3.81437,5/27/2008,4.76556,5/27/2008,9.20446,5/27/2008,11.00115,5/27/2008,10.68409,5/27/2008,19.64835,5/27/2008,8.92583,5/27/2008,35.9339,5/27/2008,7.72483,5/27/2008,4.28517,5/27/2008,14.77709,5/27/2008,12.25019,5/27/2008,3.27633,1/6/2009,8.49458,5/27/2008,19.07187,5/27/2008,7.87855,5/27/2008,48.52037,5/27/2008,5.41891,5/27/2008,9.26211,5/27/2008,10.84743,5/27/2008,11.03958,5/27/2008,8.60876,5/27/2008,6.34128,5/27/2008,3.10338,5/27/2008,7.28286,5/27/2008,12.00038,5/27/2008,3.67025,5/27/2008,3.86241,5/27/2008,10.80899,5/27/2008,27.2867,5/27/2008,7.17717,5/27/2008,27.14258,5/27/2008,11.59685,5/27/2008,13.45119,5/27/2008,9.52152,5/27/2008,38.23982,5/27/2008,19.05265,5/27/2008,28.34358,5/27/2008,17.67871,5/27/2008,3.64143,5/27/2008,9.48309,5/27/2008,11.58724,5/27/2008,5.59185,5/27/2008,12.11568,5/27/2008,1.24904,5/27/2008,5.09224,5/27/2008,12.56726,5/27/2008,4.90968,5/27/2008,4.34281,5/27/2008,6.45657,5/27/2008,25.17294,5/27/2008,11.46234
5/28/2008,100.79373,5/28/2008,7.0001,5/28/2008,30.79277,5/28/2008,10.70097,5/28/2008,4.94406,5/28/2008,195.29012,5/28/2008,7.73644,5/28/2008,51.64005,5/28/2008,14.57397,5/28/2008,116.85952,5/28/2008,50.68375,5/28/2008,13.56029,5/28/2008,21.03854,5/28/2008,6.24462,5/28/2008,21.75576,5/28/2008,2.15167,5/28/2008,109.20914,5/28/2008,9.08482,5/28/2008,4.89624,5/28/2008,14.32533,5/28/2008,9.86899,5/28/2008,2.78282,5/28/2008,32.60974,5/28/2008,4.97275,5/28/2008,3.72956,5/28/2008,4.81018,5/28/2008,8.89356,5/28/2008,10.83485,5/28/2008,10.22282,5/28/2008,19.3172,5/28/2008,8.67362,5/28/2008,35.57426,5/28/2008,7.46868,5/28/2008,4.2364,5/28/2008,14.3349,5/28/2008,11.80071,5/28/2008,3.19403,1/7/2009,8.71396,5/28/2008,18.95381,5/28/2008,7.75557,5/28/2008,47.81486,5/28/2008,5.2692,5/28/2008,8.97963,5/28/2008,10.59577,5/28/2008,10.65315,5/28/2008,8.1859,5/28/2008,6.1203,5/28/2008,3.05059,5/28/2008,7.09573,5/28/2008,12.11629,5/28/2008,3.62437,5/28/2008,3.70087,5/28/2008,10.94004,5/28/2008,26.48943,5/28/2008,6.73233,5/28/2008,26.82414,5/28/2008,11.49469,5/28/2008,12.98652,5/28/2008,9.6586,5/28/2008,36.53055,5/28/2008,18.5426,5/28/2008,26.96758,5/28/2008,17.28029,5/28/2008,3.5383,5/28/2008,9.15176,5/28/2008,11.37037,5/28/2008,5.58478,5/28/2008,12.03978,5/28/2008,1.19537,5/28/2008,4.89624,5/28/2008,12.43186,5/28/2008,4.8293,5/28/2008,4.21727,5/28/2008,6.10118,5/28/2008,23.90743,5/28/2008,11.26518
5/29/2008,104.88451,5/29/2008,7.12798,5/29/2008,31.33283,5/29/2008,11.01855,5/29/2008,4.98864,5/29/2008,196.98899,5/29/2008,7.95153,5/29/2008,51.68497,5/29/2008,14.64407,5/29/2008,120.78758,5/29/2008,50.92768,5/29/2008,13.6596,5/29/2008,21.77206,5/29/2008,6.41802,5/29/2008,21.67739,5/29/2008,2.2056,5/29/2008,112.55206,5/29/2008,9.70276,5/29/2008,4.94131,5/29/2008,14.56835,5/29/2008,9.90155,5/29/2008,2.81144,5/29/2008,33.22605,5/29/2008,5.07384,5/29/2008,3.87164,5/29/2008,4.91291,5/29/2008,9.09693,5/29/2008,10.99962,5/29/2008,10.49792,5/29/2008,20.21015,5/29/2008,8.87921,5/29/2008,36.06588,5/29/2008,7.71488,5/29/2008,4.39228,5/29/2008,14.34116,5/29/2008,12.27755,5/29/2008,3.29421,1/8/2009,8.52815,5/29/2008,18.8281,5/29/2008,7.76221,5/29/2008,50.17039,5/29/2008,5.29156,5/29/2008,9.30519,5/29/2008,10.80083,5/29/2008,11.16055,5/29/2008,8.37751,5/29/2008,6.15297,5/29/2008,3.09542,5/29/2008,7.33624,5/29/2008,12.08822,5/29/2008,3.61605,5/29/2008,3.87164,5/29/2008,10.82923,5/29/2008,27.21507,5/29/2008,6.83453,5/29/2008,27.68838,5/29/2008,11.57705,5/29/2008,12.94017,5/29/2008,10.03408,5/29/2008,36.82317,5/29/2008,18.66717,5/29/2008,27.2624,5/29/2008,17.21886,5/29/2008,3.64445,5/29/2008,9.25786,5/29/2008,11.58652,5/29/2008,5.52821,5/29/2008,11.99356,5/29/2008,1.22113,5/29/2008,5.03597,5/29/2008,12.53313,5/29/2008,4.98864,5/29/2008,4.25975,5/29/2008,6.27603,5/29/2008,24.32791,5/29/2008,11.4256
5/30/2008,108.51024,5/30/2008,7.18347,5/30/2008,31.65277,5/30/2008,11.30591,5/30/2008,5.0417,5/30/2008,197.21302,5/30/2008,8.10273,5/30/2008,52.5019,5/30/2008,14.7555,5/30/2008,125.56861,5/30/2008,51.55421,5/30/2008,13.92153,5/30/2008,22.03374,5/30/2008,6.6812,5/30/2008,21.60728,5/30/2008,2.26497,5/30/2008,116.37604,5/30/2008,9.88438,5/30/2008,5.02274,5/30/2008,15.07771,5/30/2008,10.15921,5/30/2008,2.89045,5/30/2008,34.49583,5/30/2008,5.09856,5/30/2008,4.07506,5/30/2008,5.06065,5/30/2008,9.47688,5/30/2008,11.42911,5/30/2008,10.6141,5/30/2008,20.61221,5/30/2008,9.15466,5/30/2008,36.86505,5/30/2008,8.01744,5/30/2008,4.40675,5/30/2008,14.92608,5/30/2008,12.30099,5/30/2008,3.36429,1/9/2009,8.64745,5/30/2008,19.19067,5/30/2008,7.92267,5/30/2008,51.45944,5/30/2008,5.47763,5/30/2008,9.9981,5/30/2008,11.04056,5/30/2008,11.67551,5/30/2008,8.47233,5/30/2008,5.93252,5/30/2008,3.19371,5/30/2008,7.59098,5/30/2008,12.42418,5/30/2008,3.70546,5/30/2008,3.96133,5/30/2008,10.53829,5/30/2008,28.24109,5/30/2008,7.11713,5/30/2008,28.43063,5/30/2008,12.02616,5/30/2008,12.90751,5/30/2008,9.82752,5/30/2008,37.24412,5/30/2008,19.14329,5/30/2008,27.76725,5/30/2008,18.11031,5/30/2008,3.62964,5/30/2008,9.84647,5/30/2008,11.81766,5/30/2008,5.6956,5/30/2008,12.31994,5/30/2008,1.29833,5/30/2008,5.0417,5/30/2008,12.85064,5/30/2008,5.03222,5/30/2008,4.37832,5/30/2008,6.72858,5/30/2008,24.73465,5/30/2008,11.73237
6/2/2008,112.45442,6/2/2008,7.417,6/2/2008,32.14354,6/2/2008,11.81155,6/2/2008,5.23892,6/2/2008,208.31648,6/2/2008,8.25178,6/2/2008,53.82844,6/2/2008,15.12186,6/2/2008,130.97294,6/2/2008,52.38918,6/2/2008,14.20073,6/2/2008,22.35655,6/2/2008,6.89887,6/2/2008,21.97275,6/2/2008,2.38918,6/2/2008,115.237,6/2/2008,10.06525,6/2/2008,5.16216,6/2/2008,15.66878,6/2/2008,10.46824,6/2/2008,2.89772,6/2/2008,35.50182,6/2/2008,5.31568,6/2/2008,3.99156,6/2/2008,5.10459,6/2/2008,9.51833,6/2/2008,11.89791,6/2/2008,11.25504,6/2/2008,21.58895,6/2/2008,9.25926,6/2/2008,39.05201,6/2/2008,8.35732,6/2/2008,4.59605,6/2/2008,15.46728,6/2/2008,12.41604,6/2/2008,3.49261,1/13/2009,8.89087,6/2/2008,19.11341,6/2/2008,8.03109,6/2/2008,53.34869,6/2/2008,5.60353,6/2/2008,9.87334,6/2/2008,11.35099,6/2/2008,11.59087,6/2/2008,8.9906,6/2/2008,6.10248,6/2/2008,3.3199,6/2/2008,7.76243,6/2/2008,12.55997,6/2/2008,3.62694,6/2/2008,4.2986,6/2/2008,10.78488,6/2/2008,28.54538,6/2/2008,7.11955,6/2/2008,28.68931,6/2/2008,12.38726,6/2/2008,13.25082,6/2/2008,10.11322,6/2/2008,38.0925,6/2/2008,19.47803,6/2/2008,27.63385,6/2/2008,18.92151,6/2/2008,3.88601,6/2/2008,10.06525,6/2/2008,12.06102,6/2/2008,5.70908,6/2/2008,12.55037,6/2/2008,1.34331,6/2/2008,5.09499,6/2/2008,13.00134,6/2/2008,5.17175,6/2/2008,4.53848,6/2/2008,6.69737,6/2/2008,24.70735,6/2/2008,12.109
6/3/2008,111.47011,6/3/2008,7.40283,6/3/2008,31.64497,6/3/2008,11.61266,6/3/2008,5.35969,6/3/2008,203.48972,6/3/2008,8.34363,6/3/2008,53.40682,6/3/2008,14.75815,6/3/2008,127.53017,6/3/2008,51.88634,6/3/2008,13.9599,6/3/2008,21.04913,6/3/2008,6.63309,6/3/2008,21.66683,6/3/2008,2.45177,6/3/2008,112.61047,6/3/2008,9.69305,6/3/2008,4.96056,6/3/2008,14.94821,6/3/2008,10.01616,6/3/2008,2.73686,6/3/2008,34.5909,6/3/2008,5.04609,6/3/2008,3.75368,6/3/2008,4.85603,6/3/2008,9.28442,6/3/2008,11.66017,6/3/2008,11.08049,6/3/2008,21.38174,6/3/2008,9.07536,6/3/2008,38.77221,6/3/2008,8.20108,6/3/2008,4.46641,6/3/2008,15.38535,6/3/2008,12.09731,6/3/2008,3.4971,1/14/2009,9.23456,6/3/2008,18.89195,6/3/2008,7.74494,6/3/2008,51.1261,6/3/2008,5.3977,6/3/2008,9.55051,6/3/2008,10.86192,6/3/2008,11.4226,6/3/2008,8.74275,6/3/2008,6.00589,6/3/2008,3.26903,6/3/2008,7.60239,6/3/2008,12.15433,6/3/2008,3.4781,6/3/2008,4.21933,6/3/2008,10.83341,6/3/2008,27.51117,6/3/2008,6.89917,6/3/2008,28.98413,6/3/2008,11.54614,6/3/2008,13.0191,6/3/2008,9.66454,6/3/2008,38.58215,6/3/2008,18.97748,6/3/2008,27.03602,6/3/2008,18.22674,6/3/2008,3.86772,6/3/2008,10.19671,6/3/2008,11.84073,6/3/2008,5.54975,6/3/2008,12.33489,6/3/2008,1.31141,6/3/2008,5.12211,6/3/2008,12.55345,6/3/2008,4.93205,6/3/2008,4.39038,6/3/2008,6.56657,6/3/2008,23.85251,6/3/2008,11.68868
6/4/2008,112.79558,6/4/2008,7.53242,6/4/2008,32.418,6/4/2008,11.91838,6/4/2008,5.65408,6/4/2008,213.7035,6/4/2008,8.70519,6/4/2008,53.77574,6/4/2008,14.57857,6/4/2008,127.86041,6/4/2008,54.06178,6/4/2008,14.20671,6/4/2008,20.83333,6/4/2008,7.00801,6/4/2008,22.54958,6/4/2008,2.49809,6/4/2008,115.08391,6/4/2008,10.06865,6/4/2008,5.14874,6/4/2008,14.89321,6/4/2008,10.05912,6/4/2008,2.746,6/4/2008,35.8505,6/4/2008,5.19641,6/4/2008,3.97597,6/4/2008,5.04386,6/4/2008,9.46796,6/4/2008,11.94699,6/4/2008,11.44165,6/4/2008,22.54958,6/4/2008,9.30587,6/4/2008,40.42715,6/4/2008,8.81007,6/4/2008,4.49085,6/4/2008,15.98017,6/4/2008,12.10908,6/4/2008,3.97597,1/15/2009,9.68572,6/4/2008,19.05988,6/4/2008,7.70404,6/4/2008,51.8688,6/4/2008,5.51106,6/4/2008,10.00191,6/4/2008,10.8791,6/4/2008,12.43326,6/4/2008,8.96262,6/4/2008,6.045,6/4/2008,3.39436,6/4/2008,7.69451,6/4/2008,12.55721,6/4/2008,3.42296,6/4/2008,4.38596,6/4/2008,10.88863,6/4/2008,27.60297,6/4/2008,7.06522,6/4/2008,29.1762,6/4/2008,11.93745,6/4/2008,13.30092,6/4/2008,9.62052,6/4/2008,38.9016,6/4/2008,20.07056,6/4/2008,26.8402,6/4/2008,18.06827,6/4/2008,4.00458,6/4/2008,10.18307,6/4/2008,12.12815,6/4/2008,5.32037,6/4/2008,12.61442,6/4/2008,1.41114,6/4/2008,5.24409,6/4/2008,12.60488,6/4/2008,5.00572,6/4/2008,4.55759,6/4/2008,6.72197,6/4/2008,24.40885,6/4/2008,11.91838
6/5/2008,109.08576,6/5/2008,7.29127,6/5/2008,31.4507,6/5/2008,11.4847,6/5/2008,5.61957,6/5/2008,211.29487,6/5/2008,8.54741,6/5/2008,52.70117,6/5/2008,14.32754,6/5/2008,126.08614,6/5/2008,52.89006,6/5/2008,13.97809,6/5/2008,20.87269,6/5/2008,6.85682,6/5/2008,21.39214,6/5/2008,2.4745,6/5/2008,113.80808,6/5/2008,9.96411,6/5/2008,5.17567,6/5/2008,15.13978,6/5/2008,10.04911,6/5/2008,2.68228,6/5/2008,35.13411,6/5/2008,5.00567,6/5/2008,3.84397,6/5/2008,4.95844,6/5/2008,9.71855,6/5/2008,11.79637,6/5/2008,11.64526,6/5/2008,22.80884,6/5/2008,9.23687,6/5/2008,39.85644,6/5/2008,8.49074,6/5/2008,4.45788,6/5/2008,15.84813,6/5/2008,11.83415,6/5/2008,3.85342,1/16/2009,9.41372,6/5/2008,19.0782,6/5/2008,7.87684,6/5/2008,51.66226,6/5/2008,5.68568,6/5/2008,9.69966,6/5/2008,10.88024,6/5/2008,11.9286,6/5/2008,8.77408,6/5/2008,6.20514,6/5/2008,3.3623,6/5/2008,7.51794,6/5/2008,13.10918,6/5/2008,3.62675,6/5/2008,4.3351,6/5/2008,10.7858,6/5/2008,27.86173,6/5/2008,7.45183,6/5/2008,28.90064,6/5/2008,11.79637,6/5/2008,13.1564,6/5/2008,9.6241,6/5/2008,38.53419,6/5/2008,20.35323,6/5/2008,27.43672,6/5/2008,17.41594,6/5/2008,3.91009,6/5/2008,10.03022,6/5/2008,12.0136,6/5/2008,5.27956,6/5/2008,12.73139,6/5/2008,1.36003,6/5/2008,5.31734,6/5/2008,12.75973,6/5/2008,5.034,6/5/2008,4.54288,6/5/2008,6.61126,6/5/2008,24.36721,6/5/2008,11.56026
